subscription_id,customer_id,plan_id,billing_period,seats,discount_pct,start_date,end_date,end_reason,churn_type,churn_reason
SUB-00142-00,CUS-00142,PLN-STARTER,monthly,4,0.0,2023-09-01,2023-11-01,churn,voluntary,Switched to competitor
SUB-00143-00,CUS-00143,PLN-STARTER,monthly,11,0.035,2023-09-01,2023-11-01,plan_change,,
SUB-00143-01,CUS-00143,PLN-STARTER,monthly,9,0.035,2023-11-01,2026-01-01,plan_change,,
SUB-00143-02,CUS-00143,PLN-STARTER,monthly,6,0.035,2026-01-01,,,,
SUB-00144-00,CUS-00144,PLN-STARTER,monthly,6,0.027,2023-09-01,2024-02-01,plan_change,,
SUB-00144-01,CUS-00144,PLN-STARTER,monthly,5,0.027,2024-02-01,2026-01-01,churn,voluntary,Poor support experience
SUB-00145-00,CUS-00145,PLN-GROWTH,annual,16,0.119,2023-09-01,2024-09-01,churn,voluntary,Price / budget cuts
SUB-00146-00,CUS-00146,PLN-GROWTH,monthly,32,0.001,2023-09-01,2024-04-01,plan_change,,
SUB-00146-01,CUS-00146,PLN-GROWTH,monthly,38,0.001,2024-04-01,2025-11-01,plan_change,,
SUB-00146-02,CUS-00146,PLN-GROWTH,monthly,55,0.001,2025-11-01,,,,
SUB-00147-00,CUS-00147,PLN-GROWTH,monthly,38,0.04,2023-09-01,2023-12-01,plan_change,,
SUB-00147-01,CUS-00147,PLN-GROWTH,monthly,27,0.04,2023-12-01,2024-02-01,plan_change,,
SUB-00147-02,CUS-00147,PLN-GROWTH,monthly,24,0.04,2024-02-01,2024-03-01,churn,voluntary,Low adoption
SUB-00148-00,CUS-00148,PLN-GROWTH,monthly,23,0.0,2023-09-01,2024-02-01,plan_change,,
SUB-00148-01,CUS-00148,PLN-GROWTH,monthly,27,0.0,2024-02-01,2024-09-01,plan_change,,
SUB-00148-02,CUS-00148,PLN-GROWTH,monthly,30,0.0,2024-09-01,2024-12-01,plan_change,,
SUB-00148-03,CUS-00148,PLN-GROWTH,monthly,33,0.0,2024-12-01,2025-01-01,plan_change,,
SUB-00148-04,CUS-00148,PLN-GROWTH,monthly,38,0.0,2025-01-01,2025-06-01,churn,involuntary,Payment failure
SUB-00149-00,CUS-00149,PLN-GROWTH,annual,25,0.219,2023-09-01,2023-11-01,plan_change,,
SUB-00149-01,CUS-00149,PLN-GROWTH,annual,19,0.219,2023-11-01,2024-03-01,plan_change,,
SUB-00149-02,CUS-00149,PLN-GROWTH,annual,24,0.219,2024-03-01,2024-07-01,plan_change,,
SUB-00149-03,CUS-00149,PLN-GROWTH,annual,32,0.219,2024-07-01,2025-09-01,plan_change,,
SUB-00149-04,CUS-00149,PLN-GROWTH,annual,36,0.219,2025-09-01,2025-10-01,churn,involuntary,Payment failure
SUB-00150-00,CUS-00150,PLN-GROWTH,monthly,11,0.039,2023-09-01,2025-01-01,plan_change,,
SUB-00150-01,CUS-00150,PLN-GROWTH,monthly,14,0.039,2025-01-01,2025-04-01,plan_change,,
SUB-00150-02,CUS-00150,PLN-GROWTH,monthly,16,0.039,2025-04-01,2025-05-01,churn,voluntary,Low adoption
SUB-00151-00,CUS-00151,PLN-GROWTH,monthly,23,0.043,2023-09-01,2024-06-01,plan_change,,
SUB-00151-01,CUS-00151,PLN-GROWTH,monthly,29,0.043,2024-06-01,2024-08-01,plan_change,,
SUB-00151-02,CUS-00151,PLN-GROWTH,monthly,39,0.043,2024-08-01,2024-09-01,plan_change,,
SUB-00151-03,CUS-00151,PLN-GROWTH,monthly,51,0.043,2024-09-01,2025-01-01,plan_change,,
SUB-00151-04,CUS-00151,PLN-GROWTH,monthly,41,0.043,2025-01-01,,,,
SUB-00152-00,CUS-00152,PLN-GROWTH,annual,11,0.123,2023-09-01,2024-01-01,plan_change,,
SUB-00152-01,CUS-00152,PLN-GROWTH,annual,15,0.123,2024-01-01,2024-06-01,plan_change,,
SUB-00152-02,CUS-00152,PLN-GROWTH,annual,20,0.123,2024-06-01,2025-01-01,plan_change,,
SUB-00152-03,CUS-00152,PLN-GROWTH,annual,17,0.123,2025-01-01,2025-04-01,plan_change,,
SUB-00152-04,CUS-00152,PLN-GROWTH,annual,20,0.123,2025-04-01,2025-05-01,plan_change,,
SUB-00152-05,CUS-00152,PLN-GROWTH,annual,17,0.123,2025-05-01,2025-09-01,plan_change,,
SUB-00152-06,CUS-00152,PLN-GROWTH,annual,21,0.123,2025-09-01,2026-06-01,plan_change,,
SUB-00152-07,CUS-00152,PLN-GROWTH,annual,29,0.123,2026-06-01,,,,
SUB-00153-00,CUS-00153,PLN-GROWTH,monthly,14,0.0,2023-09-01,2023-11-01,plan_change,,
SUB-00153-01,CUS-00153,PLN-GROWTH,monthly,17,0.0,2023-11-01,2024-01-01,churn,voluntary,Missing functionality
SUB-00153-02,CUS-00153,PLN-GROWTH,monthly,14,0.0,2024-06-01,2025-07-01,plan_change,,
SUB-00153-03,CUS-00153,PLN-STARTER,monthly,9,0.0,2025-07-01,2025-10-01,plan_change,,
SUB-00153-04,CUS-00153,PLN-STARTER,monthly,12,0.0,2025-10-01,2026-03-01,plan_change,,
SUB-00153-05,CUS-00153,PLN-STARTER,monthly,17,0.0,2026-03-01,,,,
SUB-00154-00,CUS-00154,PLN-GROWTH,monthly,33,0.07,2023-09-01,2023-11-01,churn,voluntary,Low adoption
SUB-00155-00,CUS-00155,PLN-STARTER,monthly,8,0.0,2023-09-01,2023-12-01,plan_change,,
SUB-00155-01,CUS-00155,PLN-STARTER,monthly,11,0.0,2023-12-01,2024-03-01,plan_change,,
SUB-00155-02,CUS-00155,PLN-STARTER,monthly,9,0.0,2024-03-01,2025-03-01,plan_change,,
SUB-00155-03,CUS-00155,PLN-STARTER,monthly,10,0.0,2025-03-01,2025-06-01,plan_change,,
SUB-00155-04,CUS-00155,PLN-STARTER,monthly,11,0.0,2025-06-01,2025-10-01,plan_change,,
SUB-00155-05,CUS-00155,PLN-STARTER,monthly,12,0.0,2025-10-01,2025-11-01,churn,involuntary,Payment failure
SUB-00156-00,CUS-00156,PLN-STARTER,monthly,3,0.007,2023-09-01,2023-11-01,plan_change,,
SUB-00156-01,CUS-00156,PLN-STARTER,monthly,4,0.007,2023-11-01,2024-03-01,churn,voluntary,Low adoption
SUB-00157-00,CUS-00157,PLN-GROWTH,annual,15,0.114,2023-09-01,,,,
SUB-00158-00,CUS-00158,PLN-SCALE,annual,109,0.248,2023-09-01,2023-12-01,plan_change,,
SUB-00158-01,CUS-00158,PLN-SCALE,annual,100,0.248,2023-12-01,2024-01-01,plan_change,,
SUB-00158-02,CUS-00158,PLN-SCALE,annual,107,0.248,2024-01-01,2024-11-01,plan_change,,
SUB-00158-03,CUS-00158,PLN-SCALE,annual,152,0.248,2024-11-01,2024-12-01,plan_change,,
SUB-00158-04,CUS-00158,PLN-SCALE,annual,113,0.248,2024-12-01,2025-03-01,plan_change,,
SUB-00158-05,CUS-00158,PLN-SCALE,annual,126,0.248,2025-03-01,2025-06-01,plan_change,,
SUB-00158-06,CUS-00158,PLN-SCALE,annual,153,0.248,2025-06-01,2025-09-01,plan_change,,
SUB-00158-07,CUS-00158,PLN-SCALE,annual,189,0.248,2025-09-01,,,,
SUB-00159-00,CUS-00159,PLN-SCALE,annual,60,0.182,2023-09-01,2024-08-01,plan_change,,
SUB-00159-01,CUS-00159,PLN-SCALE,annual,73,0.182,2024-08-01,2025-04-01,plan_change,,
SUB-00159-02,CUS-00159,PLN-SCALE,annual,86,0.182,2025-04-01,2026-04-01,plan_change,,
SUB-00159-03,CUS-00159,PLN-SCALE,annual,97,0.182,2026-04-01,2026-05-01,plan_change,,
SUB-00159-04,CUS-00159,PLN-SCALE,annual,111,0.182,2026-05-01,2026-07-01,plan_change,,
SUB-00159-05,CUS-00159,PLN-SCALE,annual,118,0.182,2026-07-01,,,,
SUB-00160-00,CUS-00160,PLN-GROWTH,annual,10,0.154,2023-10-01,2024-10-01,churn,voluntary,Price / budget cuts
SUB-00161-00,CUS-00161,PLN-SCALE,annual,157,0.215,2023-10-01,2024-02-01,plan_change,,
SUB-00161-01,CUS-00161,PLN-SCALE,annual,205,0.215,2024-02-01,2024-07-01,plan_change,,
SUB-00161-02,CUS-00161,PLN-SCALE,annual,115,0.215,2024-07-01,2024-09-01,plan_change,,
SUB-00161-03,CUS-00161,PLN-SCALE,annual,161,0.215,2024-09-01,2024-10-01,plan_change,,
SUB-00161-04,CUS-00161,PLN-SCALE,annual,180,0.215,2024-10-01,2025-04-01,plan_change,,
SUB-00161-05,CUS-00161,PLN-SCALE,annual,240,0.215,2025-04-01,2025-06-01,plan_change,,
SUB-00161-06,CUS-00161,PLN-SCALE,annual,325,0.215,2025-06-01,2025-10-01,plan_change,,
SUB-00161-07,CUS-00161,PLN-ENTERPRISE,annual,454,0.215,2025-10-01,2025-11-01,plan_change,,
SUB-00161-08,CUS-00161,PLN-ENTERPRISE,annual,570,0.215,2025-11-01,2026-04-01,plan_change,,
SUB-00161-09,CUS-00161,PLN-ENTERPRISE,annual,685,0.215,2026-04-01,,,,
SUB-00162-00,CUS-00162,PLN-ENTERPRISE,monthly,345,0.062,2023-10-01,2023-12-01,plan_change,,
SUB-00162-01,CUS-00162,PLN-ENTERPRISE,monthly,487,0.062,2023-12-01,2024-12-01,plan_change,,
SUB-00162-02,CUS-00162,PLN-ENTERPRISE,monthly,670,0.062,2024-12-01,2025-02-01,plan_change,,
SUB-00162-03,CUS-00162,PLN-ENTERPRISE,monthly,923,0.062,2025-02-01,2025-07-01,plan_change,,
SUB-00162-04,CUS-00162,PLN-ENTERPRISE,monthly,1232,0.062,2025-07-01,,,,
SUB-00163-00,CUS-00163,PLN-STARTER,monthly,2,0.008,2023-10-01,2024-02-01,churn,involuntary,Payment failure
SUB-00164-00,CUS-00164,PLN-GROWTH,monthly,28,0.0,2023-10-01,2024-04-01,churn,voluntary,Missing functionality
SUB-00165-00,CUS-00165,PLN-STARTER,monthly,3,0.067,2023-10-01,2023-12-01,plan_change,,
SUB-00165-01,CUS-00165,PLN-STARTER,monthly,4,0.067,2023-12-01,2024-05-01,churn,voluntary,Switched to competitor
SUB-00166-00,CUS-00166,PLN-STARTER,monthly,4,0.08,2023-10-01,2024-07-01,plan_change,,
SUB-00166-01,CUS-00166,PLN-STARTER,monthly,5,0.08,2024-07-01,2025-05-01,churn,involuntary,Payment failure
SUB-00167-00,CUS-00167,PLN-STARTER,monthly,4,0.049,2023-10-01,2023-11-01,churn,voluntary,Price / budget cuts
SUB-00168-00,CUS-00168,PLN-GROWTH,annual,13,0.211,2023-10-01,2023-11-01,churn,involuntary,Payment failure
SUB-00169-00,CUS-00169,PLN-GROWTH,annual,18,0.093,2023-10-01,2024-01-01,plan_change,,
SUB-00169-01,CUS-00169,PLN-GROWTH,annual,20,0.093,2024-01-01,2024-02-01,plan_change,,
SUB-00169-02,CUS-00169,PLN-GROWTH,annual,25,0.093,2024-02-01,2024-06-01,plan_change,,
SUB-00169-03,CUS-00169,PLN-GROWTH,annual,33,0.093,2024-06-01,2024-10-01,churn,voluntary,Switched to competitor
SUB-00170-00,CUS-00170,PLN-STARTER,annual,3,0.087,2023-10-01,2024-10-01,plan_change,,
SUB-00170-01,CUS-00170,PLN-STARTER,annual,4,0.087,2024-10-01,,,,
SUB-00171-00,CUS-00171,PLN-SCALE,annual,40,0.179,2023-10-01,2023-12-01,plan_change,,
SUB-00171-01,CUS-00171,PLN-SCALE,annual,48,0.179,2023-12-01,2024-02-01,plan_change,,
SUB-00171-02,CUS-00171,PLN-SCALE,annual,60,0.179,2024-02-01,2024-12-01,plan_change,,
SUB-00171-03,CUS-00171,PLN-SCALE,annual,70,0.179,2024-12-01,2025-05-01,churn,voluntary,Price / budget cuts
SUB-00172-00,CUS-00172,PLN-ENTERPRISE,annual,314,0.252,2023-10-01,2024-10-01,plan_change,,
SUB-00172-01,CUS-00172,PLN-ENTERPRISE,annual,179,0.252,2024-10-01,2025-05-01,plan_change,,
SUB-00172-02,CUS-00172,PLN-ENTERPRISE,annual,237,0.252,2025-05-01,2025-07-01,plan_change,,
SUB-00172-03,CUS-00172,PLN-ENTERPRISE,annual,320,0.252,2025-07-01,2025-08-01,plan_change,,
SUB-00172-04,CUS-00172,PLN-ENTERPRISE,annual,398,0.252,2025-08-01,2026-01-01,plan_change,,
SUB-00172-05,CUS-00172,PLN-ENTERPRISE,annual,576,0.252,2026-01-01,2026-05-01,plan_change,,
SUB-00172-06,CUS-00172,PLN-ENTERPRISE,annual,719,0.252,2026-05-01,,,,
SUB-00173-00,CUS-00173,PLN-GROWTH,monthly,13,0.0,2023-10-01,2023-12-01,churn,voluntary,Company acquired or closed
SUB-00174-00,CUS-00174,PLN-STARTER,monthly,12,0.048,2023-10-01,2025-01-01,plan_change,,
SUB-00174-01,CUS-00174,PLN-STARTER,monthly,16,0.048,2025-01-01,2025-10-01,churn,voluntary,Price / budget cuts
SUB-00175-00,CUS-00175,PLN-SCALE,annual,44,0.188,2023-10-01,2024-05-01,plan_change,,
SUB-00175-01,CUS-00175,PLN-GROWTH,annual,35,0.188,2024-05-01,2025-03-01,plan_change,,
SUB-00175-02,CUS-00175,PLN-GROWTH,annual,24,0.188,2025-03-01,2025-05-01,plan_change,,
SUB-00175-03,CUS-00175,PLN-GROWTH,annual,30,0.188,2025-05-01,2025-07-01,plan_change,,
SUB-00175-04,CUS-00175,PLN-GROWTH,annual,33,0.188,2025-07-01,2025-09-01,plan_change,,
SUB-00175-05,CUS-00175,PLN-GROWTH,annual,37,0.188,2025-09-01,,,,
SUB-00176-00,CUS-00176,PLN-ENTERPRISE,monthly,697,0.138,2023-10-01,2024-01-01,plan_change,,
SUB-00176-01,CUS-00176,PLN-ENTERPRISE,monthly,582,0.138,2024-01-01,2024-07-01,plan_change,,
SUB-00176-02,CUS-00176,PLN-ENTERPRISE,monthly,727,0.138,2024-07-01,2025-01-01,plan_change,,
SUB-00176-03,CUS-00176,PLN-ENTERPRISE,monthly,792,0.138,2025-01-01,2025-10-01,plan_change,,
SUB-00176-04,CUS-00176,PLN-ENTERPRISE,monthly,1106,0.138,2025-10-01,2025-11-01,plan_change,,
SUB-00176-05,CUS-00176,PLN-ENTERPRISE,monthly,1552,0.138,2025-11-01,2026-02-01,churn,voluntary,Low adoption
SUB-00176-06,CUS-00176,PLN-ENTERPRISE,monthly,1232,0.138,2026-05-01,2026-06-01,plan_change,,
SUB-00176-07,CUS-00176,PLN-ENTERPRISE,monthly,1351,0.138,2026-06-01,,,,
SUB-00177-00,CUS-00177,PLN-GROWTH,monthly,28,0.038,2023-10-01,2024-03-01,churn,involuntary,Payment failure
SUB-00178-00,CUS-00178,PLN-STARTER,annual,4,0.111,2023-10-01,2024-04-01,plan_change,,
SUB-00178-01,CUS-00178,PLN-STARTER,annual,5,0.111,2024-04-01,2025-02-01,plan_change,,
SUB-00178-02,CUS-00178,PLN-STARTER,annual,6,0.111,2025-02-01,,,,
SUB-00179-00,CUS-00179,PLN-STARTER,monthly,5,0.008,2023-10-01,2023-11-01,churn,involuntary,Payment failure
SUB-00180-00,CUS-00180,PLN-GROWTH,annual,38,0.138,2023-10-01,2023-12-01,plan_change,,
SUB-00180-01,CUS-00180,PLN-GROWTH,annual,31,0.138,2023-12-01,2024-07-01,plan_change,,
SUB-00180-02,CUS-00180,PLN-GROWTH,annual,33,0.138,2024-07-01,2026-08-01,plan_change,,
SUB-00180-03,CUS-00180,PLN-GROWTH,annual,36,0.138,2026-08-01,,,,
SUB-00181-00,CUS-00181,PLN-GROWTH,monthly,43,0.116,2023-10-01,2024-02-01,churn,involuntary,Payment failure
SUB-00182-00,CUS-00182,PLN-GROWTH,annual,22,0.073,2023-10-01,2023-11-01,plan_change,,
SUB-00182-01,CUS-00182,PLN-GROWTH,annual,29,0.073,2023-11-01,2024-01-01,plan_change,,
SUB-00182-02,CUS-00182,PLN-GROWTH,annual,19,0.073,2024-01-01,2024-10-01,churn,voluntary,Company acquired or closed
SUB-00183-00,CUS-00183,PLN-STARTER,monthly,10,0.075,2023-10-01,2023-12-01,plan_change,,
SUB-00183-01,CUS-00183,PLN-STARTER,monthly,6,0.075,2023-12-01,2024-08-01,plan_change,,
SUB-00183-02,CUS-00183,PLN-STARTER,monthly,9,0.075,2024-08-01,2025-10-01,churn,involuntary,Payment failure
SUB-00184-00,CUS-00184,PLN-GROWTH,monthly,12,0.038,2023-10-01,2023-12-01,plan_change,,
SUB-00184-01,CUS-00184,PLN-GROWTH,monthly,13,0.038,2023-12-01,2024-06-01,churn,involuntary,Payment failure
SUB-00185-00,CUS-00185,PLN-SCALE,monthly,106,0.033,2023-11-01,2024-02-01,plan_change,,
SUB-00185-01,CUS-00185,PLN-SCALE,monthly,137,0.033,2024-02-01,2024-08-01,plan_change,,
SUB-00185-02,CUS-00185,PLN-SCALE,monthly,198,0.033,2024-08-01,2024-10-01,plan_change,,
SUB-00185-03,CUS-00185,PLN-SCALE,monthly,217,0.033,2024-10-01,2024-12-01,plan_change,,
SUB-00185-04,CUS-00185,PLN-SCALE,monthly,233,0.033,2024-12-01,2025-02-01,churn,voluntary,Poor support experience
SUB-00186-00,CUS-00186,PLN-GROWTH,monthly,14,0.043,2023-11-01,2024-07-01,plan_change,,
SUB-00186-01,CUS-00186,PLN-GROWTH,monthly,18,0.043,2024-07-01,2025-03-01,plan_change,,
SUB-00186-02,CUS-00186,PLN-GROWTH,monthly,16,0.043,2025-03-01,2025-05-01,plan_change,,
SUB-00186-03,CUS-00186,PLN-GROWTH,monthly,22,0.043,2025-05-01,,,,
SUB-00187-00,CUS-00187,PLN-GROWTH,monthly,17,0.004,2023-11-01,2024-02-01,plan_change,,
SUB-00187-01,CUS-00187,PLN-GROWTH,monthly,21,0.004,2024-02-01,2024-06-01,churn,voluntary,Low adoption
SUB-00188-00,CUS-00188,PLN-GROWTH,monthly,32,0.105,2023-11-01,2024-05-01,plan_change,,
SUB-00188-01,CUS-00188,PLN-GROWTH,monthly,39,0.105,2024-05-01,2025-11-01,plan_change,,
SUB-00188-02,CUS-00188,PLN-GROWTH,monthly,48,0.105,2025-11-01,,,,
SUB-00189-00,CUS-00189,PLN-STARTER,annual,5,0.152,2023-11-01,2024-04-01,plan_change,,
SUB-00189-01,CUS-00189,PLN-STARTER,annual,7,0.152,2024-04-01,2024-09-01,plan_change,,
SUB-00189-02,CUS-00189,PLN-STARTER,annual,10,0.152,2024-09-01,2025-04-01,plan_change,,
SUB-00189-03,CUS-00189,PLN-STARTER,annual,12,0.152,2025-04-01,2025-06-01,plan_change,,
SUB-00189-04,CUS-00189,PLN-STARTER,annual,10,0.152,2025-06-01,2025-08-01,plan_change,,
SUB-00189-05,CUS-00189,PLN-STARTER,annual,12,0.152,2025-08-01,,,,
SUB-00190-00,CUS-00190,PLN-STARTER,annual,4,0.156,2023-11-01,2024-02-01,plan_change,,
SUB-00190-01,CUS-00190,PLN-STARTER,annual,5,0.156,2024-02-01,2024-06-01,plan_change,,
SUB-00190-02,CUS-00190,PLN-STARTER,annual,6,0.156,2024-06-01,2025-10-01,plan_change,,
SUB-00190-03,CUS-00190,PLN-STARTER,annual,7,0.156,2025-10-01,2025-11-01,plan_change,,
SUB-00190-04,CUS-00190,PLN-STARTER,annual,5,0.156,2025-11-01,2026-01-01,plan_change,,
SUB-00190-05,CUS-00190,PLN-STARTER,annual,7,0.156,2026-01-01,,,,
SUB-00191-00,CUS-00191,PLN-STARTER,monthly,12,0.049,2023-11-01,2024-02-01,plan_change,,
SUB-00191-01,CUS-00191,PLN-STARTER,monthly,13,0.049,2024-02-01,2024-03-01,plan_change,,
SUB-00191-02,CUS-00191,PLN-STARTER,monthly,18,0.049,2024-03-01,2024-12-01,plan_change,,
SUB-00191-03,CUS-00191,PLN-STARTER,monthly,19,0.049,2024-12-01,2025-04-01,plan_change,,
SUB-00191-04,CUS-00191,PLN-STARTER,monthly,22,0.049,2025-04-01,2025-07-01,plan_change,,
SUB-00191-05,CUS-00191,PLN-STARTER,monthly,25,0.049,2025-07-01,2025-10-01,plan_change,,
SUB-00191-06,CUS-00191,PLN-GROWTH,monthly,29,0.049,2025-10-01,2025-11-01,plan_change,,
SUB-00191-07,CUS-00191,PLN-GROWTH,monthly,42,0.049,2025-11-01,,,,
SUB-00192-00,CUS-00192,PLN-STARTER,monthly,4,0.0,2023-11-01,2023-12-01,plan_change,,
SUB-00192-01,CUS-00192,PLN-STARTER,monthly,5,0.0,2023-12-01,2024-09-01,churn,voluntary,Price / budget cuts
SUB-00193-00,CUS-00193,PLN-STARTER,monthly,3,0.061,2023-11-01,2024-06-01,plan_change,,
SUB-00193-01,CUS-00193,PLN-STARTER,monthly,4,0.061,2024-06-01,2024-07-01,plan_change,,
SUB-00193-02,CUS-00193,PLN-STARTER,monthly,5,0.061,2024-07-01,2024-09-01,plan_change,,
SUB-00193-03,CUS-00193,PLN-STARTER,monthly,4,0.061,2024-09-01,2024-10-01,plan_change,,
SUB-00193-04,CUS-00193,PLN-STARTER,monthly,6,0.061,2024-10-01,2025-03-01,churn,voluntary,Low adoption
SUB-00194-00,CUS-00194,PLN-GROWTH,monthly,38,0.019,2023-11-01,2024-12-01,plan_change,,
SUB-00194-01,CUS-00194,PLN-GROWTH,monthly,34,0.019,2024-12-01,2025-09-01,plan_change,,
SUB-00194-02,CUS-00194,PLN-GROWTH,monthly,40,0.019,2025-09-01,2025-11-01,churn,involuntary,Payment failure
SUB-00195-00,CUS-00195,PLN-STARTER,monthly,12,0.0,2023-11-01,2023-12-01,churn,voluntary,Missing functionality
SUB-00196-00,CUS-00196,PLN-SCALE,annual,74,0.166,2023-11-01,2025-09-01,plan_change,,
SUB-00196-01,CUS-00196,PLN-SCALE,annual,51,0.166,2025-09-01,2026-05-01,plan_change,,
SUB-00196-02,CUS-00196,PLN-SCALE,annual,69,0.166,2026-05-01,,,,
SUB-00197-00,CUS-00197,PLN-GROWTH,monthly,29,0.0,2023-11-01,2024-02-01,plan_change,,
SUB-00197-01,CUS-00197,PLN-GROWTH,monthly,20,0.0,2024-02-01,2024-05-01,plan_change,,
SUB-00197-02,CUS-00197,PLN-GROWTH,monthly,26,0.0,2024-05-01,2024-06-01,churn,voluntary,Switched to competitor
SUB-00198-00,CUS-00198,PLN-GROWTH,monthly,20,0.079,2023-11-01,2024-09-01,plan_change,,
SUB-00198-01,CUS-00198,PLN-GROWTH,monthly,15,0.079,2024-09-01,2025-06-01,plan_change,,
SUB-00198-02,CUS-00198,PLN-GROWTH,monthly,13,0.079,2025-06-01,,,,
SUB-00199-00,CUS-00199,PLN-STARTER,annual,4,0.105,2023-11-01,2025-01-01,churn,voluntary,Price / budget cuts
SUB-00200-00,CUS-00200,PLN-STARTER,monthly,2,0.066,2023-11-01,2024-10-01,churn,voluntary,Low adoption
SUB-00201-00,CUS-00201,PLN-GROWTH,monthly,41,0.03,2023-11-01,2024-10-01,churn,voluntary,Switched to competitor
SUB-00202-00,CUS-00202,PLN-STARTER,monthly,10,0.074,2023-11-01,2025-01-01,plan_change,,
SUB-00202-01,CUS-00202,PLN-STARTER,monthly,6,0.074,2025-01-01,,,,
SUB-00203-00,CUS-00203,PLN-SCALE,annual,105,0.195,2023-11-01,2024-09-01,plan_change,,
SUB-00203-01,CUS-00203,PLN-SCALE,annual,137,0.195,2024-09-01,,,,
SUB-00204-00,CUS-00204,PLN-GROWTH,annual,38,0.115,2023-11-01,2024-10-01,plan_change,,
SUB-00204-01,CUS-00204,PLN-GROWTH,annual,52,0.115,2024-10-01,2024-11-01,churn,voluntary,Price / budget cuts
SUB-00205-00,CUS-00205,PLN-STARTER,monthly,13,0.048,2023-11-01,2024-02-01,plan_change,,
SUB-00205-01,CUS-00205,PLN-STARTER,monthly,12,0.048,2024-02-01,2024-08-01,plan_change,,
SUB-00205-02,CUS-00205,PLN-STARTER,monthly,8,0.048,2024-08-01,2025-05-01,plan_change,,
SUB-00205-03,CUS-00205,PLN-STARTER,monthly,9,0.048,2025-05-01,2025-11-01,plan_change,,
SUB-00205-04,CUS-00205,PLN-STARTER,monthly,11,0.048,2025-11-01,2026-01-01,plan_change,,
SUB-00205-05,CUS-00205,PLN-STARTER,monthly,15,0.048,2026-01-01,2026-04-01,plan_change,,
SUB-00205-06,CUS-00205,PLN-STARTER,monthly,18,0.048,2026-04-01,,,,
SUB-00206-00,CUS-00206,PLN-STARTER,monthly,6,0.016,2023-11-01,2023-12-01,plan_change,,
SUB-00206-01,CUS-00206,PLN-STARTER,monthly,5,0.016,2023-12-01,2025-03-01,churn,involuntary,Payment failure
SUB-00207-00,CUS-00207,PLN-SCALE,annual,93,0.186,2023-11-01,2024-04-01,plan_change,,
SUB-00207-01,CUS-00207,PLN-SCALE,annual,55,0.186,2024-04-01,2024-06-01,plan_change,,
SUB-00207-02,CUS-00207,PLN-SCALE,annual,68,0.186,2024-06-01,2025-05-01,plan_change,,
SUB-00207-03,CUS-00207,PLN-SCALE,annual,45,0.186,2025-05-01,2025-09-01,plan_change,,
SUB-00207-04,CUS-00207,PLN-SCALE,annual,52,0.186,2025-09-01,2026-04-01,plan_change,,
SUB-00207-05,CUS-00207,PLN-GROWTH,annual,32,0.186,2026-04-01,,,,
SUB-00208-00,CUS-00208,PLN-SCALE,monthly,45,0.06,2023-11-01,2024-08-01,plan_change,,
SUB-00208-01,CUS-00208,PLN-SCALE,monthly,49,0.06,2024-08-01,2025-03-01,plan_change,,
SUB-00208-02,CUS-00208,PLN-SCALE,monthly,64,0.06,2025-03-01,2025-08-01,churn,involuntary,Payment failure
SUB-00209-00,CUS-00209,PLN-STARTER,monthly,6,0.0,2023-12-01,2024-02-01,churn,voluntary,Poor support experience
SUB-00210-00,CUS-00210,PLN-GROWTH,monthly,13,0.056,2023-12-01,2025-04-01,plan_change,,
SUB-00210-01,CUS-00210,PLN-GROWTH,monthly,18,0.056,2025-04-01,2025-07-01,plan_change,,
SUB-00210-02,CUS-00210,PLN-GROWTH,monthly,25,0.056,2025-07-01,2025-11-01,plan_change,,
SUB-00210-03,CUS-00210,PLN-GROWTH,monthly,31,0.056,2025-11-01,,,,
SUB-00211-00,CUS-00211,PLN-STARTER,monthly,5,0.066,2023-12-01,,,,
SUB-00212-00,CUS-00212,PLN-SCALE,annual,176,0.131,2023-12-01,2025-02-01,plan_change,,
SUB-00212-01,CUS-00212,PLN-SCALE,annual,236,0.131,2025-02-01,2025-05-01,plan_change,,
SUB-00212-02,CUS-00212,PLN-SCALE,annual,165,0.131,2025-05-01,2025-09-01,plan_change,,
SUB-00212-03,CUS-00212,PLN-SCALE,annual,213,0.131,2025-09-01,2026-01-01,plan_change,,
SUB-00212-04,CUS-00212,PLN-SCALE,annual,247,0.131,2026-01-01,,,,
SUB-00213-00,CUS-00213,PLN-SCALE,monthly,79,0.02,2023-12-01,2024-08-01,plan_change,,
SUB-00213-01,CUS-00213,PLN-SCALE,monthly,90,0.02,2024-08-01,2024-12-01,churn,voluntary,Switched to competitor
SUB-00214-00,CUS-00214,PLN-GROWTH,monthly,15,0.0,2023-12-01,2024-04-01,plan_change,,
SUB-00214-01,CUS-00214,PLN-GROWTH,monthly,10,0.0,2024-04-01,2024-08-01,plan_change,,
SUB-00214-02,CUS-00214,PLN-GROWTH,monthly,14,0.0,2024-08-01,2024-09-01,plan_change,,
SUB-00214-03,CUS-00214,PLN-GROWTH,monthly,16,0.0,2024-09-01,2024-11-01,plan_change,,
SUB-00214-04,CUS-00214,PLN-GROWTH,monthly,18,0.0,2024-11-01,2025-06-01,plan_change,,
SUB-00214-05,CUS-00214,PLN-GROWTH,monthly,22,0.0,2025-06-01,2026-03-01,plan_change,,
SUB-00214-06,CUS-00214,PLN-GROWTH,monthly,30,0.0,2026-03-01,2026-04-01,churn,voluntary,Switched to competitor
