customer_id,month,licensed_seats,active_users,sessions,feature_adoption_score,support_tickets,csat_score
CUS-00231,2024-05-01,6,3,58,72.7,4,3.4
CUS-00231,2024-06-01,6,3,48,75.7,2,4.04
CUS-00231,2024-07-01,5,3,63,60.2,1,4.01
CUS-00231,2024-08-01,5,3,72,57.2,0,4.27
CUS-00231,2024-09-01,5,3,83,73.0,4,3.81
CUS-00231,2024-10-01,5,3,43,75.8,4,4.25
CUS-00231,2024-11-01,5,4,45,72.0,1,3.69
CUS-00231,2024-12-01,5,3,98,61.1,0,4.4
CUS-00231,2025-01-01,5,4,116,59.4,3,3.9
CUS-00231,2025-02-01,5,4,138,67.1,2,4.47
CUS-00231,2025-03-01,4,3,100,74.0,2,4.13
CUS-00231,2025-04-01,4,3,96,75.1,1,4.03
CUS-00231,2025-05-01,4,3,73,75.8,1,4.19
CUS-00231,2025-06-01,4,3,97,71.3,7,4.41
CUS-00231,2025-07-01,4,3,61,76.8,1,4.32
CUS-00231,2025-08-01,4,3,37,72.8,2,4.36
CUS-00231,2025-09-01,4,3,58,70.6,1,4.04
CUS-00231,2025-10-01,4,3,28,67.7,1,4.37
CUS-00231,2025-11-01,4,3,100,74.2,3,4.29
CUS-00231,2025-12-01,4,3,79,75.6,1,4.26
CUS-00231,2026-01-01,2,1,32,77.8,0,3.99
CUS-00231,2026-02-01,2,1,30,75.4,2,4.34
CUS-00231,2026-03-01,2,2,51,79.4,4,3.98
CUS-00231,2026-04-01,2,2,56,69.7,1,4.25
CUS-00231,2026-05-01,2,2,25,66.2,2,4.36
CUS-00231,2026-06-01,2,2,23,68.5,2,4.21
CUS-00231,2026-07-01,2,2,43,69.0,2,4.43
CUS-00231,2026-08-01,2,2,38,72.0,1,4.27
CUS-00232,2023-12-01,5,3,67,63.2,1,3.87
CUS-00232,2024-01-01,5,3,61,56.7,2,3.97
CUS-00232,2024-02-01,5,3,63,51.9,1,4.19
CUS-00232,2024-03-01,5,2,13,56.7,3,3.7
CUS-00233,2023-12-01,13,10,166,81.8,3,4.3
CUS-00233,2024-01-01,13,11,155,82.7,1,4.54
CUS-00233,2024-02-01,13,10,325,71.6,0,4.64
CUS-00233,2024-03-01,13,10,275,82.0,1,4.55
CUS-00233,2024-04-01,17,14,490,77.9,1,4.72
CUS-00233,2024-05-01,17,15,266,71.7,1,4.4
CUS-00233,2024-06-01,18,16,291,88.0,3,4.32
CUS-00233,2024-07-01,18,17,678,93.4,1,4.57
CUS-00233,2024-08-01,22,21,585,78.7,1,4.94
CUS-00233,2024-09-01,22,22,807,98.9,1,4.67
CUS-00233,2024-10-01,22,22,583,100,0,4.6
CUS-00233,2024-11-01,20,20,610,89.4,2,4.85
CUS-00233,2024-12-01,27,27,608,74.6,1,4.51
CUS-00233,2025-01-01,16,16,163,92.0,2,4.57
CUS-00233,2025-02-01,16,15,379,85.2,0,4.94
CUS-00233,2025-03-01,16,15,602,81.6,0,4.9
CUS-00233,2025-04-01,19,18,345,86.9,2,4.81
CUS-00233,2025-05-01,19,19,421,86.4,2,5.0
CUS-00233,2025-06-01,19,19,549,88.8,3,4.88
CUS-00233,2025-07-01,19,19,522,87.4,2,4.59
CUS-00233,2025-08-01,19,19,738,79.5,2,4.5
CUS-00233,2025-09-01,19,19,219,79.4,1,5.0
CUS-00233,2025-10-01,19,19,572,78.1,0,4.71
CUS-00233,2025-11-01,19,19,394,95.0,2,4.95
CUS-00233,2025-12-01,19,19,562,86.6,3,4.99
CUS-00233,2026-01-01,19,19,534,100,0,5.0
CUS-00233,2026-02-01,19,19,566,83.7,1,4.63
CUS-00233,2026-03-01,19,18,387,99.2,2,4.78
CUS-00233,2026-04-01,19,18,382,85.1,3,4.81
CUS-00233,2026-05-01,19,18,524,76.0,0,4.66
CUS-00233,2026-06-01,19,19,374,77.0,0,4.63
CUS-00233,2026-07-01,19,19,543,87.1,0,4.89
CUS-00233,2026-08-01,19,19,591,98.6,1,4.84
CUS-00234,2023-12-01,3,2,40,48.5,1,3.82
CUS-00235,2023-12-01,28,16,249,56.5,2,4.01
CUS-00235,2024-01-01,28,17,212,66.1,3,4.17
CUS-00236,2024-01-01,22,13,124,65.3,3,3.68
CUS-00236,2024-02-01,22,11,192,66.5,1,4.34
CUS-00236,2024-03-01,22,10,102,61.7,1,4.09
CUS-00236,2024-04-01,22,9,63,62.2,2,3.67
CUS-00236,2024-05-01,22,7,164,70.0,2,3.88
CUS-00236,2024-06-01,22,8,172,65.2,3,4.14
CUS-00236,2024-07-01,18,5,73,52.7,2,3.95
CUS-00236,2024-08-01,18,5,35,59.0,0,4.13
CUS-00236,2024-09-01,18,4,62,60.6,1,3.58
CUS-00236,2024-10-01,18,3,20,42.8,4,3.41
CUS-00236,2024-11-01,18,3,43,40.9,3,3.72
CUS-00236,2024-12-01,18,2,16,56.8,2,3.9
CUS-00237,2024-01-01,52,36,982,62.1,4,3.76
CUS-00237,2024-02-01,52,37,865,70.9,2,3.9
CUS-00237,2024-03-01,52,34,580,66.4,2,4.05
CUS-00237,2024-04-01,52,30,505,64.6,1,4.11
CUS-00237,2024-05-01,52,26,706,50.1,0,4.21
CUS-00237,2024-06-01,52,26,385,61.3,1,3.2
CUS-00237,2024-07-01,52,27,338,59.2,0,4.37
CUS-00237,2024-08-01,52,29,250,71.5,2,3.98
CUS-00237,2024-09-01,52,29,432,61.8,3,4.17
CUS-00237,2024-10-01,52,30,758,57.4,0,3.99
CUS-00237,2024-11-01,52,30,388,59.7,3,3.91
CUS-00237,2024-12-01,52,31,716,60.0,1,4.4
CUS-00237,2025-01-01,52,33,481,72.1,1,4.21
CUS-00237,2025-02-01,46,27,310,69.5,2,4.01
CUS-00237,2025-03-01,46,24,438,64.2,0,3.85
CUS-00238,2024-01-01,5,3,54,59.9,4,3.64
CUS-00238,2024-02-01,6,3,59,59.2,2,3.73
CUS-00238,2024-03-01,4,2,18,70.4,4,3.83
CUS-00238,2024-04-01,4,2,40,60.7,3,3.57
CUS-00238,2024-05-01,4,2,28,56.4,3,3.68
CUS-00238,2024-06-01,4,2,22,58.7,1,3.75
CUS-00238,2024-07-01,4,2,26,54.0,2,4.03
CUS-00238,2024-08-01,4,2,53,55.0,2,3.64
CUS-00238,2024-09-01,4,2,20,54.3,4,3.53
CUS-00238,2024-10-01,4,2,20,52.5,1,4.07
CUS-00238,2024-11-01,4,2,55,55.9,1,3.85
CUS-00238,2024-12-01,4,2,44,59.3,1,3.97
CUS-00238,2025-01-01,4,2,53,51.5,4,3.65
CUS-00238,2025-02-01,4,2,14,60.1,3,3.52
CUS-00238,2025-03-01,4,2,48,56.7,1,4.12
CUS-00238,2025-04-01,4,2,35,49.1,0,3.9
CUS-00238,2025-05-01,4,2,52,51.4,2,3.64
CUS-00238,2025-06-01,4,3,28,59.5,1,3.72
CUS-00238,2025-07-01,4,3,27,71.5,1,3.87
CUS-00238,2025-08-01,4,3,75,64.3,2,3.67
CUS-00238,2025-09-01,5,3,31,61.2,4,4.08
CUS-00238,2025-10-01,5,4,50,62.3,3,3.98
CUS-00238,2025-11-01,5,4,141,70.3,1,3.92
CUS-00238,2025-12-01,5,4,83,71.8,4,3.85
CUS-00238,2026-01-01,5,4,78,66.5,1,4.33
CUS-00238,2026-02-01,5,4,93,67.7,0,4.29
CUS-00238,2026-03-01,5,4,88,63.4,0,4.69
CUS-00238,2026-04-01,6,5,171,58.0,3,4.11
CUS-00238,2026-05-01,6,5,97,74.4,0,4.0
CUS-00238,2026-06-01,6,5,117,70.2,3,3.98
CUS-00238,2026-07-01,6,5,104,72.0,3,3.64
CUS-00238,2026-08-01,6,5,166,65.0,3,3.99
CUS-00239,2024-01-01,49,33,341,77.3,1,4.65
CUS-00239,2024-02-01,49,32,1014,68.9,1,4.82
CUS-00239,2024-03-01,49,31,346,81.3,0,4.99
CUS-00239,2024-04-01,49,32,973,75.4,2,4.39
CUS-00239,2024-05-01,49,33,859,78.4,2,4.47
CUS-00239,2024-06-01,49,31,525,75.9,3,4.4
CUS-00239,2024-07-01,49,31,951,78.6,2,4.24
CUS-00239,2024-08-01,49,32,449,79.8,3,4.1
CUS-00239,2024-09-01,49,33,933,74.1,0,4.74
CUS-00239,2024-10-01,49,35,422,73.6,1,4.59
CUS-00239,2024-11-01,49,37,952,86.9,4,4.5
CUS-00239,2024-12-01,49,38,439,78.5,1,4.3
CUS-00239,2025-01-01,49,38,709,89.7,2,4.5
CUS-00239,2025-02-01,62,50,1752,88.3,0,4.43
CUS-00239,2025-03-01,62,50,1415,76.4,3,4.32
CUS-00239,2025-04-01,62,53,1542,89.6,3,4.68
CUS-00239,2025-05-01,62,52,533,79.5,0,4.33
CUS-00239,2025-06-01,69,58,1098,80.2,0,5.0
CUS-00239,2025-07-01,69,57,1583,88.5,2,5.0
CUS-00239,2025-08-01,69,60,2229,82.9,2,4.65
CUS-00239,2025-09-01,69,61,1914,87.8,3,4.54
CUS-00239,2025-10-01,97,88,2315,85.6,3,4.78
CUS-00239,2025-11-01,97,86,2671,93.8,5,4.63
CUS-00239,2025-12-01,97,85,1053,85.7,3,4.97
CUS-00239,2026-01-01,97,86,1016,95.3,0,5.0
CUS-00239,2026-02-01,97,85,1731,76.4,3,4.63
CUS-00239,2026-03-01,133,118,2499,88.1,1,4.61
CUS-00239,2026-04-01,133,118,2214,84.5,4,4.31
CUS-00239,2026-05-01,133,119,3251,83.7,2,4.55
CUS-00239,2026-06-01,133,120,1494,73.3,2,4.02
CUS-00239,2026-07-01,133,110,2956,82.6,0,4.86
CUS-00239,2026-08-01,133,112,3476,82.6,1,5.0
CUS-00240,2024-01-01,41,27,354,58.2,1,4.2
CUS-00240,2024-02-01,41,27,215,67.7,1,4.32
CUS-00240,2024-03-01,41,26,343,78.2,1,4.22
CUS-00240,2024-04-01,48,34,437,69.1,0,4.44
CUS-00240,2024-05-01,48,34,597,66.1,0,3.82
CUS-00240,2024-06-01,48,32,511,66.0,2,3.66
CUS-00240,2024-07-01,48,30,328,63.4,1,3.95
CUS-00240,2024-08-01,48,31,616,70.7,2,3.76
CUS-00240,2024-09-01,48,31,862,70.9,1,3.89
CUS-00240,2024-10-01,48,36,663,68.1,2,4.19
CUS-00240,2024-11-01,60,48,1341,73.0,1,4.21
CUS-00240,2024-12-01,60,50,1105,65.4,3,3.95
CUS-00240,2025-01-01,60,49,984,70.9,3,4.36
CUS-00240,2025-02-01,60,50,1168,69.8,2,4.07
CUS-00240,2025-03-01,60,51,876,68.9,2,3.66
CUS-00240,2025-04-01,47,43,679,77.4,3,4.17
CUS-00240,2025-05-01,47,41,882,68.2,3,3.9
CUS-00240,2025-06-01,47,40,889,76.7,2,4.18
CUS-00240,2025-07-01,47,41,743,75.5,1,3.94
CUS-00240,2025-08-01,47,43,590,73.6,0,4.53
CUS-00240,2025-09-01,47,41,393,73.3,2,4.35
CUS-00240,2025-10-01,47,41,668,73.4,2,4.52
CUS-00240,2025-11-01,47,42,1227,76.8,2,4.08
CUS-00240,2025-12-01,47,44,1272,73.3,0,4.66
CUS-00240,2026-01-01,47,42,630,80.6,1,4.58
CUS-00240,2026-02-01,47,41,456,71.9,1,4.37
CUS-00240,2026-03-01,47,40,775,74.5,2,4.22
CUS-00240,2026-04-01,47,37,366,63.5,2,3.83
CUS-00240,2026-05-01,47,37,411,74.4,2,4.29
CUS-00240,2026-06-01,47,38,813,69.1,0,4.06
CUS-00240,2026-07-01,47,38,795,67.9,2,4.04
CUS-00240,2026-08-01,47,36,1139,69.1,1,3.84
CUS-00241,2024-01-01,11,6,96,67.8,3,3.57
CUS-00241,2024-02-01,11,6,138,59.7,2,3.93
CUS-00241,2024-03-01,11,5,119,63.7,2,4.35
CUS-00241,2024-04-01,11,5,98,64.9,3,3.68
CUS-00241,2024-05-01,11,5,46,59.5,1,3.85
CUS-00241,2024-06-01,11,5,106,55.0,2,4.48
CUS-00241,2024-07-01,11,4,28,68.2,0,4.01
CUS-00241,2024-08-01,11,4,57,60.3,0,3.74
CUS-00241,2024-09-01,11,3,25,54.9,3,4.14
CUS-00241,2024-10-01,11,2,24,55.3,3,3.47
CUS-00241,2024-11-01,11,2,25,52.6,2,3.79
CUS-00241,2024-12-01,11,2,31,44.0,2,3.8
CUS-00241,2025-01-01,16,3,39,44.3,4,3.18
CUS-00241,2025-02-01,16,3,41,42.4,3,3.31
CUS-00241,2025-03-01,16,2,23,49.1,1,3.55
CUS-00241,2025-04-01,12,1,12,44.6,3,3.56
CUS-00241,2025-05-01,12,1,8,42.7,3,3.7
CUS-00241,2025-06-01,12,1,6,38.8,2,3.82
CUS-00241,2025-07-01,12,1,16,55.9,2,3.71
CUS-00241,2025-08-01,12,1,14,38.3,2,3.42
CUS-00241,2025-09-01,12,1,15,45.2,3,3.84
CUS-00241,2025-10-01,12,1,14,42.1,2,3.54
CUS-00241,2025-11-01,12,1,14,49.1,0,3.32
CUS-00241,2025-12-01,12,1,13,46.0,3,3.01
CUS-00241,2026-01-01,12,1,11,47.5,3,3.33
CUS-00241,2026-02-01,8,1,4,40.6,0,3.62
CUS-00241,2026-03-01,8,1,9,40.6,1,3.99
CUS-00241,2026-04-01,8,1,16,45.9,2,3.38
CUS-00241,2026-05-01,8,1,5,49.7,1,3.5
CUS-00242,2024-01-01,14,8,81,68.5,3,3.92
CUS-00242,2024-02-01,14,8,58,58.1,3,4.3
CUS-00242,2024-03-01,14,7,165,66.5,1,3.65
CUS-00242,2024-04-01,11,6,113,59.6,1,4.37
CUS-00242,2024-05-01,14,8,109,60.4,1,4.0
CUS-00242,2024-06-01,14,8,240,58.7,1,3.92
CUS-00242,2024-07-01,14,8,178,62.9,2,3.83
CUS-00242,2024-08-01,14,7,48,60.5,1,3.57
CUS-00242,2024-09-01,14,6,40,55.2,3,3.91
CUS-00242,2024-10-01,14,7,81,53.2,1,3.75
CUS-00242,2024-11-01,14,7,194,50.1,2,3.87
CUS-00242,2024-12-01,14,7,151,55.4,4,3.71
CUS-00242,2025-01-01,14,7,85,59.9,2,3.28
CUS-00242,2025-02-01,14,8,76,63.4,1,3.88
CUS-00242,2025-03-01,14,8,87,61.9,2,3.77
CUS-00242,2025-04-01,14,8,70,66.6,2,4.09
CUS-00242,2025-05-01,20,12,116,54.3,0,4.23
CUS-00242,2025-06-01,20,12,351,67.1,2,4.25
CUS-00242,2025-07-01,20,12,163,66.1,3,4.21
CUS-00242,2025-08-01,20,12,190,52.6,3,3.78
CUS-00242,2025-09-01,20,13,424,70.9,2,4.08
CUS-00242,2025-10-01,20,14,312,69.5,0,4.24
CUS-00242,2025-11-01,20,15,411,66.4,0,4.2
CUS-00242,2025-12-01,20,15,155,69.9,1,3.92
CUS-00242,2026-01-01,20,15,263,80.1,3,4.26
CUS-00242,2026-02-01,20,15,247,64.4,2,3.96
CUS-00242,2026-03-01,20,15,235,74.8,5,3.94
CUS-00242,2026-04-01,20,15,159,65.9,0,4.15
CUS-00242,2026-05-01,20,13,225,72.5,3,4.03
CUS-00242,2026-06-01,20,14,138,67.7,2,4.33
CUS-00242,2026-07-01,20,14,240,71.3,3,3.92
CUS-00242,2026-08-01,20,15,416,75.9,1,4.69
CUS-00243,2024-01-01,15,10,319,81.0,1,3.93
CUS-00243,2024-02-01,15,10,307,60.6,2,4.25
CUS-00243,2024-03-01,17,10,272,53.4,2,3.56
CUS-00243,2024-04-01,17,9,241,58.1,2,3.95
CUS-00243,2024-05-01,17,8,128,71.8,2,3.9
CUS-00243,2024-06-01,17,7,109,73.1,3,3.66
CUS-00243,2024-07-01,17,8,138,61.9,0,4.09
CUS-00243,2024-08-01,17,7,93,59.0,2,4.06
CUS-00243,2024-09-01,17,7,156,66.4,2,4.22
CUS-00243,2024-10-01,17,7,105,60.1,2,3.99
CUS-00243,2024-11-01,17,6,146,57.3,1,3.86
CUS-00243,2024-12-01,20,6,64,54.7,0,3.87
CUS-00243,2025-01-01,27,7,39,49.9,3,4.08
CUS-00243,2025-02-01,27,6,108,61.9,0,3.68
CUS-00243,2025-03-01,31,7,130,50.7,2,4.03
CUS-00243,2025-04-01,31,6,79,45.3,0,3.91
CUS-00243,2025-05-01,31,5,73,48.7,2,3.77
CUS-00243,2025-06-01,31,5,55,46.0,3,3.33
CUS-00243,2025-07-01,31,4,53,43.3,0,3.72
CUS-00243,2025-08-01,31,4,19,49.7,2,3.99
CUS-00243,2025-09-01,31,2,20,42.8,0,3.6
CUS-00243,2025-10-01,44,5,38,54.1,1,3.14
CUS-00243,2025-11-01,44,2,12,50.4,3,3.51
CUS-00243,2025-12-01,44,1,7,23.9,0,3.97
CUS-00243,2026-01-01,44,1,4,42.4,1,3.72
CUS-00243,2026-02-01,44,1,13,42.7,2,3.99
CUS-00243,2026-03-01,44,1,7,43.5,1,3.85
CUS-00243,2026-04-01,44,1,9,48.7,3,3.83
CUS-00243,2026-05-01,44,1,15,52.7,3,3.67
CUS-00243,2026-06-01,44,1,7,54.0,2,3.64
CUS-00243,2026-07-01,44,2,25,33.0,2,3.61
CUS-00243,2026-08-01,44,1,12,40.5,3,3.63
CUS-00244,2024-01-01,12,9,268,70.6,2,4.44
CUS-00244,2024-02-01,12,8,234,77.4,1,4.36
CUS-00244,2024-03-01,12,8,213,67.2,2,4.55
CUS-00245,2024-01-01,8,6,96,79.5,0,4.78
CUS-00245,2024-02-01,8,6,67,78.7,2,4.58
CUS-00245,2024-03-01,8,6,123,99.9,0,4.53
CUS-00245,2024-04-01,8,7,95,94.6,2,4.4
CUS-00245,2024-05-01,8,7,211,80.3,1,4.72
CUS-00245,2024-06-01,8,6,105,69.3,1,4.8
CUS-00245,2024-07-01,8,6,64,78.8,0,4.68
CUS-00245,2024-08-01,8,6,111,84.4,2,4.53
CUS-00245,2024-09-01,8,6,146,86.0,1,4.96
CUS-00245,2024-10-01,8,7,74,77.7,1,4.77
CUS-00245,2024-11-01,8,6,101,82.1,2,5.0
CUS-00245,2024-12-01,8,6,83,77.2,1,4.95
CUS-00246,2024-01-01,19,14,160,75.1,0,4.55
CUS-00246,2024-02-01,19,13,402,68.1,2,3.7
CUS-00246,2024-03-01,22,13,331,75.5,1,4.43
CUS-00246,2024-04-01,22,12,302,60.6,2,4.04
CUS-00246,2024-05-01,22,12,281,66.0,3,3.82
CUS-00246,2024-06-01,22,11,201,66.2,1,3.78
CUS-00246,2024-07-01,22,11,290,65.3,1,4.38
CUS-00246,2024-08-01,22,10,79,45.0,1,3.9
CUS-00246,2024-09-01,22,8,119,56.0,3,4.29
CUS-00246,2024-10-01,22,7,84,60.4,4,3.81
CUS-00246,2024-11-01,22,6,103,66.2,4,3.94
CUS-00246,2024-12-01,22,8,64,67.7,2,4.06
CUS-00247,2024-01-01,83,67,1806,68.3,1,4.97
CUS-00247,2024-02-01,83,67,2045,87.9,1,4.82
CUS-00247,2024-03-01,83,68,1374,84.3,0,4.98
CUS-00247,2024-04-01,83,68,1661,77.8,0,4.53
CUS-00247,2024-05-01,83,72,2642,82.7,0,5.0
CUS-00247,2024-06-01,83,72,708,75.6,0,4.91
CUS-00247,2024-07-01,96,82,1491,78.7,1,5.0
CUS-00247,2024-08-01,132,118,4276,87.0,0,4.59
CUS-00247,2024-09-01,132,121,3504,78.8,0,4.71
CUS-00247,2024-10-01,132,122,3637,86.4,0,4.93
CUS-00247,2024-11-01,132,128,5187,89.3,0,4.67
CUS-00247,2024-12-01,132,132,3467,89.6,2,4.49
CUS-00248,2024-01-01,46,30,694,61.7,2,4.27
CUS-00248,2024-02-01,46,31,577,68.5,2,3.75
CUS-00248,2024-03-01,46,32,562,57.7,3,4.32
CUS-00248,2024-04-01,46,33,580,72.2,1,3.88
CUS-00248,2024-05-01,46,35,825,70.0,3,3.65
CUS-00248,2024-06-01,51,40,453,62.3,5,3.81
CUS-00248,2024-07-01,51,38,1171,66.6,4,3.93
CUS-00248,2024-08-01,51,41,946,70.5,2,3.75
CUS-00248,2024-09-01,51,40,477,61.4,1,3.98
CUS-00248,2024-10-01,57,46,601,67.9,2,4.15
CUS-00248,2024-11-01,57,49,1706,66.3,4,3.85
CUS-00248,2024-12-01,57,47,823,62.7,0,3.83
CUS-00248,2025-01-01,57,47,1492,70.9,4,3.76
CUS-00248,2025-02-01,57,50,712,55.7,0,4.1
CUS-00248,2025-03-01,57,49,1029,67.4,2,4.06
CUS-00248,2025-04-01,57,50,477,71.9,2,4.3
CUS-00248,2025-05-01,57,54,1444,75.0,1,4.32
CUS-00248,2025-06-01,57,53,1732,86.4,5,3.16
CUS-00248,2025-07-01,57,55,913,86.3,2,4.27
CUS-00248,2025-08-01,57,53,670,72.9,3,3.94
CUS-00248,2025-09-01,63,62,1848,81.4,3,4.4
CUS-00248,2025-10-01,63,57,598,60.3,1,3.75
CUS-00248,2025-11-01,63,57,2155,68.7,2,4.33
CUS-00248,2025-12-01,63,57,1459,75.0,5,3.7
CUS-00249,2024-01-01,23,14,265,53.7,2,4.0
CUS-00249,2024-02-01,23,14,198,72.4,2,3.51
CUS-00249,2024-03-01,23,13,172,63.4,1,3.65
CUS-00249,2024-04-01,23,11,208,54.4,2,3.61
CUS-00249,2024-05-01,23,11,216,58.8,3,3.69
CUS-00249,2024-06-01,23,12,193,50.6,1,3.82
CUS-00249,2024-07-01,23,12,301,52.3,1,3.92
CUS-00249,2024-08-01,23,12,317,52.5,2,3.86
CUS-00249,2024-09-01,23,11,211,49.1,2,3.68
CUS-00249,2024-10-01,23,11,217,59.9,4,3.47
CUS-00249,2024-11-01,31,17,153,50.3,3,3.96
CUS-00249,2024-12-01,31,17,303,68.0,0,4.31
CUS-00249,2025-03-01,26,21,555,62.2,1,4.37
CUS-00249,2025-04-01,26,21,729,77.0,6,3.6
CUS-00249,2025-05-01,26,21,393,68.9,1,4.33
CUS-00249,2025-06-01,26,21,710,77.3,3,4.08
CUS-00249,2025-07-01,26,22,323,72.1,3,4.01
CUS-00249,2025-08-01,26,22,778,64.1,2,3.89
CUS-00249,2025-09-01,26,22,642,60.8,1,4.47
CUS-00249,2025-10-01,26,23,472,77.6,2,4.08
CUS-00249,2025-11-01,26,24,422,75.0,1,4.67
CUS-00249,2025-12-01,26,24,679,78.0,2,4.39
CUS-00249,2026-01-01,26,25,449,70.2,2,4.39
CUS-00249,2026-02-01,26,25,964,73.1,4,3.75
CUS-00249,2026-03-01,26,24,526,66.8,3,3.82
CUS-00249,2026-04-01,26,24,342,69.2,0,4.56
CUS-00249,2026-05-01,26,24,582,68.2,1,4.02
CUS-00249,2026-06-01,36,33,594,68.1,1,4.52
CUS-00249,2026-07-01,36,34,972,72.1,2,3.66
CUS-00249,2026-08-01,39,36,1011,75.3,3,3.84
CUS-00250,2024-01-01,6,5,167,77.7,0,4.72
CUS-00250,2024-02-01,6,5,92,77.6,0,4.95
CUS-00250,2024-03-01,5,4,91,79.5,2,4.95
CUS-00250,2024-04-01,5,4,94,85.5,0,4.96
CUS-00250,2024-05-01,4,3,79,84.1,0,4.06
CUS-00250,2024-06-01,4,2,48,65.9,0,5.0
CUS-00250,2024-07-01,4,2,52,93.2,1,4.72
CUS-00250,2024-08-01,4,2,47,79.4,0,4.67
CUS-00250,2024-09-01,4,2,14,78.2,1,4.62
CUS-00250,2024-10-01,4,2,52,74.8,0,4.37
CUS-00250,2024-11-01,5,2,17,88.8,1,4.42
CUS-00251,2024-01-01,12,9,83,60.9,2,4.15
CUS-00251,2024-02-01,12,9,176,77.4,2,4.7
CUS-00251,2024-03-01,12,10,126,81.2,0,4.45
CUS-00251,2024-04-01,12,10,266,75.4,2,4.11
CUS-00251,2024-05-01,12,10,87,79.1,2,4.75
CUS-00251,2024-06-01,12,10,178,80.0,1,4.16
CUS-00251,2024-07-01,12,10,327,76.2,1,4.89
CUS-00251,2024-08-01,16,13,310,85.3,4,4.18
CUS-00251,2024-09-01,16,13,418,75.4,2,4.26
CUS-00251,2024-10-01,16,13,360,84.8,5,4.05
CUS-00251,2024-11-01,16,13,241,80.0,3,4.42
CUS-00251,2024-12-01,16,13,216,71.6,2,4.71
CUS-00251,2025-01-01,16,13,227,82.3,1,4.82
CUS-00251,2025-02-01,16,13,401,77.9,1,4.65
CUS-00251,2025-03-01,16,13,419,76.3,1,4.5
CUS-00251,2025-04-01,16,13,456,72.0,0,4.43
CUS-00251,2025-05-01,16,13,284,83.3,2,4.35
CUS-00251,2025-06-01,16,13,343,73.1,1,4.38
CUS-00251,2025-07-01,16,13,170,69.0,3,3.97
CUS-00251,2025-08-01,16,14,136,81.5,3,4.15
CUS-00251,2025-09-01,16,13,422,69.1,2,4.79
CUS-00251,2025-10-01,16,13,365,73.2,1,4.31
CUS-00251,2025-11-01,16,13,184,78.7,4,4.45
CUS-00251,2025-12-01,16,12,174,78.5,1,4.38
CUS-00251,2026-01-01,16,12,327,68.3,1,4.31
CUS-00251,2026-02-01,16,12,328,74.0,1,4.63
CUS-00251,2026-03-01,16,12,357,73.5,2,4.28
CUS-00251,2026-04-01,16,12,202,79.1,1,3.84
CUS-00251,2026-05-01,16,12,413,68.9,1,4.57
CUS-00251,2026-06-01,16,12,300,71.3,1,4.6
CUS-00251,2026-07-01,16,11,289,81.2,1,3.96
CUS-00251,2026-08-01,16,11,138,78.8,1,4.24
CUS-00252,2024-01-01,74,61,1101,93.3,1,4.09
CUS-00253,2024-01-01,15,9,170,56.2,1,4.4
CUS-00253,2024-02-01,15,7,114,64.4,3,3.79
CUS-00253,2024-03-01,15,6,65,59.7,4,3.88
CUS-00253,2024-04-01,15,6,88,54.9,5,3.71
CUS-00253,2024-05-01,15,4,48,51.6,3,3.42
CUS-00253,2024-06-01,15,4,27,47.6,3,3.88
CUS-00253,2024-07-01,15,4,44,45.5,4,3.53
CUS-00253,2024-08-01,15,4,47,48.3,2,3.64
CUS-00253,2024-09-01,15,3,24,45.1,1,3.69
CUS-00253,2024-10-01,15,3,50,56.4,1,3.61
CUS-00253,2024-11-01,15,3,51,46.2,6,3.73
CUS-00254,2024-01-01,5,3,50,63.7,1,3.59
CUS-00254,2024-02-01,5,3,80,61.5,1,3.93
CUS-00254,2024-03-01,5,3,67,65.9,1,4.14
CUS-00254,2024-04-01,4,3,70,65.4,4,3.81
CUS-00254,2024-05-01,4,3,46,63.7,1,3.53
CUS-00254,2024-06-01,4,3,90,55.5,3,3.33
CUS-00254,2024-07-01,4,3,25,67.5,3,3.84
CUS-00254,2024-08-01,5,3,84,49.0,2,4.33
CUS-00254,2024-09-01,5,3,73,50.2,0,3.56
CUS-00254,2024-10-01,5,3,54,59.6,2,3.15
CUS-00254,2024-11-01,5,3,73,59.2,0,3.9
CUS-00254,2024-12-01,5,3,51,49.7,1,4.27
CUS-00254,2025-01-01,5,3,46,53.9,2,3.59
CUS-00254,2025-02-01,5,3,22,58.4,0,3.8
CUS-00254,2025-03-01,5,3,83,47.6,2,3.73
CUS-00254,2025-07-01,4,2,25,56.3,0,3.79
CUS-00254,2025-08-01,4,2,34,54.6,1,3.81
CUS-00254,2025-09-01,4,2,16,63.5,0,4.46
CUS-00254,2025-10-01,4,2,56,45.5,1,3.91
CUS-00254,2025-11-01,4,2,35,55.2,2,3.72
CUS-00254,2025-12-01,4,2,44,53.5,2,4.19
CUS-00254,2026-01-01,4,2,28,64.5,5,4.0
CUS-00254,2026-02-01,4,3,73,55.1,4,3.39
CUS-00254,2026-03-01,4,2,42,67.6,3,3.9
CUS-00254,2026-04-01,4,2,38,50.3,0,3.87
CUS-00254,2026-05-01,4,2,62,61.8,0,3.55
CUS-00254,2026-06-01,4,2,56,52.3,4,3.91
CUS-00254,2026-07-01,4,2,60,46.7,2,4.08
CUS-00254,2026-08-01,4,2,60,57.2,2,4.03
CUS-00255,2024-01-01,2,1,30,57.6,0,4.33
CUS-00255,2024-02-01,2,1,16,62.4,0,3.86
