order_item_id,order_id,product_id,quantity,unit_price,discount_amount
OI0006290,O0003042,P00136,1,29.59,0.00
OI0006291,O0003043,P00116,3,38.00,23.44
OI0006292,O0003043,P00181,1,235.91,5.76
OI0006293,O0003043,P00138,1,76.21,0.00
OI0006294,O0003044,P00171,1,68.19,13.84
OI0006295,O0003045,P00089,3,337.55,231.69
OI0006296,O0003045,P00112,1,172.61,0.00
OI0006297,O0003046,P00131,1,107.23,0.00
OI0006298,O0003047,P00182,1,47.86,0.00
OI0006299,O0003048,P00169,3,50.39,0.00
OI0006300,O0003049,P00050,1,116.54,0.00
OI0006301,O0003049,P00004,1,33.94,0.00
OI0006302,O0003050,P00070,1,81.65,0.00
OI0006303,O0003050,P00190,1,189.90,58.13
OI0006304,O0003051,P00190,1,189.90,0.00
OI0006305,O0003052,P00093,2,161.57,83.47
OI0006306,O0003053,P00056,1,105.15,0.00
OI0006307,O0003053,P00013,1,66.51,0.00
OI0006308,O0003053,P00139,1,53.02,0.00
OI0006309,O0003053,P00026,1,34.19,0.00
OI0006310,O0003054,P00070,3,81.65,0.00
OI0006311,O0003054,P00129,1,59.96,0.00
OI0006312,O0003054,P00168,1,67.15,0.00
OI0006313,O0003054,P00091,1,437.76,0.00
OI0006314,O0003054,P00013,3,66.51,0.00
OI0006315,O0003055,P00046,1,117.17,0.00
OI0006316,O0003056,P00129,2,59.96,0.00
OI0006317,O0003056,P00174,1,211.86,0.00
OI0006318,O0003056,P00037,1,116.64,0.00
OI0006319,O0003056,P00172,1,93.79,0.00
OI0006320,O0003056,P00059,1,129.93,0.00
OI0006321,O0003057,P00086,1,263.09,64.35
OI0006322,O0003058,P00131,1,107.23,0.00
OI0006323,O0003058,P00116,1,38.00,0.00
OI0006324,O0003059,P00190,1,189.90,0.00
OI0006325,O0003059,P00011,1,133.12,0.00
OI0006326,O0003060,P00013,1,66.51,16.89
OI0006327,O0003060,P00041,1,125.23,0.00
OI0006328,O0003061,P00106,1,104.67,21.26
OI0006329,O0003061,P00003,1,32.59,0.00
OI0006330,O0003062,P00175,1,241.41,0.00
OI0006331,O0003062,P00034,1,41.79,0.00
OI0006332,O0003063,P00097,1,260.61,0.00
OI0006333,O0003064,P00140,4,50.12,0.00
OI0006334,O0003064,P00084,2,208.44,62.37
OI0006335,O0003064,P00082,1,477.87,148.90
OI0006336,O0003065,P00123,1,135.84,0.00
OI0006337,O0003065,P00087,3,437.19,0.00
OI0006338,O0003066,P00082,1,477.87,0.00
OI0006339,O0003066,P00102,1,243.13,4.64
OI0006340,O0003066,P00152,1,28.36,0.00
OI0006341,O0003066,P00099,1,472.93,0.00
OI0006342,O0003067,P00109,1,186.86,25.62
OI0006343,O0003067,P00105,1,393.89,13.63
OI0006344,O0003068,P00001,1,38.97,0.00
OI0006345,O0003068,P00101,3,112.24,159.67
OI0006346,O0003069,P00128,1,22.27,0.00
OI0006347,O0003069,P00091,1,437.76,53.28
OI0006348,O0003070,P00175,1,241.41,0.00
OI0006349,O0003070,P00172,1,93.79,0.00
OI0006350,O0003071,P00054,1,59.52,0.00
OI0006351,O0003071,P00128,1,22.27,0.00
OI0006352,O0003072,P00073,1,79.76,0.00
OI0006353,O0003072,P00127,2,194.09,77.25
OI0006354,O0003072,P00032,1,34.46,0.70
OI0006355,O0003072,P00094,1,384.95,0.00
OI0006356,O0003072,P00129,1,59.96,0.00
OI0006357,O0003073,P00089,2,337.55,306.77
OI0006358,O0003073,P00089,1,337.55,23.26
OI0006359,O0003073,P00167,1,59.63,14.48
OI0006360,O0003073,P00007,1,116.94,0.00
OI0006361,O0003073,P00189,1,180.08,38.54
OI0006362,O0003074,P00138,1,76.21,20.22
OI0006363,O0003075,P00032,1,34.46,0.00
OI0006364,O0003076,P00095,1,396.85,0.00
OI0006365,O0003077,P00162,1,63.36,28.13
OI0006366,O0003077,P00121,1,95.77,0.00
OI0006367,O0003078,P00171,1,68.19,0.00
OI0006368,O0003079,P00003,1,32.59,9.75
OI0006369,O0003080,P00177,1,276.02,0.00
OI0006370,O0003080,P00131,1,107.23,0.00
OI0006371,O0003081,P00185,2,245.75,0.00
OI0006372,O0003081,P00123,1,135.84,0.00
OI0006373,O0003082,P00041,3,125.23,44.59
OI0006374,O0003082,P00127,1,194.09,0.00
OI0006375,O0003083,P00086,1,263.09,0.00
OI0006376,O0003083,P00173,2,77.82,36.79
OI0006377,O0003084,P00115,1,110.04,0.00
OI0006378,O0003084,P00045,1,70.92,0.00
OI0006379,O0003085,P00059,1,129.93,11.08
OI0006380,O0003086,P00089,1,337.55,0.00
OI0006381,O0003087,P00010,1,28.00,0.00
OI0006382,O0003087,P00159,1,18.13,0.00
OI0006383,O0003088,P00161,1,61.46,0.00
OI0006384,O0003088,P00055,1,40.68,6.06
OI0006385,O0003089,P00125,1,100.06,34.46
OI0006386,O0003089,P00004,2,33.94,6.24
OI0006387,O0003089,P00026,3,34.19,28.59
OI0006388,O0003089,P00136,1,29.59,3.69
OI0006389,O0003090,P00148,1,75.06,0.00
OI0006390,O0003090,P00057,4,65.94,0.00
OI0006391,O0003091,P00068,1,106.66,0.00
OI0006392,O0003091,P00073,1,79.76,0.00
OI0006393,O0003091,P00029,1,116.07,14.47
OI0006394,O0003091,P00117,1,134.40,19.82
OI0006395,O0003092,P00146,1,45.85,11.37
OI0006396,O0003092,P00036,1,67.23,3.62
OI0006397,O0003093,P00060,2,139.31,0.00
OI0006398,O0003093,P00058,1,156.81,0.00
OI0006399,O0003093,P00115,1,110.04,0.00
OI0006400,O0003093,P00111,3,166.13,153.25
OI0006401,O0003093,P00074,1,128.17,0.00
OI0006402,O0003094,P00126,1,33.23,0.00
OI0006403,O0003094,P00167,2,59.63,0.00
OI0006404,O0003095,P00075,1,51.74,0.00
OI0006405,O0003096,P00146,1,45.85,0.00
OI0006406,O0003096,P00175,1,241.41,66.00
OI0006407,O0003096,P00131,2,107.23,0.00
OI0006408,O0003097,P00146,1,45.85,9.18
OI0006409,O0003097,P00135,1,140.35,0.00
OI0006410,O0003097,P00097,3,260.61,0.00
OI0006411,O0003098,P00090,1,290.67,0.00
OI0006412,O0003099,P00115,4,110.04,0.00
OI0006413,O0003099,P00157,1,19.98,1.02
OI0006414,O0003099,P00171,3,68.19,0.00
OI0006415,O0003100,P00093,1,161.57,0.00
OI0006416,O0003101,P00131,2,107.23,34.18
OI0006417,O0003101,P00184,1,208.78,31.99
OI0006418,O0003101,P00167,2,59.63,7.92
OI0006419,O0003102,P00011,3,133.12,32.11
OI0006420,O0003102,P00092,1,209.32,45.42
OI0006421,O0003102,P00026,1,34.19,5.78
OI0006422,O0003102,P00186,1,272.93,14.30
OI0006423,O0003102,P00025,1,125.94,0.00
OI0006424,O0003103,P00055,1,40.68,0.00
OI0006425,O0003104,P00074,1,128.17,0.00
OI0006426,O0003105,P00071,1,122.76,31.59
OI0006427,O0003106,P00020,1,131.49,18.05
OI0006428,O0003106,P00157,1,19.98,2.47
OI0006429,O0003106,P00190,1,189.90,0.00
OI0006430,O0003106,P00186,1,272.93,74.32
OI0006431,O0003106,P00081,2,425.20,76.11
OI0006432,O0003107,P00016,1,54.64,6.49
OI0006433,O0003108,P00190,1,189.90,38.17
OI0006434,O0003108,P00021,1,52.72,7.13
OI0006435,O0003108,P00001,2,38.97,0.00
OI0006436,O0003108,P00005,1,51.99,0.00
OI0006437,O0003109,P00182,1,47.86,7.28
OI0006438,O0003110,P00137,1,31.33,0.00
OI0006439,O0003111,P00037,1,116.64,0.00
OI0006440,O0003112,P00025,2,125.94,0.00
OI0006441,O0003112,P00046,2,117.17,0.00
OI0006442,O0003112,P00135,1,140.35,32.52
OI0006443,O0003113,P00017,1,27.43,0.00
OI0006444,O0003114,P00147,1,66.12,0.00
OI0006445,O0003114,P00148,1,75.06,0.00
OI0006446,O0003115,P00033,1,44.67,0.00
OI0006447,O0003116,P00076,1,83.39,0.00
OI0006448,O0003116,P00033,1,44.67,0.00
OI0006449,O0003117,P00020,1,131.49,43.92
OI0006450,O0003118,P00071,1,122.76,0.00
OI0006451,O0003119,P00060,1,139.31,31.65
OI0006452,O0003120,P00060,1,139.31,0.00
OI0006453,O0003120,P00050,1,116.54,0.00
OI0006454,O0003121,P00130,4,206.19,0.00
OI0006455,O0003122,P00105,1,393.89,0.00
OI0006456,O0003123,P00096,2,448.18,0.00
OI0006457,O0003124,P00019,2,65.52,0.00
OI0006458,O0003124,P00014,1,87.12,0.00
OI0006459,O0003125,P00068,1,106.66,0.00
OI0006460,O0003125,P00101,1,112.24,0.00
OI0006461,O0003126,P00023,1,49.85,19.07
OI0006462,O0003126,P00110,1,411.22,208.57
OI0006463,O0003127,P00055,1,40.68,0.00
OI0006464,O0003128,P00154,1,38.78,2.23
OI0006465,O0003129,P00001,1,38.97,0.00
OI0006466,O0003130,P00168,1,67.15,0.00
OI0006467,O0003130,P00162,2,63.36,46.84
OI0006468,O0003130,P00025,1,125.94,26.80
OI0006469,O0003131,P00159,1,18.13,0.00
OI0006470,O0003132,P00148,1,75.06,0.00
OI0006471,O0003133,P00013,1,66.51,9.11
OI0006472,O0003133,P00036,3,67.23,2.38
OI0006473,O0003134,P00055,1,40.68,0.00
OI0006474,O0003135,P00099,1,472.93,4.68
OI0006475,O0003135,P00023,1,49.85,10.73
OI0006476,O0003136,P00161,1,61.46,0.00
OI0006477,O0003136,P00118,1,26.40,7.68
OI0006478,O0003137,P00011,1,133.12,8.11
OI0006479,O0003137,P00046,2,117.17,0.00
OI0006480,O0003138,P00086,1,263.09,0.00
OI0006481,O0003139,P00093,1,161.57,0.00
OI0006482,O0003139,P00015,1,66.55,0.00
OI0006483,O0003139,P00024,1,35.49,0.00
OI0006484,O0003140,P00099,1,472.93,0.00
OI0006485,O0003141,P00085,1,166.79,33.01
OI0006486,O0003141,P00108,2,119.88,53.49
OI0006487,O0003141,P00126,1,33.23,5.11
OI0006488,O0003142,P00093,1,161.57,0.00
OI0006489,O0003143,P00190,1,189.90,0.00
OI0006490,O0003144,P00079,1,67.74,0.00
OI0006491,O0003144,P00076,1,83.39,0.00
OI0006492,O0003144,P00068,1,106.66,0.00
OI0006493,O0003145,P00183,1,274.44,0.00
OI0006494,O0003146,P00175,1,241.41,0.00
OI0006495,O0003147,P00098,1,126.60,34.84
OI0006496,O0003147,P00122,1,54.16,10.28
OI0006497,O0003148,P00060,1,139.31,0.00
OI0006498,O0003148,P00058,1,156.81,0.00
OI0006499,O0003149,P00078,1,128.93,0.00
OI0006500,O0003150,P00149,1,72.73,0.00
OI0006501,O0003150,P00039,1,25.56,0.00
OI0006502,O0003151,P00103,1,111.90,0.00
OI0006503,O0003151,P00093,1,161.57,0.00
OI0006504,O0003152,P00098,1,126.60,0.00
OI0006505,O0003152,P00143,1,21.76,3.73
OI0006506,O0003153,P00132,1,68.52,0.00
OI0006507,O0003154,P00060,1,139.31,32.29
OI0006508,O0003154,P00017,1,27.43,0.00
OI0006509,O0003155,P00095,1,396.85,0.00
OI0006510,O0003155,P00055,1,40.68,0.00
OI0006511,O0003156,P00187,1,164.80,30.46
OI0006512,O0003156,P00178,1,226.66,0.00
OI0006513,O0003157,P00186,1,272.93,0.00
OI0006514,O0003158,P00069,1,148.15,0.00
OI0006515,O0003158,P00170,1,216.26,0.00
OI0006516,O0003158,P00182,3,47.86,0.00
OI0006517,O0003158,P00181,1,235.91,0.00
OI0006518,O0003159,P00184,1,208.78,56.70
OI0006519,O0003159,P00190,1,189.90,0.00
OI0006520,O0003159,P00170,1,216.26,0.00
OI0006521,O0003160,P00178,1,226.66,0.00
OI0006522,O0003161,P00016,1,54.64,11.40
OI0006523,O0003162,P00078,1,128.93,0.00
OI0006524,O0003163,P00035,1,131.59,43.19
OI0006525,O0003164,P00145,1,66.69,0.00
OI0006526,O0003164,P00131,1,107.23,0.00
OI0006527,O0003164,P00130,1,206.19,38.48
OI0006528,O0003165,P00073,1,79.76,9.40
OI0006529,O0003165,P00099,1,472.93,0.00
OI0006530,O0003166,P00075,1,51.74,11.04
OI0006531,O0003166,P00009,1,73.72,0.00
OI0006532,O0003166,P00017,2,27.43,0.00
OI0006533,O0003166,P00071,1,122.76,0.00
OI0006534,O0003167,P00138,2,76.21,46.72
OI0006535,O0003167,P00078,3,128.93,50.21
OI0006536,O0003167,P00007,1,116.94,4.44
OI0006537,O0003168,P00143,1,21.76,0.00
OI0006538,O0003168,P00071,1,122.76,0.00
OI0006539,O0003168,P00025,2,125.94,0.00
OI0006540,O0003168,P00111,1,166.13,0.00
OI0006541,O0003169,P00152,1,28.36,0.00
OI0006542,O0003170,P00048,1,122.50,0.00
OI0006543,O0003170,P00112,2,172.61,0.00
OI0006544,O0003171,P00095,1,396.85,81.63
OI0006545,O0003171,P00112,1,172.61,0.00
OI0006546,O0003171,P00154,2,38.78,0.00
OI0006547,O0003171,P00145,1,66.69,0.00
OI0006548,O0003172,P00131,2,107.23,0.00
OI0006549,O0003172,P00128,1,22.27,0.00
OI0006550,O0003172,P00178,1,226.66,30.40
OI0006551,O0003172,P00121,1,95.77,0.11
OI0006552,O0003172,P00177,1,276.02,35.69
OI0006553,O0003173,P00010,1,28.00,0.00
OI0006554,O0003173,P00119,1,192.22,0.00
OI0006555,O0003173,P00010,1,28.00,0.00
OI0006556,O0003173,P00137,1,31.33,4.22
OI0006557,O0003173,P00139,1,53.02,0.00
OI0006558,O0003174,P00127,1,194.09,0.00
OI0006559,O0003175,P00164,1,55.17,0.00
OI0006560,O0003176,P00019,1,65.52,0.00
OI0006561,O0003176,P00148,1,75.06,0.00
OI0006562,O0003177,P00024,1,35.49,0.00
OI0006563,O0003177,P00117,1,134.40,0.00
OI0006564,O0003178,P00003,2,32.59,0.00
OI0006565,O0003179,P00032,1,34.46,7.73
OI0006566,O0003179,P00060,1,139.31,21.52
OI0006567,O0003180,P00132,1,68.52,7.98
OI0006568,O0003180,P00002,1,81.68,28.19
OI0006569,O0003180,P00049,1,45.89,0.00
OI0006570,O0003181,P00022,2,40.61,32.28
OI0006571,O0003181,P00024,1,35.49,0.00
OI0006572,O0003182,P00043,1,107.20,0.00
OI0006573,O0003183,P00140,1,50.12,0.00
OI0006574,O0003183,P00090,3,290.67,64.53
OI0006575,O0003183,P00093,1,161.57,0.00
OI0006576,O0003183,P00081,2,425.20,0.00
OI0006577,O0003184,P00036,2,67.23,0.00
OI0006578,O0003184,P00092,1,209.32,60.26
OI0006579,O0003185,P00038,2,83.70,43.36
OI0006580,O0003185,P00142,1,138.70,0.00
OI0006581,O0003186,P00120,1,97.95,0.00
OI0006582,O0003186,P00170,1,216.26,0.00
OI0006583,O0003186,P00129,2,59.96,0.00
OI0006584,O0003186,P00141,1,169.49,0.00
OI0006585,O0003186,P00133,1,184.72,0.00
OI0006586,O0003187,P00097,1,260.61,0.00
OI0006587,O0003188,P00115,1,110.04,38.95
OI0006588,O0003188,P00133,1,184.72,40.66
OI0006589,O0003188,P00031,1,90.94,25.30
OI0006590,O0003189,P00143,1,21.76,6.60
OI0006591,O0003190,P00118,1,26.40,0.00
OI0006592,O0003190,P00156,2,17.16,0.00
OI0006593,O0003191,P00188,1,166.85,0.00
OI0006594,O0003191,P00136,1,29.59,0.00
OI0006595,O0003191,P00130,1,206.19,0.00
OI0006596,O0003192,P00139,1,53.02,0.00
OI0006597,O0003193,P00103,1,111.90,0.00
OI0006598,O0003193,P00041,1,125.23,59.07
OI0006599,O0003194,P00032,2,34.46,10.19
OI0006600,O0003194,P00174,1,211.86,0.00
OI0006601,O0003195,P00071,1,122.76,0.00
OI0006602,O0003196,P00062,1,120.05,0.00
OI0006603,O0003196,P00062,1,120.05,13.09
OI0006604,O0003197,P00071,1,122.76,0.00
OI0006605,O0003198,P00125,2,100.06,0.00
OI0006606,O0003198,P00011,1,133.12,0.00
OI0006607,O0003199,P00074,2,128.17,0.00
OI0006608,O0003199,P00127,2,194.09,0.00
OI0006609,O0003200,P00112,1,172.61,0.00
OI0006610,O0003201,P00040,1,113.30,0.00
OI0006611,O0003201,P00017,1,27.43,0.00
OI0006612,O0003201,P00052,1,64.55,0.00
OI0006613,O0003202,P00165,1,59.82,17.06
OI0006614,O0003202,P00037,1,116.64,0.00
OI0006615,O0003203,P00130,1,206.19,11.18
OI0006616,O0003204,P00037,1,116.64,26.14
OI0006617,O0003205,P00035,1,131.59,0.00
OI0006618,O0003206,P00149,1,72.73,0.00
OI0006619,O0003206,P00144,1,174.00,0.00
OI0006620,O0003207,P00187,3,164.80,0.00
OI0006621,O0003208,P00022,1,40.61,0.00
OI0006622,O0003208,P00113,1,86.78,46.84
OI0006623,O0003208,P00070,1,81.65,0.00
OI0006624,O0003208,P00115,1,110.04,0.00
OI0006625,O0003209,P00133,1,184.72,0.00
OI0006626,O0003209,P00003,1,32.59,13.10
OI0006627,O0003209,P00125,1,100.06,41.78
OI0006628,O0003210,P00139,2,53.02,29.99
OI0006629,O0003211,P00175,1,241.41,0.00
OI0006630,O0003211,P00145,1,66.69,0.00
OI0006631,O0003212,P00177,1,276.02,0.00
OI0006632,O0003212,P00131,1,107.23,0.00
OI0006633,O0003212,P00153,1,34.78,0.00
OI0006634,O0003212,P00077,1,105.21,10.81
OI0006635,O0003213,P00177,1,276.02,0.00
OI0006636,O0003213,P00018,1,62.01,0.00
OI0006637,O0003213,P00123,3,135.84,154.33
OI0006638,O0003214,P00037,1,116.64,0.00
OI0006639,O0003215,P00107,1,109.03,0.00
OI0006640,O0003216,P00087,1,437.19,125.21
OI0006641,O0003216,P00014,1,87.12,0.00
OI0006642,O0003217,P00169,1,50.39,0.00
OI0006643,O0003217,P00178,1,226.66,0.00
OI0006644,O0003218,P00122,1,54.16,0.00
OI0006645,O0003219,P00141,1,169.49,0.00
OI0006646,O0003219,P00084,1,208.44,10.94
OI0006647,O0003219,P00106,2,104.67,52.17
OI0006648,O0003220,P00153,1,34.78,0.00
OI0006649,O0003220,P00116,1,38.00,0.00
OI0006650,O0003220,P00123,1,135.84,30.66
OI0006651,O0003221,P00107,2,109.03,0.00
OI0006652,O0003222,P00066,1,111.95,0.00
OI0006653,O0003222,P00125,1,100.06,19.77
OI0006654,O0003223,P00057,1,65.94,0.00
OI0006655,O0003224,P00016,2,54.64,42.35
OI0006656,O0003224,P00154,1,38.78,0.00
OI0006657,O0003224,P00141,1,169.49,0.00
OI0006658,O0003224,P00100,1,386.68,0.00
OI0006659,O0003225,P00112,1,172.61,15.59
OI0006660,O0003225,P00119,1,192.22,0.00
OI0006661,O0003226,P00132,1,68.52,12.18
OI0006662,O0003226,P00113,1,86.78,4.42
OI0006663,O0003226,P00030,4,99.97,146.72
OI0006664,O0003226,P00134,1,68.67,0.00
OI0006665,O0003227,P00178,1,226.66,0.00
OI0006666,O0003228,P00116,1,38.00,10.94
OI0006667,O0003228,P00171,1,68.19,34.03
OI0006668,O0003229,P00053,1,103.71,0.00
OI0006669,O0003229,P00172,1,93.79,20.82
OI0006670,O0003229,P00046,1,117.17,0.00
OI0006671,O0003229,P00157,1,19.98,5.67
OI0006672,O0003229,P00173,1,77.82,0.00
OI0006673,O0003230,P00100,1,386.68,0.00
OI0006674,O0003230,P00108,1,119.88,16.15
OI0006675,O0003230,P00091,1,437.76,0.00
OI0006676,O0003231,P00032,1,34.46,0.00
OI0006677,O0003231,P00180,1,219.47,45.14
OI0006678,O0003232,P00064,1,93.30,0.00
OI0006679,O0003233,P00071,1,122.76,0.00
OI0006680,O0003233,P00127,1,194.09,0.00
OI0006681,O0003233,P00054,1,59.52,0.00
OI0006682,O0003234,P00187,1,164.80,43.01
OI0006683,O0003235,P00100,2,386.68,45.94
OI0006684,O0003236,P00093,1,161.57,0.00
OI0006685,O0003236,P00056,2,105.15,65.24
OI0006686,O0003236,P00136,1,29.59,0.00
OI0006687,O0003236,P00184,1,208.78,0.00
OI0006688,O0003237,P00180,1,219.47,0.00
OI0006689,O0003237,P00134,4,68.67,0.00
OI0006690,O0003237,P00005,1,51.99,0.00
OI0006691,O0003237,P00133,1,184.72,0.00
OI0006692,O0003238,P00151,1,57.14,0.00
OI0006693,O0003239,P00099,1,472.93,0.00
OI0006694,O0003239,P00174,1,211.86,0.00
OI0006695,O0003239,P00043,1,107.20,0.00
OI0006696,O0003240,P00168,1,67.15,0.00
OI0006697,O0003241,P00049,1,45.89,5.93
OI0006698,O0003242,P00044,1,20.90,5.32
OI0006699,O0003243,P00022,2,40.61,41.07
OI0006700,O0003243,P00127,2,194.09,0.00
OI0006701,O0003244,P00005,1,51.99,2.49
OI0006702,O0003245,P00058,1,156.81,13.50
OI0006703,O0003246,P00148,1,75.06,0.00
OI0006704,O0003247,P00177,1,276.02,0.00
OI0006705,O0003247,P00065,3,94.68,0.00
OI0006706,O0003247,P00132,1,68.52,32.64
OI0006707,O0003247,P00164,1,55.17,0.00
OI0006708,O0003248,P00126,1,33.23,0.00
OI0006709,O0003248,P00015,4,66.55,0.00
OI0006710,O0003249,P00136,1,29.59,0.00
OI0006711,O0003250,P00122,1,54.16,7.97
OI0006712,O0003250,P00095,1,396.85,0.00
OI0006713,O0003251,P00141,1,169.49,13.68
OI0006714,O0003252,P00136,2,29.59,0.00
OI0006715,O0003253,P00101,1,112.24,0.00
OI0006716,O0003253,P00119,2,192.22,0.00
OI0006717,O0003254,P00117,1,134.40,0.00
OI0006718,O0003254,P00121,1,95.77,0.00
OI0006719,O0003254,P00177,1,276.02,0.00
OI0006720,O0003254,P00137,1,31.33,0.00
OI0006721,O0003254,P00077,1,105.21,34.25
OI0006722,O0003255,P00120,1,97.95,0.00
OI0006723,O0003255,P00140,1,50.12,0.00
OI0006724,O0003255,P00141,1,169.49,23.93
OI0006725,O0003255,P00051,1,43.18,1.78
OI0006726,O0003256,P00104,1,175.32,0.00
OI0006727,O0003256,P00065,1,94.68,0.00
OI0006728,O0003256,P00161,1,61.46,0.00
OI0006729,O0003256,P00067,1,78.15,0.00
OI0006730,O0003257,P00068,2,106.66,30.85
OI0006731,O0003258,P00064,1,93.30,38.24
OI0006732,O0003259,P00154,1,38.78,0.00
OI0006733,O0003259,P00161,1,61.46,0.84
OI0006734,O0003259,P00111,1,166.13,0.00
OI0006735,O0003259,P00153,1,34.78,2.83
OI0006736,O0003259,P00025,1,125.94,30.40
OI0006737,O0003260,P00088,1,384.21,28.39
OI0006738,O0003260,P00061,1,44.28,0.00
OI0006739,O0003260,P00067,1,78.15,0.00
OI0006740,O0003261,P00052,1,64.55,7.73
OI0006741,O0003261,P00060,1,139.31,34.14
OI0006742,O0003261,P00158,1,70.58,5.31
OI0006743,O0003262,P00155,1,44.92,0.00
OI0006744,O0003263,P00078,1,128.93,0.00
OI0006745,O0003263,P00140,1,50.12,16.50
OI0006746,O0003263,P00056,1,105.15,25.92
OI0006747,O0003263,P00069,1,148.15,15.63
OI0006748,O0003263,P00077,1,105.21,0.00
OI0006749,O0003264,P00175,2,241.41,139.63
OI0006750,O0003265,P00104,2,175.32,0.00
OI0006751,O0003266,P00106,1,104.67,0.00
OI0006752,O0003266,P00109,1,186.86,0.00
OI0006753,O0003266,P00101,1,112.24,0.00
OI0006754,O0003267,P00086,1,263.09,0.00
OI0006755,O0003268,P00104,1,175.32,0.00
OI0006756,O0003269,P00127,1,194.09,87.71
OI0006757,O0003269,P00080,1,49.77,0.00
OI0006758,O0003269,P00062,1,120.05,45.81
OI0006759,O0003269,P00077,1,105.21,0.00
OI0006760,O0003270,P00052,1,64.55,10.26
OI0006761,O0003271,P00073,1,79.76,0.00
OI0006762,O0003271,P00094,1,384.95,168.92
OI0006763,O0003271,P00169,1,50.39,8.91
OI0006764,O0003272,P00037,1,116.64,0.00
OI0006765,O0003272,P00132,1,68.52,12.35
OI0006766,O0003272,P00184,2,208.78,0.00
OI0006767,O0003272,P00087,1,437.19,0.00
OI0006768,O0003272,P00018,1,62.01,0.00
OI0006769,O0003273,P00115,1,110.04,0.00
OI0006770,O0003273,P00005,4,51.99,0.00
OI0006771,O0003273,P00027,1,31.13,0.00
OI0006772,O0003273,P00037,1,116.64,0.00
OI0006773,O0003274,P00185,2,245.75,165.24
OI0006774,O0003275,P00122,1,54.16,0.00
OI0006775,O0003275,P00115,1,110.04,0.00
OI0006776,O0003275,P00124,1,30.80,0.00
OI0006777,O0003275,P00090,1,290.67,0.00
OI0006778,O0003276,P00052,1,64.55,0.00
OI0006779,O0003277,P00037,1,116.64,20.94
OI0006780,O0003277,P00045,1,70.92,13.99
OI0006781,O0003277,P00041,1,125.23,14.88
OI0006782,O0003278,P00051,2,43.18,32.21
OI0006783,O0003279,P00065,1,94.68,1.33
OI0006784,O0003279,P00165,1,59.82,0.00
OI0006785,O0003279,P00054,2,59.52,0.00
OI0006786,O0003280,P00070,1,81.65,0.00
OI0006787,O0003281,P00115,1,110.04,35.49
OI0006788,O0003281,P00076,1,83.39,0.00
OI0006789,O0003281,P00181,1,235.91,28.83
OI0006790,O0003281,P00071,1,122.76,0.00
OI0006791,O0003282,P00069,2,148.15,55.94
OI0006792,O0003282,P00002,1,81.68,0.00
OI0006793,O0003282,P00059,1,129.93,6.89
OI0006794,O0003282,P00068,1,106.66,0.00
OI0006795,O0003282,P00051,1,43.18,0.00
OI0006796,O0003283,P00171,1,68.19,0.00
OI0006797,O0003284,P00054,1,59.52,11.98
OI0006798,O0003285,P00059,1,129.93,0.00
OI0006799,O0003285,P00063,1,36.53,0.00
OI0006800,O0003286,P00009,1,73.72,14.38
OI0006801,O0003286,P00112,1,172.61,0.00
OI0006802,O0003286,P00055,2,40.68,0.00
OI0006803,O0003287,P00027,1,31.13,0.00
OI0006804,O0003287,P00081,1,425.20,0.00
OI0006805,O0003288,P00028,1,31.99,17.59
OI0006806,O0003288,P00110,1,411.22,0.00
OI0006807,O0003289,P00024,1,35.49,1.08
OI0006808,O0003289,P00132,1,68.52,0.00
OI0006809,O0003289,P00034,1,41.79,0.00
OI0006810,O0003290,P00073,1,79.76,0.00
OI0006811,O0003291,P00096,1,448.18,153.46
OI0006812,O0003291,P00082,1,477.87,0.00
OI0006813,O0003291,P00085,1,166.79,29.46
OI0006814,O0003291,P00089,1,337.55,75.95
OI0006815,O0003292,P00007,3,116.94,0.00
OI0006816,O0003292,P00048,1,122.50,0.00
OI0006817,O0003293,P00004,1,33.94,0.00
OI0006818,O0003293,P00056,1,105.15,16.90
OI0006819,O0003294,P00032,3,34.46,30.25
OI0006820,O0003294,P00014,1,87.12,0.00
OI0006821,O0003294,P00026,1,34.19,0.00
OI0006822,O0003295,P00172,1,93.79,0.00
OI0006823,O0003295,P00004,2,33.94,6.65
OI0006824,O0003295,P00014,1,87.12,0.00
OI0006825,O0003295,P00044,1,20.90,0.00
OI0006826,O0003295,P00046,1,117.17,0.00
OI0006827,O0003296,P00030,1,99.97,0.00
OI0006828,O0003297,P00167,1,59.63,0.00
OI0006829,O0003298,P00112,1,172.61,46.04
OI0006830,O0003298,P00113,1,86.78,14.39
OI0006831,O0003299,P00128,1,22.27,0.00
OI0006832,O0003300,P00126,1,33.23,0.00
OI0006833,O0003301,P00036,1,67.23,0.00
OI0006834,O0003302,P00111,1,166.13,0.00
OI0006835,O0003303,P00143,2,21.76,18.50
OI0006836,O0003304,P00039,1,25.56,0.00
OI0006837,O0003304,P00185,1,245.75,0.00
OI0006838,O0003304,P00035,2,131.59,64.56
OI0006839,O0003305,P00109,1,186.86,0.00
OI0006840,O0003306,P00018,2,62.01,0.00
OI0006841,O0003306,P00157,4,19.98,10.45
OI0006842,O0003306,P00029,1,116.07,0.00
OI0006843,O0003306,P00172,1,93.79,0.00
OI0006844,O0003306,P00184,1,208.78,0.00
OI0006845,O0003307,P00052,1,64.55,10.26
OI0006846,O0003307,P00041,1,125.23,0.00
OI0006847,O0003307,P00045,1,70.92,0.00
