spend_date,channel,campaign,spend,impressions,clicks
2024-08-01,Email & CRM,Email - Winback,1.94,1099,17
2024-08-02,Email & CRM,Email - Winback,1.94,695,16
2024-08-03,Email & CRM,Email - Winback,1.40,858,12
2024-08-04,Email & CRM,Email - Winback,1.40,400,11
2024-08-05,Email & CRM,Email - Winback,1.94,1014,15
2024-08-06,Email & CRM,Email - Winback,1.94,805,14
2024-08-07,Email & CRM,Email - Winback,1.94,763,17
2024-08-08,Email & CRM,Email - Winback,1.94,508,16
2024-08-09,Email & CRM,Email - Winback,1.94,1011,16
2024-08-10,Email & CRM,Email - Winback,1.40,515,11
2024-08-11,Email & CRM,Email - Winback,1.40,706,11
2024-08-12,Email & CRM,Email - Winback,1.94,652,15
2024-08-13,Email & CRM,Email - Winback,1.94,577,16
2024-08-14,Email & CRM,Email - Winback,1.94,476,15
2024-08-15,Email & CRM,Email - Winback,1.94,561,15
2024-08-16,Email & CRM,Email - Winback,1.94,518,17
2024-08-17,Email & CRM,Email - Winback,1.40,674,10
2024-08-18,Email & CRM,Email - Winback,1.40,433,10
2024-08-19,Email & CRM,Email - Winback,1.94,824,15
2024-08-20,Email & CRM,Email - Winback,1.94,518,16
2024-08-21,Email & CRM,Email - Winback,1.94,651,17
2024-08-22,Email & CRM,Email - Winback,1.94,909,15
2024-08-23,Email & CRM,Email - Winback,1.94,810,17
2024-08-24,Email & CRM,Email - Winback,1.40,459,11
2024-08-25,Email & CRM,Email - Winback,1.40,373,12
2024-08-26,Email & CRM,Email - Winback,1.94,1128,17
2024-08-27,Email & CRM,Email - Winback,1.94,753,15
2024-08-28,Email & CRM,Email - Winback,1.94,783,15
2024-08-29,Email & CRM,Email - Winback,1.94,653,16
2024-08-30,Email & CRM,Email - Winback,1.94,513,15
2024-08-31,Email & CRM,Email - Winback,1.40,375,11
2024-08-01,Marketplace,Marketplace - Sponsored Listings,24.82,2504,45
2024-08-02,Marketplace,Marketplace - Sponsored Listings,24.82,1245,40
2024-08-03,Marketplace,Marketplace - Sponsored Listings,17.87,1239,33
2024-08-04,Marketplace,Marketplace - Sponsored Listings,17.87,1598,29
2024-08-05,Marketplace,Marketplace - Sponsored Listings,24.82,2248,42
2024-08-06,Marketplace,Marketplace - Sponsored Listings,24.82,2643,41
2024-08-07,Marketplace,Marketplace - Sponsored Listings,24.82,1545,44
2024-08-08,Marketplace,Marketplace - Sponsored Listings,24.82,2558,47
2024-08-09,Marketplace,Marketplace - Sponsored Listings,24.82,2232,42
2024-08-10,Marketplace,Marketplace - Sponsored Listings,17.87,1556,31
2024-08-11,Marketplace,Marketplace - Sponsored Listings,17.87,1500,32
2024-08-12,Marketplace,Marketplace - Sponsored Listings,24.82,3149,48
2024-08-13,Marketplace,Marketplace - Sponsored Listings,24.82,1343,47
2024-08-14,Marketplace,Marketplace - Sponsored Listings,24.82,1449,43
2024-08-15,Marketplace,Marketplace - Sponsored Listings,24.82,1652,41
2024-08-16,Marketplace,Marketplace - Sponsored Listings,24.82,2277,46
2024-08-17,Marketplace,Marketplace - Sponsored Listings,17.87,1575,31
2024-08-18,Marketplace,Marketplace - Sponsored Listings,17.87,1144,35
2024-08-19,Marketplace,Marketplace - Sponsored Listings,24.82,3071,46
2024-08-20,Marketplace,Marketplace - Sponsored Listings,24.82,2786,45
2024-08-21,Marketplace,Marketplace - Sponsored Listings,24.82,2365,47
2024-08-22,Marketplace,Marketplace - Sponsored Listings,24.82,2926,49
2024-08-23,Marketplace,Marketplace - Sponsored Listings,24.82,1493,47
2024-08-24,Marketplace,Marketplace - Sponsored Listings,17.87,1484,34
2024-08-25,Marketplace,Marketplace - Sponsored Listings,17.87,1459,32
2024-08-26,Marketplace,Marketplace - Sponsored Listings,24.82,1318,46
2024-08-27,Marketplace,Marketplace - Sponsored Listings,24.82,3381,49
2024-08-28,Marketplace,Marketplace - Sponsored Listings,24.82,3030,41
2024-08-29,Marketplace,Marketplace - Sponsored Listings,24.82,1857,41
2024-08-30,Marketplace,Marketplace - Sponsored Listings,24.82,2401,41
2024-08-31,Marketplace,Marketplace - Sponsored Listings,17.87,1364,30
2024-09-01,Organic Search,Organic - SEO Content,6.80,5659,136
2024-09-02,Organic Search,Organic - SEO Content,9.44,11498,178
2024-09-03,Organic Search,Organic - SEO Content,9.44,12775,203
2024-09-04,Organic Search,Organic - SEO Content,9.44,8691,173
2024-09-05,Organic Search,Organic - SEO Content,9.44,11822,175
2024-09-06,Organic Search,Organic - SEO Content,9.44,7366,180
2024-09-07,Organic Search,Organic - SEO Content,6.80,8354,129
2024-09-08,Organic Search,Organic - SEO Content,6.80,5595,133
2024-09-09,Organic Search,Organic - SEO Content,9.44,6602,188
2024-09-10,Organic Search,Organic - SEO Content,9.44,5397,174
2024-09-11,Organic Search,Organic - SEO Content,9.44,6534,202
2024-09-12,Organic Search,Organic - SEO Content,9.44,7768,180
2024-09-13,Organic Search,Organic - SEO Content,9.44,7763,197
2024-09-14,Organic Search,Organic - SEO Content,6.80,8356,126
2024-09-15,Organic Search,Organic - SEO Content,6.80,8271,129
2024-09-16,Organic Search,Organic - SEO Content,9.44,5586,181
2024-09-17,Organic Search,Organic - SEO Content,9.44,12656,207
2024-09-18,Organic Search,Organic - SEO Content,9.44,9107,194
2024-09-19,Organic Search,Organic - SEO Content,9.44,12477,181
2024-09-20,Organic Search,Organic - SEO Content,9.44,11354,172
2024-09-21,Organic Search,Organic - SEO Content,6.80,5469,141
2024-09-22,Organic Search,Organic - SEO Content,6.80,5264,133
2024-09-23,Organic Search,Organic - SEO Content,9.44,10508,182
2024-09-24,Organic Search,Organic - SEO Content,9.44,12420,201
2024-09-25,Organic Search,Organic - SEO Content,9.44,9842,186
2024-09-26,Organic Search,Organic - SEO Content,9.44,11525,178
2024-09-27,Organic Search,Organic - SEO Content,9.44,6036,204
2024-09-28,Organic Search,Organic - SEO Content,6.80,4076,141
2024-09-29,Organic Search,Organic - SEO Content,6.80,9032,128
2024-09-30,Organic Search,Organic - SEO Content,9.44,9839,180
2024-09-01,Paid Search,Paid - Brand,23.93,702,25
2024-09-02,Paid Search,Paid - Brand,33.23,1043,35
2024-09-03,Paid Search,Paid - Brand,33.23,1312,35
2024-09-04,Paid Search,Paid - Brand,33.23,2159,35
2024-09-05,Paid Search,Paid - Brand,33.23,1171,35
2024-09-06,Paid Search,Paid - Brand,33.23,1689,37
2024-09-07,Paid Search,Paid - Brand,23.93,845,27
2024-09-08,Paid Search,Paid - Brand,23.93,771,27
2024-09-09,Paid Search,Paid - Brand,33.23,2376,38
2024-09-10,Paid Search,Paid - Brand,33.23,1157,32
2024-09-11,Paid Search,Paid - Brand,33.23,1342,32
2024-09-12,Paid Search,Paid - Brand,33.23,1601,35
2024-09-13,Paid Search,Paid - Brand,33.23,1913,31
2024-09-14,Paid Search,Paid - Brand,23.93,1248,22
2024-09-15,Paid Search,Paid - Brand,23.93,1690,25
2024-09-16,Paid Search,Paid - Brand,33.23,1207,33
2024-09-17,Paid Search,Paid - Brand,33.23,2080,37
2024-09-18,Paid Search,Paid - Brand,33.23,1919,31
2024-09-19,Paid Search,Paid - Brand,33.23,1260,35
2024-09-20,Paid Search,Paid - Brand,33.23,2211,38
2024-09-21,Paid Search,Paid - Brand,23.93,828,24
2024-09-22,Paid Search,Paid - Brand,23.93,1485,24
2024-09-23,Paid Search,Paid - Brand,33.23,1320,34
2024-09-24,Paid Search,Paid - Brand,33.23,2349,32
2024-09-25,Paid Search,Paid - Brand,33.23,2298,33
2024-09-26,Paid Search,Paid - Brand,33.23,978,32
2024-09-27,Paid Search,Paid - Brand,33.23,2242,34
2024-09-28,Paid Search,Paid - Brand,23.93,1107,22
2024-09-29,Paid Search,Paid - Brand,23.93,848,24
2024-09-30,Paid Search,Paid - Brand,33.23,1676,35
2024-09-01,Paid Search,Paid - Generic,16.18,646,15
2024-09-02,Paid Search,Paid - Generic,22.47,1488,25
2024-09-03,Paid Search,Paid - Generic,22.47,1432,24
2024-09-04,Paid Search,Paid - Generic,22.47,1126,21
2024-09-05,Paid Search,Paid - Generic,22.47,743,25
2024-09-06,Paid Search,Paid - Generic,22.47,1431,23
2024-09-07,Paid Search,Paid - Generic,16.18,928,18
2024-09-08,Paid Search,Paid - Generic,16.18,496,17
2024-09-09,Paid Search,Paid - Generic,22.47,903,23
2024-09-10,Paid Search,Paid - Generic,22.47,1323,25
2024-09-11,Paid Search,Paid - Generic,22.47,1325,22
2024-09-12,Paid Search,Paid - Generic,22.47,1386,25
2024-09-13,Paid Search,Paid - Generic,22.47,1421,22
2024-09-14,Paid Search,Paid - Generic,16.18,591,17
2024-09-15,Paid Search,Paid - Generic,16.18,1009,15
2024-09-16,Paid Search,Paid - Generic,22.47,1587,23
2024-09-17,Paid Search,Paid - Generic,22.47,904,24
2024-09-18,Paid Search,Paid - Generic,22.47,871,22
2024-09-19,Paid Search,Paid - Generic,22.47,1449,24
2024-09-20,Paid Search,Paid - Generic,22.47,751,24
2024-09-21,Paid Search,Paid - Generic,16.18,887,17
2024-09-22,Paid Search,Paid - Generic,16.18,997,15
2024-09-23,Paid Search,Paid - Generic,22.47,841,24
2024-09-24,Paid Search,Paid - Generic,22.47,1624,23
2024-09-25,Paid Search,Paid - Generic,22.47,1697,25
2024-09-26,Paid Search,Paid - Generic,22.47,617,22
2024-09-27,Paid Search,Paid - Generic,22.47,1123,25
2024-09-28,Paid Search,Paid - Generic,16.18,600,18
2024-09-29,Paid Search,Paid - Generic,16.18,480,15
2024-09-30,Paid Search,Paid - Generic,22.47,688,23
2024-09-01,Paid Search,Paid - Shopping,16.27,1118,16
2024-09-02,Paid Search,Paid - Shopping,22.60,1512,23
2024-09-03,Paid Search,Paid - Shopping,22.60,1397,24
2024-09-04,Paid Search,Paid - Shopping,22.60,1553,23
2024-09-05,Paid Search,Paid - Shopping,22.60,1474,24
2024-09-06,Paid Search,Paid - Shopping,22.60,682,24
2024-09-07,Paid Search,Paid - Shopping,16.27,806,16
2024-09-08,Paid Search,Paid - Shopping,16.27,797,15
2024-09-09,Paid Search,Paid - Shopping,22.60,1458,25
2024-09-10,Paid Search,Paid - Shopping,22.60,914,21
2024-09-11,Paid Search,Paid - Shopping,22.60,1233,24
2024-09-12,Paid Search,Paid - Shopping,22.60,968,24
2024-09-13,Paid Search,Paid - Shopping,22.60,1422,24
2024-09-14,Paid Search,Paid - Shopping,16.27,951,15
2024-09-15,Paid Search,Paid - Shopping,16.27,534,18
2024-09-16,Paid Search,Paid - Shopping,22.60,1605,24
2024-09-17,Paid Search,Paid - Shopping,22.60,1440,23
2024-09-18,Paid Search,Paid - Shopping,22.60,1000,22
2024-09-19,Paid Search,Paid - Shopping,22.60,1265,24
2024-09-20,Paid Search,Paid - Shopping,22.60,1208,22
2024-09-21,Paid Search,Paid - Shopping,16.27,771,16
2024-09-22,Paid Search,Paid - Shopping,16.27,1251,18
2024-09-23,Paid Search,Paid - Shopping,22.60,1214,22
2024-09-24,Paid Search,Paid - Shopping,22.60,930,21
2024-09-25,Paid Search,Paid - Shopping,22.60,1324,24
2024-09-26,Paid Search,Paid - Shopping,22.60,1240,24
2024-09-27,Paid Search,Paid - Shopping,22.60,1485,25
2024-09-28,Paid Search,Paid - Shopping,16.27,808,18
2024-09-29,Paid Search,Paid - Shopping,16.27,630,16
2024-09-30,Paid Search,Paid - Shopping,22.60,1206,22
2024-09-01,Paid Social,Paid - Prospecting,19.37,2685,43
2024-09-02,Paid Social,Paid - Prospecting,26.90,2980,69
2024-09-03,Paid Social,Paid - Prospecting,26.90,2992,68
2024-09-04,Paid Social,Paid - Prospecting,26.90,4124,68
2024-09-05,Paid Social,Paid - Prospecting,26.90,4573,69
2024-09-06,Paid Social,Paid - Prospecting,26.90,2249,67
2024-09-07,Paid Social,Paid - Prospecting,19.37,2054,44
2024-09-08,Paid Social,Paid - Prospecting,19.37,2511,49
2024-09-09,Paid Social,Paid - Prospecting,26.90,3095,67
2024-09-10,Paid Social,Paid - Prospecting,26.90,4070,61
2024-09-11,Paid Social,Paid - Prospecting,26.90,3081,66
2024-09-12,Paid Social,Paid - Prospecting,26.90,2631,63
2024-09-13,Paid Social,Paid - Prospecting,26.90,4426,70
2024-09-14,Paid Social,Paid - Prospecting,19.37,2518,41
2024-09-15,Paid Social,Paid - Prospecting,19.37,2057,43
2024-09-16,Paid Social,Paid - Prospecting,26.90,2159,61
2024-09-17,Paid Social,Paid - Prospecting,26.90,2513,61
2024-09-18,Paid Social,Paid - Prospecting,26.90,3181,63
2024-09-19,Paid Social,Paid - Prospecting,26.90,1733,60
2024-09-20,Paid Social,Paid - Prospecting,26.90,2021,60
2024-09-21,Paid Social,Paid - Prospecting,19.37,1766,47
2024-09-22,Paid Social,Paid - Prospecting,19.37,2524,43
2024-09-23,Paid Social,Paid - Prospecting,26.90,2276,65
2024-09-24,Paid Social,Paid - Prospecting,26.90,1935,61
2024-09-25,Paid Social,Paid - Prospecting,26.90,2756,63
2024-09-26,Paid Social,Paid - Prospecting,26.90,2543,68
2024-09-27,Paid Social,Paid - Prospecting,26.90,2453,62
2024-09-28,Paid Social,Paid - Prospecting,19.37,3494,48
2024-09-29,Paid Social,Paid - Prospecting,19.37,2449,43
2024-09-30,Paid Social,Paid - Prospecting,26.90,2810,60
2024-09-01,Paid Social,Paid - Retargeting,21.84,3056,47
2024-09-02,Paid Social,Paid - Retargeting,30.33,3599,79
2024-09-03,Paid Social,Paid - Retargeting,30.33,4629,68
2024-09-04,Paid Social,Paid - Retargeting,30.33,4324,73
2024-09-05,Paid Social,Paid - Retargeting,30.33,3683,75
2024-09-06,Paid Social,Paid - Retargeting,30.33,4050,67
2024-09-07,Paid Social,Paid - Retargeting,21.84,1624,50
2024-09-08,Paid Social,Paid - Retargeting,21.84,3517,54
2024-09-09,Paid Social,Paid - Retargeting,30.33,4142,75
2024-09-10,Paid Social,Paid - Retargeting,30.33,3297,78
2024-09-11,Paid Social,Paid - Retargeting,30.33,4775,65
2024-09-12,Paid Social,Paid - Retargeting,30.33,3005,78
2024-09-13,Paid Social,Paid - Retargeting,30.33,4361,69
2024-09-14,Paid Social,Paid - Retargeting,21.84,2869,54
2024-09-15,Paid Social,Paid - Retargeting,21.84,2255,54
2024-09-16,Paid Social,Paid - Retargeting,30.33,3270,65
2024-09-17,Paid Social,Paid - Retargeting,30.33,4420,71
2024-09-18,Paid Social,Paid - Retargeting,30.33,4400,69
2024-09-19,Paid Social,Paid - Retargeting,30.33,2409,77
2024-09-20,Paid Social,Paid - Retargeting,30.33,4677,73
2024-09-21,Paid Social,Paid - Retargeting,21.84,3668,55
2024-09-22,Paid Social,Paid - Retargeting,21.84,2979,56
2024-09-23,Paid Social,Paid - Retargeting,30.33,2718,66
2024-09-24,Paid Social,Paid - Retargeting,30.33,5077,69
2024-09-25,Paid Social,Paid - Retargeting,30.33,3341,73
2024-09-26,Paid Social,Paid - Retargeting,30.33,2456,73
2024-09-27,Paid Social,Paid - Retargeting,30.33,4666,73
2024-09-28,Paid Social,Paid - Retargeting,21.84,2880,49
2024-09-29,Paid Social,Paid - Retargeting,21.84,4030,57
2024-09-30,Paid Social,Paid - Retargeting,30.33,1897,67
2024-09-01,Paid Social,Paid - Creator,23.39,3598,57
2024-09-02,Paid Social,Paid - Creator,32.49,5313,73
2024-09-03,Paid Social,Paid - Creator,32.49,2824,80
2024-09-04,Paid Social,Paid - Creator,32.49,3157,84
2024-09-05,Paid Social,Paid - Creator,32.49,2769,71
2024-09-06,Paid Social,Paid - Creator,32.49,3574,71
2024-09-07,Paid Social,Paid - Creator,23.39,2503,52
2024-09-08,Paid Social,Paid - Creator,23.39,1717,53
2024-09-09,Paid Social,Paid - Creator,32.49,6025,83
2024-09-10,Paid Social,Paid - Creator,32.49,5170,74
2024-09-11,Paid Social,Paid - Creator,32.49,4999,79
2024-09-12,Paid Social,Paid - Creator,32.49,3280,83
2024-09-13,Paid Social,Paid - Creator,32.49,3027,73
2024-09-14,Paid Social,Paid - Creator,23.39,3739,51
2024-09-15,Paid Social,Paid - Creator,23.39,1803,55
2024-09-16,Paid Social,Paid - Creator,32.49,3534,73
2024-09-17,Paid Social,Paid - Creator,32.49,4541,84
2024-09-18,Paid Social,Paid - Creator,32.49,3711,72
2024-09-19,Paid Social,Paid - Creator,32.49,4120,77
2024-09-20,Paid Social,Paid - Creator,32.49,2748,75
2024-09-21,Paid Social,Paid - Creator,23.39,4026,60
2024-09-22,Paid Social,Paid - Creator,23.39,3741,53
2024-09-23,Paid Social,Paid - Creator,32.49,3748,71
2024-09-24,Paid Social,Paid - Creator,32.49,5345,78
2024-09-25,Paid Social,Paid - Creator,32.49,2836,73
2024-09-26,Paid Social,Paid - Creator,32.49,5682,79
2024-09-27,Paid Social,Paid - Creator,32.49,2579,72
2024-09-28,Paid Social,Paid - Creator,23.39,3000,60
2024-09-29,Paid Social,Paid - Creator,23.39,2957,51
2024-09-30,Paid Social,Paid - Creator,32.49,2804,83
2024-09-01,Affiliate,Affiliate - Cashback,10.78,539,15
2024-09-02,Affiliate,Affiliate - Cashback,14.97,1281,23
2024-09-03,Affiliate,Affiliate - Cashback,14.97,1513,24
2024-09-04,Affiliate,Affiliate - Cashback,14.97,1216,22
2024-09-05,Affiliate,Affiliate - Cashback,14.97,708,21
2024-09-06,Affiliate,Affiliate - Cashback,14.97,835,19
2024-09-07,Affiliate,Affiliate - Cashback,10.78,524,17
2024-09-08,Affiliate,Affiliate - Cashback,10.78,795,14
2024-09-09,Affiliate,Affiliate - Cashback,14.97,1259,23
2024-09-10,Affiliate,Affiliate - Cashback,14.97,1616,23
2024-09-11,Affiliate,Affiliate - Cashback,14.97,929,23
2024-09-12,Affiliate,Affiliate - Cashback,14.97,1465,21
2024-09-13,Affiliate,Affiliate - Cashback,14.97,1310,21
2024-09-14,Affiliate,Affiliate - Cashback,10.78,915,14
2024-09-15,Affiliate,Affiliate - Cashback,10.78,881,17
2024-09-16,Affiliate,Affiliate - Cashback,14.97,1048,22
2024-09-17,Affiliate,Affiliate - Cashback,14.97,1140,20
2024-09-18,Affiliate,Affiliate - Cashback,14.97,1624,22
2024-09-19,Affiliate,Affiliate - Cashback,14.97,720,20
2024-09-20,Affiliate,Affiliate - Cashback,14.97,1334,20
2024-09-21,Affiliate,Affiliate - Cashback,10.78,396,14
2024-09-22,Affiliate,Affiliate - Cashback,10.78,570,16
2024-09-23,Affiliate,Affiliate - Cashback,14.97,1276,21
2024-09-24,Affiliate,Affiliate - Cashback,14.97,618,21
2024-09-25,Affiliate,Affiliate - Cashback,14.97,740,23
2024-09-26,Affiliate,Affiliate - Cashback,14.97,1285,20
2024-09-27,Affiliate,Affiliate - Cashback,14.97,1477,20
2024-09-28,Affiliate,Affiliate - Cashback,10.78,463,16
2024-09-29,Affiliate,Affiliate - Cashback,10.78,503,15
2024-09-30,Affiliate,Affiliate - Cashback,14.97,1620,22
2024-09-01,Affiliate,Affiliate - Content,7.92,416,11
2024-09-02,Affiliate,Affiliate - Content,11.01,1103,16
2024-09-03,Affiliate,Affiliate - Content,11.01,657,15
2024-09-04,Affiliate,Affiliate - Content,11.01,1090,15
2024-09-05,Affiliate,Affiliate - Content,11.01,625,16
2024-09-06,Affiliate,Affiliate - Content,11.01,536,16
2024-09-07,Affiliate,Affiliate - Content,7.92,577,12
2024-09-08,Affiliate,Affiliate - Content,7.92,465,11
2024-09-09,Affiliate,Affiliate - Content,11.01,640,15
2024-09-10,Affiliate,Affiliate - Content,11.01,761,15
2024-09-11,Affiliate,Affiliate - Content,11.01,459,15
2024-09-12,Affiliate,Affiliate - Content,11.01,1142,17
2024-09-13,Affiliate,Affiliate - Content,11.01,930,15
2024-09-14,Affiliate,Affiliate - Content,7.92,486,12
2024-09-15,Affiliate,Affiliate - Content,7.92,543,11
2024-09-16,Affiliate,Affiliate - Content,11.01,708,14
2024-09-17,Affiliate,Affiliate - Content,11.01,711,17
2024-09-18,Affiliate,Affiliate - Content,11.01,862,16
2024-09-19,Affiliate,Affiliate - Content,11.01,579,17
2024-09-20,Affiliate,Affiliate - Content,11.01,979,15
2024-09-21,Affiliate,Affiliate - Content,7.92,541,12
2024-09-22,Affiliate,Affiliate - Content,7.92,435,10
2024-09-23,Affiliate,Affiliate - Content,11.01,438,14
2024-09-24,Affiliate,Affiliate - Content,11.01,1117,17
2024-09-25,Affiliate,Affiliate - Content,11.01,970,16
2024-09-26,Affiliate,Affiliate - Content,11.01,669,15
2024-09-27,Affiliate,Affiliate - Content,11.01,524,14
2024-09-28,Affiliate,Affiliate - Content,7.92,764,12
2024-09-29,Affiliate,Affiliate - Content,7.92,682,12
2024-09-30,Affiliate,Affiliate - Content,11.01,806,16
2024-09-01,Affiliate,Affiliate - Voucher,9.40,889,14
2024-09-02,Affiliate,Affiliate - Voucher,13.06,1102,19
2024-09-03,Affiliate,Affiliate - Voucher,13.06,1379,21
2024-09-04,Affiliate,Affiliate - Voucher,13.06,659,18
2024-09-05,Affiliate,Affiliate - Voucher,13.06,810,20
2024-09-06,Affiliate,Affiliate - Voucher,13.06,1300,18
2024-09-07,Affiliate,Affiliate - Voucher,9.40,695,13
2024-09-08,Affiliate,Affiliate - Voucher,9.40,686,15
2024-09-09,Affiliate,Affiliate - Voucher,13.06,678,20
2024-09-10,Affiliate,Affiliate - Voucher,13.06,876,20
2024-09-11,Affiliate,Affiliate - Voucher,13.06,1479,20
2024-09-12,Affiliate,Affiliate - Voucher,13.06,866,20
2024-09-13,Affiliate,Affiliate - Voucher,13.06,1216,19
2024-09-14,Affiliate,Affiliate - Voucher,9.40,779,12
2024-09-15,Affiliate,Affiliate - Voucher,9.40,623,13
2024-09-16,Affiliate,Affiliate - Voucher,13.06,696,18
2024-09-17,Affiliate,Affiliate - Voucher,13.06,730,19
2024-09-18,Affiliate,Affiliate - Voucher,13.06,617,19
2024-09-19,Affiliate,Affiliate - Voucher,13.06,600,20
2024-09-20,Affiliate,Affiliate - Voucher,13.06,818,17
2024-09-21,Affiliate,Affiliate - Voucher,9.40,692,13
2024-09-22,Affiliate,Affiliate - Voucher,9.40,455,14
2024-09-23,Affiliate,Affiliate - Voucher,13.06,1133,20
2024-09-24,Affiliate,Affiliate - Voucher,13.06,612,18
2024-09-25,Affiliate,Affiliate - Voucher,13.06,857,18
2024-09-26,Affiliate,Affiliate - Voucher,13.06,1315,18
2024-09-27,Affiliate,Affiliate - Voucher,13.06,1131,18
2024-09-28,Affiliate,Affiliate - Voucher,9.40,829,13
2024-09-29,Affiliate,Affiliate - Voucher,9.40,524,14
2024-09-30,Affiliate,Affiliate - Voucher,13.06,648,18
2024-09-01,Email & CRM,Email - Lifecycle,1.57,674,11
2024-09-02,Email & CRM,Email - Lifecycle,2.19,1150,17
2024-09-03,Email & CRM,Email - Lifecycle,2.19,1025,16
2024-09-04,Email & CRM,Email - Lifecycle,2.19,754,17
2024-09-05,Email & CRM,Email - Lifecycle,2.19,806,16
2024-09-06,Email & CRM,Email - Lifecycle,2.19,1178,16
2024-09-07,Email & CRM,Email - Lifecycle,1.57,1023,14
2024-09-08,Email & CRM,Email - Lifecycle,1.57,537,14
2024-09-09,Email & CRM,Email - Lifecycle,2.19,1272,18
2024-09-10,Email & CRM,Email - Lifecycle,2.19,503,17
2024-09-11,Email & CRM,Email - Lifecycle,2.19,1009,19
2024-09-12,Email & CRM,Email - Lifecycle,2.19,1025,16
2024-09-13,Email & CRM,Email - Lifecycle,2.19,611,16
2024-09-14,Email & CRM,Email - Lifecycle,1.57,579,12
2024-09-15,Email & CRM,Email - Lifecycle,1.57,500,13
2024-09-16,Email & CRM,Email - Lifecycle,2.19,996,18
2024-09-17,Email & CRM,Email - Lifecycle,2.19,531,18
2024-09-18,Email & CRM,Email - Lifecycle,2.19,626,16
2024-09-19,Email & CRM,Email - Lifecycle,2.19,727,16
2024-09-20,Email & CRM,Email - Lifecycle,2.19,1069,16
2024-09-21,Email & CRM,Email - Lifecycle,1.57,865,13
2024-09-22,Email & CRM,Email - Lifecycle,1.57,872,12
2024-09-23,Email & CRM,Email - Lifecycle,2.19,889,18
2024-09-24,Email & CRM,Email - Lifecycle,2.19,991,16
2024-09-25,Email & CRM,Email - Lifecycle,2.19,1379,19
2024-09-26,Email & CRM,Email - Lifecycle,2.19,738,16
2024-09-27,Email & CRM,Email - Lifecycle,2.19,1023,19
2024-09-28,Email & CRM,Email - Lifecycle,1.57,477,14
2024-09-29,Email & CRM,Email - Lifecycle,1.57,588,12
2024-09-30,Email & CRM,Email - Lifecycle,2.19,973,16
2024-09-01,Email & CRM,Email - Winback,2.80,1517,23
2024-09-02,Email & CRM,Email - Winback,3.90,2289,31
2024-09-03,Email & CRM,Email - Winback,3.90,2106,31
2024-09-04,Email & CRM,Email - Winback,3.90,2233,33
2024-09-05,Email & CRM,Email - Winback,3.90,1553,30
2024-09-06,Email & CRM,Email - Winback,3.90,2121,34
2024-09-07,Email & CRM,Email - Winback,2.80,685,22
2024-09-08,Email & CRM,Email - Winback,2.80,943,21
2024-09-09,Email & CRM,Email - Winback,3.90,1600,31
2024-09-10,Email & CRM,Email - Winback,3.90,947,30
2024-09-11,Email & CRM,Email - Winback,3.90,1346,33
2024-09-12,Email & CRM,Email - Winback,3.90,1394,35
2024-09-13,Email & CRM,Email - Winback,3.90,1998,32
2024-09-14,Email & CRM,Email - Winback,2.80,633,22
2024-09-15,Email & CRM,Email - Winback,2.80,1181,21
2024-09-16,Email & CRM,Email - Winback,3.90,1669,34
2024-09-17,Email & CRM,Email - Winback,3.90,1093,32
2024-09-18,Email & CRM,Email - Winback,3.90,1835,32
2024-09-19,Email & CRM,Email - Winback,3.90,1716,29
2024-09-20,Email & CRM,Email - Winback,3.90,977,33
2024-09-21,Email & CRM,Email - Winback,2.80,974,24
2024-09-22,Email & CRM,Email - Winback,2.80,1286,21
2024-09-23,Email & CRM,Email - Winback,3.90,2390,33
2024-09-24,Email & CRM,Email - Winback,3.90,1586,35
2024-09-25,Email & CRM,Email - Winback,3.90,1870,30
2024-09-26,Email & CRM,Email - Winback,3.90,2302,34
2024-09-27,Email & CRM,Email - Winback,3.90,2100,31
2024-09-28,Email & CRM,Email - Winback,2.80,1015,23
2024-09-29,Email & CRM,Email - Winback,2.80,1549,24
2024-09-30,Email & CRM,Email - Winback,3.90,1008,33
2024-09-01,Marketplace,Marketplace - Sponsored Listings,18.62,2084,35
2024-09-02,Marketplace,Marketplace - Sponsored Listings,25.86,2541,47
2024-09-03,Marketplace,Marketplace - Sponsored Listings,25.86,1427,48
2024-09-04,Marketplace,Marketplace - Sponsored Listings,25.86,3277,45
2024-09-05,Marketplace,Marketplace - Sponsored Listings,25.86,1635,44
2024-09-06,Marketplace,Marketplace - Sponsored Listings,25.86,1382,47
2024-09-07,Marketplace,Marketplace - Sponsored Listings,18.62,2036,30
2024-09-08,Marketplace,Marketplace - Sponsored Listings,18.62,1710,36
2024-09-09,Marketplace,Marketplace - Sponsored Listings,25.86,1949,42
2024-09-10,Marketplace,Marketplace - Sponsored Listings,25.86,2114,47
2024-09-11,Marketplace,Marketplace - Sponsored Listings,25.86,2752,50
2024-09-12,Marketplace,Marketplace - Sponsored Listings,25.86,2525,49
2024-09-13,Marketplace,Marketplace - Sponsored Listings,25.86,2401,49
2024-09-14,Marketplace,Marketplace - Sponsored Listings,18.62,1519,36
2024-09-15,Marketplace,Marketplace - Sponsored Listings,18.62,1526,35
2024-09-16,Marketplace,Marketplace - Sponsored Listings,25.86,3189,51
2024-09-17,Marketplace,Marketplace - Sponsored Listings,25.86,1594,42
2024-09-18,Marketplace,Marketplace - Sponsored Listings,25.86,2549,45
2024-09-19,Marketplace,Marketplace - Sponsored Listings,25.86,2503,51
