order_id,customer_id,order_date,order_channel,order_sequence,is_shipped,fulfilment_centre,carrier,promised_delivery_date,shipped_date,delivered_date,shipping_fee_charged,shipping_cost,payment_method,promo_code,order_status
O0003767,C002096,2024-11-07,Web,2,1,FC-South,Swiftline,2024-11-10,2024-11-07,2024-11-08,0.00,4.70,Card,SEASON20,Delivered
O0003768,C002097,2024-09-24,Mobile App,1,1,FC-South,Regional Freight,2024-09-29,2024-09-24,2024-09-28,0.00,3.54,Card,WELCOME10,Delivered
O0003769,C002098,2024-09-22,Web,1,1,FC-South,Swiftline,2024-09-25,2024-09-22,2024-09-24,0.00,10.24,Card,SEASON20,Delivered
O0003770,C002099,2024-09-24,Web,1,1,FC-North,Swiftline,2024-09-27,2024-09-24,2024-09-27,0.00,5.99,Card,,Delivered
O0003771,C002100,2024-09-24,Store,1,0,Store Pickup,,,,,0.00,0.00,Digital Wallet,WELCOME10,Collected
O0003772,C002101,2024-09-24,Web,1,1,FC-South,Regional Freight,2024-09-27,2024-09-24,2024-09-26,0.00,7.73,Card,WELCOME10,Delivered
O0003773,C002102,2024-09-24,Mobile App,1,1,FC-South,Metro Post,2024-09-26,2024-09-25,2024-09-26,0.00,4.87,Card,CLEAR40,Delivered
O0003774,C002102,2024-12-06,Mobile App,2,1,FC-South,Metro Post,2024-12-11,2024-12-07,2024-12-11,0.00,5.44,Card,,Delivered
O0003775,C002103,2024-09-23,Mobile App,1,1,FC-South,Regional Freight,2024-09-27,2024-09-23,2024-09-26,0.00,9.28,Card,SEASON20,Delivered
O0003776,C002103,2024-09-30,Mobile App,2,1,FC-South,Metro Post,2024-10-03,2024-09-30,2024-10-03,0.00,5.17,Card,CLEAR40,Delivered
O0003777,C002103,2024-11-25,Web,3,1,FC-South,Regional Freight,2024-11-29,2024-11-25,2024-11-29,0.00,2.58,Buy Now Pay Later,,Delivered
O0003778,C002104,2024-09-24,Web,1,1,FC-Central,Metro Post,2024-09-29,2024-09-24,2024-10-01,0.00,3.48,Card,,Delivered
O0003779,C002105,2024-09-26,Store,1,0,Store Pickup,,,,,0.00,0.00,Gift Card,SAVE15,Collected
O0003780,C002106,2024-09-23,Mobile App,1,1,FC-South,Swiftline,2024-09-27,2024-09-23,2024-09-26,0.00,9.48,Card,,Delivered
O0003781,C002106,2024-12-28,Web,2,1,FC-South,Regional Freight,2024-12-30,2024-12-28,2024-12-30,0.00,2.63,Card,,Delivered
O0003782,C002107,2024-09-25,Mobile App,1,1,FC-Central,Regional Freight,2024-09-29,2024-09-25,2024-09-29,0.00,10.45,Gift Card,,Delivered
O0003783,C002107,2024-11-26,Mobile App,2,1,FC-Central,Swiftline,2024-11-29,2024-11-26,2024-11-29,0.00,4.72,Card,,Delivered
O0003784,C002107,2025-05-29,Web,3,1,FC-Central,Metro Post,2025-06-02,2025-05-29,2025-06-03,0.00,10.50,Card,FLASH25,Delivered
O0003785,C002108,2024-09-25,Mobile App,1,1,FC-Central,Swiftline,2024-09-29,2024-09-25,2024-09-29,4.99,6.52,Card,FLASH25,Delivered
O0003786,C002109,2024-09-23,Mobile App,1,1,FC-South,Swiftline,2024-09-26,2024-09-23,2024-09-28,4.99,3.78,Card,FLASH25,Delivered
O0003787,C002110,2024-09-27,Web,1,1,FC-Central,Swiftline,2024-09-30,2024-09-28,2024-09-30,0.00,13.71,Digital Wallet,,Delivered
O0003788,C002110,2024-11-22,Mobile App,2,1,FC-Central,Metro Post,2024-11-27,2024-11-23,2024-11-27,0.00,27.59,Card,SAVE15,Delivered
O0003789,C002110,2024-12-23,Web,3,1,FC-Central,Metro Post,2024-12-28,2024-12-24,2024-12-28,0.00,29.05,Card,SEASON20,Delivered
O0003790,C002110,2025-01-09,Web,4,1,FC-Central,Metro Post,2025-01-12,2025-01-09,2025-01-12,0.00,4.60,Buy Now Pay Later,WELCOME10,Delivered
O0003791,C002111,2024-09-27,Mobile App,1,1,FC-South,Metro Post,2024-10-01,2024-09-28,2024-10-01,0.00,5.06,Card,,Delivered
O0003792,C002111,2024-10-26,Mobile App,2,1,FC-South,Swiftline,2024-10-30,2024-10-28,2024-10-30,0.00,12.58,Card,,Delivered
O0003793,C002112,2024-09-24,Marketplace,1,1,FC-South,Regional Freight,2024-09-28,2024-09-24,2024-09-28,0.00,5.21,Buy Now Pay Later,,Delivered
O0003794,C002112,2024-10-16,Marketplace,2,1,FC-South,Metro Post,2024-10-19,2024-10-16,2024-10-19,0.00,21.04,Digital Wallet,,Delivered
O0003795,C002112,2024-11-19,Marketplace,3,1,FC-South,Swiftline,2024-11-22,2024-11-19,2024-11-22,0.00,9.37,Card,SAVE15,Delivered
O0003796,C002113,2024-09-25,Mobile App,1,1,FC-North,Swiftline,2024-09-29,2024-09-25,2024-09-29,4.99,3.78,Card,SEASON20,Delivered
O0003797,C002114,2024-09-27,Web,1,1,FC-South,Regional Freight,2024-09-30,2024-09-27,2024-10-02,0.00,6.65,Card,,Delivered
O0003798,C002115,2024-09-28,Marketplace,1,1,FC-Central,Regional Freight,2024-10-02,2024-09-30,2024-10-01,0.00,2.66,Digital Wallet,,Delivered
O0003799,C002116,2024-09-24,Mobile App,1,1,FC-Central,Metro Post,2024-09-27,2024-09-25,2024-09-26,0.00,6.97,Buy Now Pay Later,,Delivered
O0003800,C002117,2024-09-27,Web,1,1,FC-North,Regional Freight,2024-09-30,2024-09-27,2024-09-30,4.99,2.23,Card,SEASON20,Delivered
O0003801,C002118,2024-09-27,Mobile App,1,1,FC-South,Swiftline,2024-10-02,2024-09-28,2024-10-02,0.00,16.63,Card,WELCOME10,Delivered
O0003802,C002119,2024-09-27,Web,1,1,FC-South,Regional Freight,2024-09-30,2024-09-28,2024-09-30,0.00,3.08,Card,,Delivered
O0003803,C002119,2024-10-16,Web,2,1,FC-South,Metro Post,2024-10-20,2024-10-17,2024-10-18,0.00,7.52,Card,CLEAR40,Delivered
O0003804,C002119,2024-12-03,Mobile App,3,1,FC-South,Regional Freight,2024-12-07,2024-12-04,2024-12-10,0.00,2.37,Card,CLEAR40,Delivered
O0003805,C002119,2025-01-02,Web,4,1,FC-South,Regional Freight,2025-01-07,2025-01-04,2025-01-07,0.00,3.93,Buy Now Pay Later,,Delivered
O0003806,C002120,2024-09-26,Store,1,0,Store Pickup,,,,,0.00,0.00,Card,,Collected
O0003807,C002121,2024-09-26,Mobile App,1,1,FC-North,Swiftline,2024-09-30,2024-09-26,2024-09-30,0.00,5.21,Card,SAVE15,Delivered
O0003808,C002121,2024-11-04,Mobile App,2,1,FC-North,Swiftline,2024-11-08,2024-11-04,2024-11-08,0.00,7.82,Digital Wallet,SAVE15,Delivered
O0003809,C002121,2024-12-11,Web,3,1,FC-North,Swiftline,2024-12-13,2024-12-11,2024-12-12,0.00,11.82,Card,SAVE15,Delivered
O0003810,C002121,2025-03-16,Web,4,1,FC-North,Swiftline,2025-03-21,2025-03-16,2025-03-19,4.99,4.91,Card,FLASH25,Delivered
O0003811,C002122,2024-09-25,Mobile App,1,1,FC-Central,Metro Post,2024-09-30,2024-09-27,2024-09-30,0.00,3.04,Card,,Delivered
O0003812,C002122,2024-11-09,Web,2,1,FC-Central,Regional Freight,2024-11-12,2024-11-11,2024-11-12,4.99,2.69,Card,SEASON20,Delivered
O0003813,C002123,2024-09-27,Web,1,1,FC-Central,Metro Post,2024-09-29,2024-09-28,2024-09-29,0.00,9.73,Card,,Delivered
O0003814,C002124,2024-09-26,Marketplace,1,1,FC-South,Metro Post,2024-09-29,2024-09-26,2024-09-27,0.00,21.25,Gift Card,WELCOME10,Delivered
O0003815,C002124,2024-12-14,Store,2,0,Store Pickup,,,,,0.00,0.00,Card,WELCOME10,Collected
O0003816,C002125,2024-09-28,Web,1,1,FC-North,Swiftline,2024-10-01,2024-09-28,2024-10-01,0.00,7.78,Card,SEASON20,Delivered
O0003817,C002126,2024-09-26,Web,1,1,FC-South,Swiftline,2024-09-29,2024-09-26,2024-09-28,0.00,4.35,Card,,Delivered
O0003818,C002127,2024-09-26,Web,1,1,FC-Central,Metro Post,2024-09-29,2024-09-26,2024-10-02,0.00,6.81,Digital Wallet,CLEAR40,Delivered
O0003819,C002127,2024-10-16,Store,2,0,Store Pickup,,,,,0.00,0.00,Card,,Collected
O0003820,C002128,2024-09-29,Web,1,1,FC-South,Regional Freight,2024-10-04,2024-09-30,2024-10-04,0.00,9.38,Digital Wallet,,Delivered
O0003821,C002129,2024-09-30,Marketplace,1,1,FC-South,Swiftline,2024-10-03,2024-10-01,2024-10-03,0.00,21.27,Buy Now Pay Later,SEASON20,Delivered
O0003822,C002130,2024-09-30,Web,1,1,FC-South,Metro Post,2024-10-05,2024-10-01,2024-10-06,0.00,9.31,Card,CLEAR40,Delivered
O0003823,C002131,2024-09-28,Marketplace,1,1,FC-South,Regional Freight,2024-10-01,2024-09-29,2024-10-01,0.00,22.51,Card,SAVE15,Delivered
O0003824,C002132,2024-09-30,Mobile App,1,1,FC-North,Metro Post,2024-10-02,2024-09-30,2024-10-02,0.00,4.23,Card,FLASH25,Delivered
O0003825,C002133,2024-09-26,Web,1,1,FC-South,Swiftline,2024-10-01,2024-09-26,2024-10-01,0.00,4.02,Card,,Delivered
O0003826,C002133,2025-02-03,Store,2,0,Store Pickup,,,,,0.00,0.00,Card,CLEAR40,Collected
O0003827,C002133,2025-04-10,Web,3,1,FC-South,Regional Freight,2025-04-13,2025-04-10,2025-04-13,0.00,5.80,Card,SAVE15,Delivered
O0003828,C002133,2025-04-26,Mobile App,4,1,FC-South,Regional Freight,2025-04-29,2025-04-26,2025-04-29,0.00,2.52,Card,,Delivered
O0003829,C002133,2025-08-15,Web,5,1,FC-South,Regional Freight,2025-08-18,2025-08-15,2025-08-19,4.99,2.31,Digital Wallet,CLEAR40,Delivered
O0003830,C002134,2024-09-28,Web,1,1,FC-North,Swiftline,2024-10-01,2024-09-29,2024-10-04,0.00,3.92,Card,SEASON20,Delivered
O0003831,C002135,2024-09-26,Web,1,1,FC-Central,Swiftline,2024-09-29,2024-09-26,2024-09-29,0.00,7.78,Card,,Delivered
O0003832,C002136,2024-09-26,Mobile App,1,1,FC-South,Regional Freight,2024-09-30,2024-09-26,2024-09-30,0.00,6.93,Card,WELCOME10,Delivered
O0003833,C002136,2024-12-13,Marketplace,2,1,FC-South,Regional Freight,2024-12-16,2024-12-15,2024-12-17,0.00,2.51,Card,,Delivered
O0003834,C002136,2025-03-14,Mobile App,3,1,FC-South,Regional Freight,2025-03-17,2025-03-15,2025-03-16,0.00,5.85,Card,SAVE15,Delivered
O0003835,C002137,2024-09-28,Mobile App,1,1,FC-Central,Metro Post,2024-10-03,2024-09-28,2024-10-03,0.00,4.94,Buy Now Pay Later,SAVE15,Delivered
O0003836,C002138,2024-09-27,Mobile App,1,1,FC-Central,Metro Post,2024-10-02,2024-09-27,2024-09-30,0.00,5.94,Card,WELCOME10,Delivered
O0003837,C002139,2024-09-30,Mobile App,1,1,FC-South,Metro Post,2024-10-04,2024-10-01,2024-10-04,0.00,10.25,Digital Wallet,SEASON20,Delivered
O0003838,C002140,2024-09-29,Web,1,1,FC-Central,Swiftline,2024-10-01,2024-10-01,2024-10-02,0.00,11.89,Card,,Delivered
O0003839,C002141,2024-09-27,Mobile App,1,1,FC-South,Regional Freight,2024-10-02,2024-09-27,2024-10-03,0.00,4.28,Card,,Delivered
O0003840,C002142,2024-09-30,Web,1,1,FC-South,Swiftline,2024-10-04,2024-10-01,2024-10-06,0.00,6.66,Card,CLEAR40,Delivered
O0003841,C002143,2024-09-27,Mobile App,1,1,FC-Central,Swiftline,2024-09-30,2024-09-27,2024-09-30,0.00,10.48,Card,,Delivered
O0003842,C002143,2025-05-21,Web,2,1,FC-Central,Metro Post,2025-05-23,2025-05-22,2025-05-23,0.00,9.32,Card,FLASH25,Delivered
O0003843,C002144,2024-09-30,Marketplace,1,1,FC-South,Swiftline,2024-10-03,2024-09-30,2024-10-04,0.00,5.14,Card,,Delivered
O0003844,C002145,2024-09-29,Web,1,1,FC-Central,Swiftline,2024-10-01,2024-09-29,2024-10-03,0.00,4.68,Card,CLEAR40,Delivered
O0003845,C002145,2024-12-31,Store,2,0,Store Pickup,,,,,0.00,0.00,Card,SEASON20,Collected
O0003846,C002146,2024-09-28,Web,1,1,FC-South,Swiftline,2024-10-01,2024-09-28,2024-09-29,0.00,8.14,Card,,Delivered
O0003847,C002147,2024-09-28,Marketplace,1,1,FC-South,Regional Freight,2024-10-01,2024-09-28,2024-10-01,0.00,8.99,Card,FLASH25,Delivered
O0003848,C002148,2024-09-27,Web,1,1,FC-North,Swiftline,2024-09-29,2024-09-27,2024-09-28,4.99,5.95,Card,FLASH25,Delivered
O0003849,C002149,2024-09-27,Mobile App,1,1,FC-South,Regional Freight,2024-10-01,2024-09-27,2024-09-30,0.00,8.13,Card,,Delivered
O0003850,C002149,2024-10-27,Web,2,1,FC-South,Metro Post,2024-10-30,2024-10-28,2024-10-30,0.00,12.80,Digital Wallet,WELCOME10,Delivered
O0003851,C002150,2024-09-29,Marketplace,1,1,FC-South,Metro Post,2024-10-02,2024-09-29,2024-10-01,0.00,3.46,Card,,Delivered
O0003852,C002150,2024-12-09,Marketplace,2,1,FC-South,Metro Post,2024-12-14,2024-12-10,2024-12-14,0.00,3.48,Digital Wallet,SAVE15,Delivered
O0003853,C002151,2024-09-30,Web,1,1,FC-South,Regional Freight,2024-10-04,2024-10-01,2024-10-02,0.00,8.63,Digital Wallet,WELCOME10,Delivered
O0003854,C002151,2024-11-13,Web,2,1,FC-South,Regional Freight,2024-11-17,2024-11-13,2024-11-19,0.00,4.92,Card,,Delivered
O0003855,C002152,2024-09-30,Mobile App,1,1,FC-South,Metro Post,2024-10-05,2024-10-01,2024-10-04,0.00,10.14,Digital Wallet,SAVE15,Delivered
O0003856,C002152,2024-12-26,Mobile App,2,1,FC-South,Regional Freight,2024-12-29,2024-12-27,2024-12-30,0.00,10.26,Card,,Delivered
O0003857,C002152,2025-03-10,Web,3,1,FC-South,Swiftline,2025-03-14,2025-03-10,2025-03-14,0.00,12.51,Card,,Delivered
O0003858,C002152,2025-04-26,Web,4,1,FC-South,Metro Post,2025-04-30,2025-04-26,2025-04-30,0.00,8.60,Card,SAVE15,Delivered
O0003859,C002153,2024-09-29,Web,1,1,FC-Central,Regional Freight,2024-10-04,2024-09-29,2024-10-07,0.00,6.86,Digital Wallet,SAVE15,Delivered
O0003860,C002154,2024-09-28,Marketplace,1,1,FC-Central,Metro Post,2024-10-03,2024-09-28,2024-10-02,0.00,6.80,Digital Wallet,SAVE15,Delivered
O0003861,C002155,2024-09-28,Web,1,1,FC-Central,Metro Post,2024-10-03,2024-09-28,2024-10-03,0.00,6.98,Card,SAVE15,Delivered
O0003862,C002155,2024-12-09,Web,2,1,FC-Central,Swiftline,2024-12-12,2024-12-09,2024-12-10,0.00,20.77,Card,CLEAR40,Delivered
O0003863,C002156,2024-09-30,Mobile App,1,1,FC-South,Swiftline,2024-10-04,2024-09-30,2024-10-03,0.00,6.62,Card,,Delivered
O0003864,C002157,2024-09-28,Marketplace,1,1,FC-North,Swiftline,2024-10-02,2024-09-28,2024-09-30,0.00,4.81,Card,WELCOME10,Delivered
O0003865,C002158,2024-10-02,Web,1,1,FC-North,Swiftline,2024-10-04,2024-10-02,2024-10-04,0.00,4.59,Digital Wallet,,Delivered
O0003866,C002158,2024-10-16,Mobile App,2,1,FC-North,Swiftline,2024-10-21,2024-10-16,2024-10-21,0.00,5.23,Card,CLEAR40,Delivered
O0003867,C002158,2024-12-26,Store,3,0,Store Pickup,,,,,0.00,0.00,Card,,Collected
O0003868,C002158,2025-06-03,Web,4,1,FC-North,Metro Post,2025-06-07,2025-06-03,2025-06-06,0.00,10.01,Card,,Delivered
O0003869,C002158,2025-10-16,Web,5,1,FC-North,Swiftline,2025-10-21,2025-10-16,2025-10-21,0.00,5.68,Card,SEASON20,Delivered
O0003870,C002159,2024-09-30,Mobile App,1,1,FC-South,Metro Post,2024-10-03,2024-10-01,2024-10-03,0.00,6.75,Gift Card,,Delivered
O0003871,C002160,2024-09-29,Marketplace,1,1,FC-Central,Swiftline,2024-10-02,2024-09-30,2024-10-01,0.00,7.15,Card,WELCOME10,Delivered
O0003872,C002161,2024-09-29,Marketplace,1,1,FC-South,Metro Post,2024-10-02,2024-09-29,2024-10-02,0.00,3.16,Card,SEASON20,Delivered
O0003873,C002161,2024-12-01,Mobile App,2,1,FC-South,Metro Post,2024-12-03,2024-12-02,2024-12-03,0.00,6.29,Digital Wallet,CLEAR40,Delivered
O0003874,C002162,2024-09-29,Mobile App,1,1,FC-North,Regional Freight,2024-10-03,2024-09-30,2024-10-04,0.00,16.71,Buy Now Pay Later,CLEAR40,Delivered
O0003875,C002163,2024-09-30,Web,1,1,FC-North,Metro Post,2024-10-02,2024-10-02,2024-10-03,0.00,3.15,Digital Wallet,FLASH25,Delivered
O0003876,C002164,2024-09-29,Marketplace,1,1,FC-Central,Metro Post,2024-10-03,2024-10-01,2024-10-03,0.00,3.73,Digital Wallet,WELCOME10,Delivered
O0003877,C002165,2024-10-01,Mobile App,1,1,FC-South,Regional Freight,2024-10-05,2024-10-01,2024-10-05,0.00,4.43,Card,SAVE15,Delivered
O0003878,C002166,2024-10-03,Web,1,1,FC-Central,Metro Post,2024-10-06,2024-10-04,2024-10-05,0.00,8.97,Card,CLEAR40,Delivered
O0003879,C002167,2024-10-01,Mobile App,1,1,FC-South,Regional Freight,2024-10-05,2024-10-01,2024-10-05,0.00,4.03,Digital Wallet,,Delivered
O0003880,C002168,2024-10-01,Mobile App,1,1,FC-Central,Regional Freight,2024-10-05,2024-10-01,2024-10-14,0.00,3.60,Card,SEASON20,Delivered
O0003881,C002169,2024-10-01,Web,1,1,FC-South,Metro Post,2024-10-03,2024-10-01,2024-10-03,0.00,8.50,Card,FLASH25,Delivered
O0003882,C002170,2024-10-01,Web,1,1,FC-North,Metro Post,2024-10-06,2024-10-03,2024-10-05,4.99,3.00,Card,WELCOME10,Delivered
O0003883,C002170,2025-02-15,Store,2,0,Store Pickup,,,,,0.00,0.00,Digital Wallet,CLEAR40,Collected
O0003884,C002170,2025-05-17,Store,3,0,Store Pickup,,,,,0.00,0.00,Card,WELCOME10,Collected
O0003885,C002170,2025-07-21,Web,4,1,FC-North,Regional Freight,2025-07-23,2025-07-22,2025-07-23,0.00,8.91,Digital Wallet,SAVE15,Delivered
O0003886,C002171,2024-10-02,Marketplace,1,1,FC-South,Regional Freight,2024-10-05,2024-10-02,2024-10-14,4.99,2.33,Card,,Delivered
O0003887,C002172,2024-10-02,Mobile App,1,1,FC-South,Metro Post,2024-10-06,2024-10-02,2024-10-06,0.00,6.65,Digital Wallet,SEASON20,Delivered
O0003888,C002173,2024-10-02,Mobile App,1,1,FC-South,Metro Post,2024-10-05,2024-10-02,2024-10-07,0.00,10.89,Card,WELCOME10,Delivered
O0003889,C002174,2024-10-01,Marketplace,1,1,FC-North,Swiftline,2024-10-04,2024-10-02,2024-10-04,0.00,13.71,Card,,Delivered
O0003890,C002174,2025-02-15,Web,2,1,FC-North,Swiftline,2025-02-20,2025-02-15,2025-02-18,0.00,7.34,Card,,Delivered
O0003891,C002174,2025-03-15,Web,3,1,FC-North,Swiftline,2025-03-20,2025-03-16,2025-03-19,0.00,6.95,Gift Card,WELCOME10,Delivered
O0003892,C002174,2025-06-30,Mobile App,4,1,FC-North,Swiftline,2025-07-02,2025-06-30,2025-07-02,0.00,13.49,Card,SAVE15,Delivered
O0003893,C002174,2025-10-07,Store,5,0,Store Pickup,,,,,0.00,0.00,Card,SEASON20,Collected
O0003894,C002175,2024-10-05,Web,1,1,FC-South,Swiftline,2024-10-09,2024-10-05,2024-10-09,0.00,15.43,Card,SAVE15,Delivered
O0003895,C002175,2024-11-10,Marketplace,2,1,FC-South,Swiftline,2024-11-13,2024-11-10,2024-11-13,0.00,20.86,Card,WELCOME10,Delivered
O0003896,C002175,2024-12-16,Marketplace,3,1,FC-South,Swiftline,2024-12-18,2024-12-16,2024-12-17,0.00,6.40,Gift Card,,Delivered
O0003897,C002176,2024-10-04,Marketplace,1,1,FC-Central,Swiftline,2024-10-07,2024-10-04,2024-10-07,0.00,5.21,Card,FLASH25,Delivered
O0003898,C002176,2025-01-25,Marketplace,2,1,FC-Central,Swiftline,2025-01-29,2025-01-25,2025-01-27,0.00,12.86,Card,,Delivered
O0003899,C002176,2025-05-10,Marketplace,3,1,FC-Central,Metro Post,2025-05-15,2025-05-11,2025-05-14,0.00,3.56,Gift Card,WELCOME10,Delivered
O0003900,C002177,2024-10-01,Web,1,1,FC-South,Regional Freight,2024-10-04,2024-10-02,2024-10-04,0.00,6.86,Card,SAVE15,Delivered
O0003901,C002178,2024-10-01,Marketplace,1,1,FC-South,Metro Post,2024-10-06,2024-10-02,2024-10-06,0.00,8.22,Card,SEASON20,Delivered
O0003902,C002179,2024-10-02,Store,1,0,Store Pickup,,,,,0.00,0.00,Card,,Collected
O0003903,C002179,2024-12-06,Mobile App,2,1,FC-Central,Metro Post,2024-12-09,2024-12-06,2024-12-08,0.00,10.34,Card,SEASON20,Delivered
O0003904,C002179,2025-01-23,Web,3,1,FC-Central,Regional Freight,2025-01-26,2025-01-23,2025-01-25,4.99,7.03,Card,,Delivered
O0003905,C002179,2025-03-13,Web,4,1,FC-Central,Metro Post,2025-03-17,2025-03-13,2025-03-17,4.99,3.44,Card,FLASH25,Delivered
O0003906,C002180,2024-10-01,Store,1,0,Store Pickup,,,,,0.00,0.00,Card,SAVE15,Collected
O0003907,C002180,2024-12-21,Mobile App,2,1,FC-Central,Metro Post,2024-12-26,2024-12-21,2024-12-26,0.00,3.50,Card,FLASH25,Delivered
O0003908,C002181,2024-10-04,Web,1,1,FC-North,Swiftline,2024-10-06,2024-10-06,2024-10-07,0.00,10.54,Card,FLASH25,Delivered
O0003909,C002182,2024-10-02,Web,1,1,FC-North,Regional Freight,2024-10-07,2024-10-02,2024-10-07,0.00,3.14,Card,CLEAR40,Delivered
O0003910,C002183,2024-10-03,Web,1,1,FC-South,Swiftline,2024-10-08,2024-10-05,2024-10-07,0.00,29.68,Card,FLASH25,Delivered
O0003911,C002184,2024-10-04,Store,1,0,Store Pickup,,,,,0.00,0.00,Card,SEASON20,Collected
O0003912,C002184,2024-10-28,Marketplace,2,1,FC-South,Regional Freight,2024-10-30,2024-10-29,2024-11-01,0.00,5.33,Card,,Delivered
O0003913,C002184,2024-12-06,Mobile App,3,1,FC-South,Regional Freight,2024-12-08,2024-12-07,2024-12-08,4.99,2.45,Card,SEASON20,Delivered
O0003914,C002184,2025-03-06,Mobile App,4,1,FC-South,Swiftline,2025-03-09,2025-03-06,2025-03-08,0.00,5.45,Card,WELCOME10,Delivered
O0003915,C002185,2024-10-04,Marketplace,1,1,FC-North,Metro Post,2024-10-08,2024-10-04,2024-10-06,0.00,3.49,Digital Wallet,,Delivered
O0003916,C002186,2024-10-01,Web,1,1,FC-North,Swiftline,2024-10-04,2024-10-02,2024-10-03,0.00,11.78,Gift Card,SAVE15,Delivered
O0003917,C002187,2024-10-03,Web,1,1,FC-North,Metro Post,2024-10-07,2024-10-03,2024-10-06,0.00,11.63,Card,FLASH25,Delivered
O0003918,C002188,2024-10-04,Web,1,1,FC-South,Regional Freight,2024-10-06,2024-10-06,2024-10-08,0.00,6.03,Card,FLASH25,Delivered
O0003919,C002188,2025-01-08,Mobile App,2,1,FC-South,Swiftline,2025-01-12,2025-01-09,2025-01-10,0.00,24.40,Card,CLEAR40,Delivered
O0003920,C002189,2024-10-03,Store,1,0,Store Pickup,,,,,0.00,0.00,Buy Now Pay Later,,Collected
O0003921,C002189,2024-11-21,Marketplace,2,1,FC-North,Swiftline,2024-11-26,2024-11-21,2024-11-24,0.00,12.88,Card,CLEAR40,Delivered
O0003922,C002190,2024-10-01,Mobile App,1,1,FC-Central,Regional Freight,2024-10-03,2024-10-02,2024-10-03,0.00,7.56,Digital Wallet,,Delivered
O0003923,C002191,2024-10-04,Marketplace,1,1,FC-Central,Swiftline,2024-10-08,2024-10-04,2024-10-06,0.00,8.44,Digital Wallet,SEASON20,Delivered
O0003924,C002191,2024-11-17,Marketplace,2,1,FC-Central,Swiftline,2024-11-19,2024-11-18,2024-11-19,0.00,13.39,Digital Wallet,WELCOME10,Delivered
O0003925,C002191,2025-02-10,Marketplace,3,1,FC-Central,Swiftline,2025-02-13,2025-02-10,2025-02-12,0.00,6.57,Card,FLASH25,Delivered
O0003926,C002192,2024-10-05,Web,1,1,FC-South,Metro Post,2024-10-10,2024-10-05,2024-10-08,0.00,7.89,Card,CLEAR40,Delivered
O0003927,C002193,2024-10-04,Marketplace,1,1,FC-South,Metro Post,2024-10-08,2024-10-04,2024-10-08,0.00,6.33,Card,,Delivered
O0003928,C002193,2024-11-04,Web,2,1,FC-South,Swiftline,2024-11-07,2024-11-04,2024-11-06,0.00,7.55,Digital Wallet,,Delivered
O0003929,C002194,2024-10-03,Mobile App,1,1,FC-North,Swiftline,2024-10-05,2024-10-03,2024-10-04,0.00,5.56,Card,FLASH25,Delivered
O0003930,C002194,2025-01-14,Store,2,0,Store Pickup,,,,,0.00,0.00,Card,,Collected
O0003931,C002194,2025-04-05,Web,3,1,FC-North,Swiftline,2025-04-09,2025-04-06,2025-04-08,0.00,4.85,Card,SAVE15,Delivered
O0003932,C002195,2024-10-03,Web,1,1,FC-Central,Regional Freight,2024-10-06,2024-10-05,2024-10-06,0.00,5.96,Card,,Delivered
O0003933,C002195,2025-03-07,Mobile App,2,1,FC-Central,Metro Post,2025-03-09,2025-03-08,2025-03-09,0.00,4.01,Card,,Delivered
O0003934,C002196,2024-10-02,Web,1,1,FC-South,Metro Post,2024-10-06,2024-10-02,2024-10-06,0.00,3.03,Buy Now Pay Later,FLASH25,Delivered
O0003935,C002196,2024-12-11,Web,2,1,FC-South,Swiftline,2024-12-15,2024-12-12,2024-12-13,0.00,6.43,Digital Wallet,FLASH25,Delivered
O0003936,C002196,2025-01-20,Store,3,0,Store Pickup,,,,,0.00,0.00,Digital Wallet,SAVE15,Collected
O0003937,C002196,2025-07-05,Store,4,0,Store Pickup,,,,,0.00,0.00,Digital Wallet,,Collected
O0003938,C002196,2025-10-03,Marketplace,5,1,FC-South,Swiftline,2025-10-06,2025-10-04,2025-10-05,0.00,4.87,Card,,Delivered
O0003939,C002196,2025-11-05,Marketplace,6,1,FC-South,Regional Freight,2025-11-09,2025-11-05,2025-11-10,0.00,7.42,Card,,Delivered
O0003940,C002196,2026-01-08,Mobile App,7,1,FC-South,Metro Post,2026-01-11,2026-01-08,2026-01-09,0.00,4.61,Card,FLASH25,Delivered
O0003941,C002197,2024-10-03,Mobile App,1,1,FC-Central,Swiftline,2024-10-05,2024-10-03,2024-10-04,0.00,7.46,Card,WELCOME10,Delivered
O0003942,C002197,2024-11-20,Store,2,0,Store Pickup,,,,,0.00,0.00,Card,SAVE15,Collected
O0003943,C002197,2025-01-08,Mobile App,3,1,FC-Central,Regional Freight,2025-01-13,2025-01-08,2025-01-12,0.00,2.99,Card,SAVE15,Delivered
O0003944,C002197,2025-04-02,Mobile App,4,1,FC-Central,Swiftline,2025-04-06,2025-04-02,2025-04-06,0.00,10.34,Card,WELCOME10,Delivered
O0003945,C002198,2024-10-03,Web,1,1,FC-North,Metro Post,2024-10-07,2024-10-03,2024-10-06,0.00,7.24,Digital Wallet,,Delivered
O0003946,C002199,2024-10-06,Marketplace,1,1,FC-South,Metro Post,2024-10-08,2024-10-06,2024-10-07,0.00,3.90,Card,,Delivered
O0003947,C002200,2024-10-03,Marketplace,1,1,FC-South,Regional Freight,2024-10-06,2024-10-04,2024-10-06,0.00,5.57,Card,FLASH25,Delivered
