cohort_month,first_order_experience,activity_month,period_index,cohort_customers,active_customers,orders,net_revenue,contribution_margin,active_rate,cumulative_contribution_margin,cumulative_margin_per_customer
2024-05-01,Delivered late,2024-06-01,1,25,1,1,52.72,-2.75,0.04,1538.91,61.56
2024-05-01,Delivered late,2024-07-01,2,25,4,4,992.81,280.1,0.16,1819.01,72.76
2024-05-01,Delivered late,2024-08-01,3,25,1,1,258.50,77.85,0.04,1896.86,75.87
2024-05-01,Delivered late,2024-09-01,4,25,3,3,1011.18,204.27,0.12,2101.13,84.05
2024-05-01,Delivered late,2024-10-01,5,25,1,1,44.92,31.3,0.04,2132.43,85.3
2024-05-01,Delivered late,2024-11-01,6,25,1,1,208.78,82.39,0.04,2214.82,88.59
2024-05-01,Delivered late,2024-12-01,7,25,1,1,197.88,74.48,0.04,2289.3,91.57
2024-05-01,Delivered late,2025-01-01,8,25,0,0,0.00,0.0,0.0,2289.3,91.57
2024-05-01,Delivered late,2025-02-01,9,25,0,0,0.00,0.0,0.0,2289.3,91.57
2024-05-01,Delivered late,2025-03-01,10,25,0,0,0.00,0.0,0.0,2289.3,91.57
2024-05-01,Delivered late,2025-04-01,11,25,0,0,0.00,0.0,0.0,2289.3,91.57
2024-05-01,Delivered late,2025-05-01,12,25,1,1,47.86,20.91,0.04,2310.21,92.41
2024-05-01,Delivered late,2025-06-01,13,25,0,0,0.00,0.0,0.0,2310.21,92.41
2024-05-01,Delivered late,2025-07-01,14,25,0,0,0.00,0.0,0.0,2310.21,92.41
2024-05-01,Delivered late,2025-08-01,15,25,0,0,0.00,0.0,0.0,2310.21,92.41
2024-05-01,Delivered late,2025-09-01,16,25,0,0,0.00,0.0,0.0,2310.21,92.41
2024-05-01,Delivered late,2025-10-01,17,25,0,0,0.00,0.0,0.0,2310.21,92.41
2024-05-01,Delivered late,2025-11-01,18,25,0,0,0.00,0.0,0.0,2310.21,92.41
2024-05-01,Delivered late,2025-12-01,19,25,0,0,0.00,0.0,0.0,2310.21,92.41
2024-05-01,Delivered late,2026-01-01,20,25,0,0,0.00,0.0,0.0,2310.21,92.41
2024-05-01,Delivered late,2026-02-01,21,25,0,0,0.00,0.0,0.0,2310.21,92.41
2024-05-01,Delivered late,2026-03-01,22,25,0,0,0.00,0.0,0.0,2310.21,92.41
2024-05-01,Delivered late,2026-04-01,23,25,0,0,0.00,0.0,0.0,2310.21,92.41
2024-05-01,Delivered late,2026-05-01,24,25,0,0,0.00,0.0,0.0,2310.21,92.41
2024-05-01,Delivered late,2026-06-01,25,25,0,0,0.00,0.0,0.0,2310.21,92.41
2024-09-01,Delivered late,2024-09-01,0,23,23,23,4020.42,1484.83,1.0,1484.83,64.56
2024-09-01,Delivered late,2024-10-01,1,23,1,1,299.99,135.06,0.0435,1619.89,70.43
2024-09-01,Delivered late,2024-11-01,2,23,3,3,888.88,160.91,0.1304,1780.8,77.43
2024-09-01,Delivered late,2024-12-01,3,23,2,3,731.41,199.42,0.087,1980.22,86.1
2024-09-01,Delivered late,2025-01-01,4,23,1,1,332.26,129.07,0.0435,2109.29,91.71
2024-09-01,Delivered late,2025-02-01,5,23,0,0,0.00,0.0,0.0,2109.29,91.71
2024-09-01,Delivered late,2025-03-01,6,23,0,0,0.00,0.0,0.0,2109.29,91.71
2024-09-01,Delivered late,2025-04-01,7,23,0,0,0.00,0.0,0.0,2109.29,91.71
2024-09-01,Delivered late,2025-05-01,8,23,0,0,0.00,0.0,0.0,2109.29,91.71
2024-09-01,Delivered late,2025-06-01,9,23,0,0,0.00,0.0,0.0,2109.29,91.71
2024-09-01,Delivered late,2025-07-01,10,23,0,0,0.00,0.0,0.0,2109.29,91.71
2024-09-01,Delivered late,2025-08-01,11,23,0,0,0.00,0.0,0.0,2109.29,91.71
2024-09-01,Delivered late,2025-09-01,12,23,0,0,0.00,0.0,0.0,2109.29,91.71
2024-09-01,Delivered late,2025-10-01,13,23,0,0,0.00,0.0,0.0,2109.29,91.71
2024-09-01,Delivered late,2025-11-01,14,23,0,0,0.00,0.0,0.0,2109.29,91.71
2024-09-01,Delivered late,2025-12-01,15,23,0,0,0.00,0.0,0.0,2109.29,91.71
2024-09-01,Delivered late,2026-01-01,16,23,0,0,0.00,0.0,0.0,2109.29,91.71
2024-09-01,Delivered late,2026-02-01,17,23,0,0,0.00,0.0,0.0,2109.29,91.71
2024-09-01,Delivered late,2026-03-01,18,23,0,0,0.00,0.0,0.0,2109.29,91.71
2024-09-01,Delivered late,2026-04-01,19,23,0,0,0.00,0.0,0.0,2109.29,91.71
2024-09-01,Delivered late,2026-05-01,20,23,0,0,0.00,0.0,0.0,2109.29,91.71
2024-09-01,Delivered late,2026-06-01,21,23,0,0,0.00,0.0,0.0,2109.29,91.71
2025-03-01,Returned,2025-03-01,0,64,64,65,21959.66,2601.84,1.0,2601.84,40.65
2025-03-01,Returned,2025-04-01,1,64,9,9,3868.38,1118.61,0.1406,3720.45,58.13
2025-03-01,Returned,2025-05-01,2,64,13,13,2881.75,734.31,0.2031,4454.76,69.61
2025-03-01,Returned,2025-06-01,3,64,6,6,2722.92,-435.0,0.0938,4019.76,62.81
2025-03-01,Returned,2025-07-01,4,64,6,6,1266.19,446.4,0.0938,4466.16,69.78
2025-03-01,Returned,2025-08-01,5,64,4,4,714.35,262.56,0.0625,4728.72,73.89
2025-03-01,Returned,2025-09-01,6,64,4,4,1787.56,500.79,0.0625,5229.51,81.71
2025-03-01,Returned,2025-10-01,7,64,4,4,778.91,273.22,0.0625,5502.73,85.98
2025-03-01,Returned,2025-11-01,8,64,3,3,1437.44,350.71,0.0469,5853.44,91.46
2025-03-01,Returned,2025-12-01,9,64,2,2,455.56,116.57,0.0313,5970.01,93.28
2025-03-01,Returned,2026-01-01,10,64,0,0,0.00,0.0,0.0,5970.01,93.28
2025-03-01,Returned,2026-02-01,11,64,1,1,200.57,118.98,0.0156,6088.99,95.14
2025-03-01,Returned,2026-03-01,12,64,1,1,105.15,-2.96,0.0156,6086.03,95.09
2025-03-01,Returned,2026-04-01,13,64,0,0,0.00,0.0,0.0,6086.03,95.09
2025-03-01,Returned,2026-05-01,14,64,0,0,0.00,0.0,0.0,6086.03,95.09
2025-03-01,Returned,2026-06-01,15,64,0,0,0.00,0.0,0.0,6086.03,95.09
2025-05-01,Late and returned,2025-05-01,0,14,14,14,3678.81,543.29,1.0,543.29,38.81
2025-05-01,Late and returned,2025-06-01,1,14,3,3,1013.74,200.21,0.2143,743.5,53.11
2025-05-01,Late and returned,2025-07-01,2,14,1,1,249.54,100.97,0.0714,844.47,60.32
2025-05-01,Late and returned,2025-08-01,3,14,2,2,235.82,37.25,0.1429,881.72,62.98
2025-05-01,Late and returned,2025-09-01,4,14,1,1,164.80,53.62,0.0714,935.34,66.81
2025-05-01,Late and returned,2025-10-01,5,14,0,0,0.00,0.0,0.0,935.34,66.81
2025-05-01,Late and returned,2025-11-01,6,14,0,0,0.00,0.0,0.0,935.34,66.81
2025-05-01,Late and returned,2025-12-01,7,14,0,0,0.00,0.0,0.0,935.34,66.81
2025-05-01,Late and returned,2026-01-01,8,14,0,0,0.00,0.0,0.0,935.34,66.81
2025-05-01,Late and returned,2026-02-01,9,14,0,0,0.00,0.0,0.0,935.34,66.81
2025-05-01,Late and returned,2026-03-01,10,14,0,0,0.00,0.0,0.0,935.34,66.81
2025-05-01,Late and returned,2026-04-01,11,14,0,0,0.00,0.0,0.0,935.34,66.81
2025-05-01,Late and returned,2026-05-01,12,14,0,0,0.00,0.0,0.0,935.34,66.81
2025-05-01,Late and returned,2026-06-01,13,14,0,0,0.00,0.0,0.0,935.34,66.81
2025-06-01,Returned,2025-06-01,0,76,76,77,22976.69,3003.06,1.0,3003.06,39.51
2025-06-01,Returned,2025-07-01,1,76,8,8,4276.80,405.36,0.1053,3408.42,44.85
2025-06-01,Returned,2025-08-01,2,76,7,8,3347.08,1114.4,0.0921,4522.82,59.51
2025-06-01,Returned,2025-09-01,3,76,7,7,1931.31,560.79,0.0921,5083.61,66.89
2025-06-01,Returned,2025-10-01,4,76,5,5,931.26,166.39,0.0658,5250.0,69.08
2025-06-01,Returned,2025-11-01,5,76,5,5,563.80,-33.25,0.0658,5216.75,68.64
2025-06-01,Returned,2025-12-01,6,76,4,4,710.57,185.28,0.0526,5402.03,71.08
2025-06-01,Returned,2026-01-01,7,76,4,4,952.31,240.91,0.0526,5642.94,74.25
2025-06-01,Returned,2026-02-01,8,76,1,1,454.67,171.89,0.0132,5814.83,76.51
2025-06-01,Returned,2026-03-01,9,76,1,1,257.96,112.78,0.0132,5927.61,77.99
2025-06-01,Returned,2026-04-01,10,76,0,0,0.00,0.0,0.0,5927.61,77.99
2025-06-01,Returned,2026-05-01,11,76,1,1,28.80,16.23,0.0132,5943.84,78.21
2025-06-01,Returned,2026-06-01,12,76,0,0,0.00,0.0,0.0,5943.84,78.21
2025-07-01,Delivered late,2025-07-01,0,29,29,29,8796.34,2157.92,1.0,2157.92,74.41
2025-07-01,Delivered late,2025-08-01,1,29,2,2,177.82,63.09,0.069,2221.01,76.59
2025-07-01,Delivered late,2025-09-01,2,29,0,0,0.00,0.0,0.0,2221.01,76.59
2025-07-01,Delivered late,2025-10-01,3,29,2,2,361.58,228.71,0.069,2449.72,84.47
2025-07-01,Delivered late,2025-11-01,4,29,0,0,0.00,0.0,0.0,2449.72,84.47
2025-07-01,Delivered late,2025-12-01,5,29,1,1,454.15,73.94,0.0345,2523.66,87.02
2025-07-01,Delivered late,2026-01-01,6,29,0,0,0.00,0.0,0.0,2523.66,87.02
2025-07-01,Delivered late,2026-02-01,7,29,1,1,207.42,128.67,0.0345,2652.33,91.46
2025-07-01,Delivered late,2026-03-01,8,29,0,0,0.00,0.0,0.0,2652.33,91.46
2025-07-01,Delivered late,2026-04-01,9,29,0,0,0.00,0.0,0.0,2652.33,91.46
2025-07-01,Delivered late,2026-05-01,10,29,0,0,0.00,0.0,0.0,2652.33,91.46
2025-07-01,Delivered late,2026-06-01,11,29,0,0,0.00,0.0,0.0,2652.33,91.46
2026-04-01,Delivered late,2026-04-01,0,28,28,28,5982.82,1615.8,1.0,1615.8,57.71
2026-04-01,Delivered late,2026-05-01,1,28,1,1,105.15,57.32,0.0357,1673.12,59.75
2026-04-01,Delivered late,2026-06-01,2,28,1,1,30.65,3.7,0.0357,1676.82,59.89
2025-01-01,Delivered late,2025-01-01,0,18,18,18,3943.13,926.09,1.0,926.09,51.45
2025-01-01,Delivered late,2025-02-01,1,18,1,1,220.98,71.68,0.0556,997.77,55.43
2025-01-01,Delivered late,2025-03-01,2,18,1,1,65.52,31.85,0.0556,1029.62,57.2
2025-01-01,Delivered late,2025-04-01,3,18,2,2,187.97,-6.87,0.1111,1022.75,56.82
2025-01-01,Delivered late,2025-05-01,4,18,1,1,65.53,0.84,0.0556,1023.59,56.87
2025-01-01,Delivered late,2025-06-01,5,18,0,0,0.00,0.0,0.0,1023.59,56.87
2025-01-01,Delivered late,2025-07-01,6,18,0,0,0.00,0.0,0.0,1023.59,56.87
2025-01-01,Delivered late,2025-08-01,7,18,0,0,0.00,0.0,0.0,1023.59,56.87
2025-01-01,Delivered late,2025-09-01,8,18,0,0,0.00,0.0,0.0,1023.59,56.87
2025-01-01,Delivered late,2025-10-01,9,18,0,0,0.00,0.0,0.0,1023.59,56.87
2025-01-01,Delivered late,2025-11-01,10,18,0,0,0.00,0.0,0.0,1023.59,56.87
2025-01-01,Delivered late,2025-12-01,11,18,0,0,0.00,0.0,0.0,1023.59,56.87
2025-01-01,Delivered late,2026-01-01,12,18,0,0,0.00,0.0,0.0,1023.59,56.87
2025-01-01,Delivered late,2026-02-01,13,18,0,0,0.00,0.0,0.0,1023.59,56.87
2025-01-01,Delivered late,2026-03-01,14,18,0,0,0.00,0.0,0.0,1023.59,56.87
2025-01-01,Delivered late,2026-04-01,15,18,0,0,0.00,0.0,0.0,1023.59,56.87
2025-01-01,Delivered late,2026-05-01,16,18,0,0,0.00,0.0,0.0,1023.59,56.87
2025-01-01,Delivered late,2026-06-01,17,18,0,0,0.00,0.0,0.0,1023.59,56.87
2025-03-01,Late and returned,2025-03-01,0,10,10,10,2535.38,344.82,1.0,344.82,34.48
2025-03-01,Late and returned,2025-04-01,1,10,0,0,0.00,0.0,0.0,344.82,34.48
2025-03-01,Late and returned,2025-05-01,2,10,2,2,715.69,142.67,0.2,487.49,48.75
2025-03-01,Late and returned,2025-06-01,3,10,0,0,0.00,0.0,0.0,487.49,48.75
2025-03-01,Late and returned,2025-07-01,4,10,1,1,106.54,42.1,0.1,529.59,52.96
2025-03-01,Late and returned,2025-08-01,5,10,0,0,0.00,0.0,0.0,529.59,52.96
2025-03-01,Late and returned,2025-09-01,6,10,0,0,0.00,0.0,0.0,529.59,52.96
2025-03-01,Late and returned,2025-10-01,7,10,0,0,0.00,0.0,0.0,529.59,52.96
2025-03-01,Late and returned,2025-11-01,8,10,0,0,0.00,0.0,0.0,529.59,52.96
2025-03-01,Late and returned,2025-12-01,9,10,0,0,0.00,0.0,0.0,529.59,52.96
2025-03-01,Late and returned,2026-01-01,10,10,0,0,0.00,0.0,0.0,529.59,52.96
2025-03-01,Late and returned,2026-02-01,11,10,0,0,0.00,0.0,0.0,529.59,52.96
2025-03-01,Late and returned,2026-03-01,12,10,0,0,0.00,0.0,0.0,529.59,52.96
2025-03-01,Late and returned,2026-04-01,13,10,0,0,0.00,0.0,0.0,529.59,52.96
2025-03-01,Late and returned,2026-05-01,14,10,0,0,0.00,0.0,0.0,529.59,52.96
2025-03-01,Late and returned,2026-06-01,15,10,0,0,0.00,0.0,0.0,529.59,52.96
2025-05-01,Returned,2025-05-01,0,74,74,74,24918.45,4214.6,1.0,4214.6,56.95
2025-05-01,Returned,2025-06-01,1,74,10,10,2327.43,481.82,0.1351,4696.42,63.47
2025-05-01,Returned,2025-07-01,2,74,15,15,4374.99,1093.58,0.2027,5790.0,78.24
2025-05-01,Returned,2025-08-01,3,74,4,4,2482.75,560.0,0.0541,6350.0,85.81
2025-05-01,Returned,2025-09-01,4,74,5,5,1013.93,106.27,0.0676,6456.27,87.25
2025-05-01,Returned,2025-10-01,5,74,5,5,1553.37,383.52,0.0676,6839.79,92.43
2025-05-01,Returned,2025-11-01,6,74,2,2,134.16,83.71,0.027,6923.5,93.56
2025-05-01,Returned,2025-12-01,7,74,1,1,322.01,-130.71,0.0135,6792.79,91.79
2025-05-01,Returned,2026-01-01,8,74,3,3,291.54,144.11,0.0405,6936.9,93.74
2025-05-01,Returned,2026-02-01,9,74,2,2,734.16,263.3,0.027,7200.2,97.3
2025-05-01,Returned,2026-03-01,10,74,2,2,678.15,-186.04,0.027,7014.16,94.79
2025-05-01,Returned,2026-04-01,11,74,2,2,279.04,119.94,0.027,7134.1,96.41
2025-05-01,Returned,2026-05-01,12,74,1,1,190.35,-33.23,0.0135,7100.87,95.96
2025-05-01,Returned,2026-06-01,13,74,0,0,0.00,0.0,0.0,7100.87,95.96
2025-06-01,Late and returned,2025-06-01,0,14,14,14,2992.24,638.1,1.0,638.1,45.58
2025-06-01,Late and returned,2025-07-01,1,14,1,1,277.82,41.05,0.0714,679.15,48.51
2025-06-01,Late and returned,2025-08-01,2,14,2,2,256.99,120.19,0.1429,799.34,57.1
2025-06-01,Late and returned,2025-09-01,3,14,1,1,487.10,77.9,0.0714,877.24,62.66
2025-06-01,Late and returned,2025-10-01,4,14,0,0,0.00,0.0,0.0,877.24,62.66
2025-06-01,Late and returned,2025-11-01,5,14,0,0,0.00,0.0,0.0,877.24,62.66
2025-06-01,Late and returned,2025-12-01,6,14,0,0,0.00,0.0,0.0,877.24,62.66
2025-06-01,Late and returned,2026-01-01,7,14,0,0,0.00,0.0,0.0,877.24,62.66
2025-06-01,Late and returned,2026-02-01,8,14,0,0,0.00,0.0,0.0,877.24,62.66
2025-06-01,Late and returned,2026-03-01,9,14,0,0,0.00,0.0,0.0,877.24,62.66
2025-06-01,Late and returned,2026-04-01,10,14,0,0,0.00,0.0,0.0,877.24,62.66
2025-06-01,Late and returned,2026-05-01,11,14,0,0,0.00,0.0,0.0,877.24,62.66
2025-06-01,Late and returned,2026-06-01,12,14,0,0,0.00,0.0,0.0,877.24,62.66
2025-08-01,Delivered late,2025-08-01,0,17,17,17,5723.06,1259.48,1.0,1259.48,74.09
2025-08-01,Delivered late,2025-09-01,1,17,1,1,213.44,46.6,0.0588,1306.08,76.83
2025-08-01,Delivered late,2025-10-01,2,17,1,1,73.72,-3.07,0.0588,1303.01,76.65
2025-08-01,Delivered late,2025-11-01,3,17,1,1,321.72,149.18,0.0588,1452.19,85.42
2025-08-01,Delivered late,2025-12-01,4,17,1,1,122.76,-2.67,0.0588,1449.52,85.27
2025-08-01,Delivered late,2026-01-01,5,17,2,2,712.55,221.81,0.1176,1671.33,98.31
2025-08-01,Delivered late,2026-02-01,6,17,0,0,0.00,0.0,0.0,1671.33,98.31
2025-08-01,Delivered late,2026-03-01,7,17,1,1,507.18,59.33,0.0588,1730.66,101.8
2025-08-01,Delivered late,2026-04-01,8,17,0,0,0.00,0.0,0.0,1730.66,101.8
2025-08-01,Delivered late,2026-05-01,9,17,0,0,0.00,0.0,0.0,1730.66,101.8
2025-08-01,Delivered late,2026-06-01,10,17,0,0,0.00,0.0,0.0,1730.66,101.8
2024-06-01,Returned,2024-06-01,0,59,59,59,19400.75,1935.44,1.0,1935.44,32.8
2024-06-01,Returned,2024-07-01,1,59,13,13,3738.53,669.79,0.2203,2605.23,44.16
2024-06-01,Returned,2024-08-01,2,59,8,8,2497.38,585.3,0.1356,3190.53,54.08
2024-06-01,Returned,2024-09-01,3,59,5,5,1805.33,204.94,0.0847,3395.47,57.55
2024-06-01,Returned,2024-10-01,4,59,4,5,2324.44,384.32,0.0678,3779.79,64.06
2024-06-01,Returned,2024-11-01,5,59,5,5,1921.83,234.34,0.0847,4014.13,68.04
2024-06-01,Returned,2024-12-01,6,59,4,4,858.75,-256.31,0.0678,3757.82,63.69
2024-06-01,Returned,2025-01-01,7,59,0,0,0.00,0.0,0.0,3757.82,63.69
2024-06-01,Returned,2025-02-01,8,59,2,2,107.68,49.25,0.0339,3807.07,64.53
2024-06-01,Returned,2025-03-01,9,59,1,1,83.25,38.01,0.0169,3845.08,65.17
2024-06-01,Returned,2025-04-01,10,59,0,0,0.00,0.0,0.0,3845.08,65.17
2024-06-01,Returned,2025-05-01,11,59,1,1,120.56,60.7,0.0169,3905.78,66.2
2024-06-01,Returned,2025-06-01,12,59,0,0,0.00,0.0,0.0,3905.78,66.2
2024-06-01,Returned,2025-07-01,13,59,0,0,0.00,0.0,0.0,3905.78,66.2
2024-06-01,Returned,2025-08-01,14,59,0,0,0.00,0.0,0.0,3905.78,66.2
2024-06-01,Returned,2025-09-01,15,59,0,0,0.00,0.0,0.0,3905.78,66.2
2024-06-01,Returned,2025-10-01,16,59,0,0,0.00,0.0,0.0,3905.78,66.2
2024-06-01,Returned,2025-11-01,17,59,0,0,0.00,0.0,0.0,3905.78,66.2
2024-06-01,Returned,2025-12-01,18,59,0,0,0.00,0.0,0.0,3905.78,66.2
2024-06-01,Returned,2026-01-01,19,59,0,0,0.00,0.0,0.0,3905.78,66.2
2024-06-01,Returned,2026-02-01,20,59,0,0,0.00,0.0,0.0,3905.78,66.2
2024-06-01,Returned,2026-03-01,21,59,0,0,0.00,0.0,0.0,3905.78,66.2
2024-06-01,Returned,2026-04-01,22,59,0,0,0.00,0.0,0.0,3905.78,66.2
2024-06-01,Returned,2026-05-01,23,59,0,0,0.00,0.0,0.0,3905.78,66.2
2024-06-01,Returned,2026-06-01,24,59,0,0,0.00,0.0,0.0,3905.78,66.2
2024-10-01,Delivered late,2024-10-01,0,27,27,28,6671.49,1880.17,1.0,1880.17,69.64
2024-10-01,Delivered late,2024-11-01,1,27,4,4,662.26,75.83,0.1481,1956.0,72.44
2024-10-01,Delivered late,2024-12-01,2,27,3,3,769.74,129.02,0.1111,2085.02,77.22
2024-10-01,Delivered late,2025-01-01,3,27,2,2,1078.75,213.09,0.0741,2298.11,85.12
2024-10-01,Delivered late,2025-02-01,4,27,1,1,348.45,82.13,0.037,2380.24,88.16
2024-10-01,Delivered late,2025-03-01,5,27,1,1,43.52,14.36,0.037,2394.6,88.69
2024-10-01,Delivered late,2025-04-01,6,27,1,1,370.46,-16.23,0.037,2378.37,88.09
2024-10-01,Delivered late,2025-05-01,7,27,2,2,281.83,92.19,0.0741,2470.56,91.5
2024-10-01,Delivered late,2025-06-01,8,27,0,0,0.00,0.0,0.0,2470.56,91.5
2024-10-01,Delivered late,2025-07-01,9,27,0,0,0.00,0.0,0.0,2470.56,91.5
2024-10-01,Delivered late,2025-08-01,10,27,0,0,0.00,0.0,0.0,2470.56,91.5
2024-10-01,Delivered late,2025-09-01,11,27,0,0,0.00,0.0,0.0,2470.56,91.5
2024-10-01,Delivered late,2025-10-01,12,27,0,0,0.00,0.0,0.0,2470.56,91.5
2024-10-01,Delivered late,2025-11-01,13,27,0,0,0.00,0.0,0.0,2470.56,91.5
2024-10-01,Delivered late,2025-12-01,14,27,0,0,0.00,0.0,0.0,2470.56,91.5
2024-10-01,Delivered late,2026-01-01,15,27,0,0,0.00,0.0,0.0,2470.56,91.5
2024-10-01,Delivered late,2026-02-01,16,27,0,0,0.00,0.0,0.0,2470.56,91.5
2024-10-01,Delivered late,2026-03-01,17,27,0,0,0.00,0.0,0.0,2470.56,91.5
2024-10-01,Delivered late,2026-04-01,18,27,0,0,0.00,0.0,0.0,2470.56,91.5
2024-10-01,Delivered late,2026-05-01,19,27,0,0,0.00,0.0,0.0,2470.56,91.5
2024-10-01,Delivered late,2026-06-01,20,27,0,0,0.00,0.0,0.0,2470.56,91.5
2025-02-01,Delivered late,2025-02-01,0,16,16,16,2918.89,1012.19,1.0,1012.19,63.26
2025-02-01,Delivered late,2025-03-01,1,16,3,3,1869.20,67.04,0.1875,1079.23,67.45
2025-02-01,Delivered late,2025-04-01,2,16,2,2,581.67,264.98,0.125,1344.21,84.01
2025-02-01,Delivered late,2025-05-01,3,16,3,3,1149.46,134.26,0.1875,1478.47,92.4
2025-02-01,Delivered late,2025-06-01,4,16,1,1,510.36,-41.53,0.0625,1436.94,89.81
2025-02-01,Delivered late,2025-07-01,5,16,1,1,164.71,-6.36,0.0625,1430.58,89.41
2025-02-01,Delivered late,2025-08-01,6,16,0,0,0.00,0.0,0.0,1430.58,89.41
2025-02-01,Delivered late,2025-09-01,7,16,1,1,621.05,88.5,0.0625,1519.08,94.94
2025-02-01,Delivered late,2025-10-01,8,16,0,0,0.00,0.0,0.0,1519.08,94.94
2025-02-01,Delivered late,2025-11-01,9,16,0,0,0.00,0.0,0.0,1519.08,94.94
2025-02-01,Delivered late,2025-12-01,10,16,0,0,0.00,0.0,0.0,1519.08,94.94
2025-02-01,Delivered late,2026-01-01,11,16,0,0,0.00,0.0,0.0,1519.08,94.94
2025-02-01,Delivered late,2026-02-01,12,16,0,0,0.00,0.0,0.0,1519.08,94.94
2025-02-01,Delivered late,2026-03-01,13,16,0,0,0.00,0.0,0.0,1519.08,94.94
2025-02-01,Delivered late,2026-04-01,14,16,0,0,0.00,0.0,0.0,1519.08,94.94
2025-02-01,Delivered late,2026-05-01,15,16,0,0,0.00,0.0,0.0,1519.08,94.94
2025-02-01,Delivered late,2026-06-01,16,16,0,0,0.00,0.0,0.0,1519.08,94.94
2025-04-01,Returned,2025-04-01,0,83,83,84,28784.11,3553.12,1.0,3553.12,42.81
2025-04-01,Returned,2025-05-01,1,83,12,12,3905.57,1117.75,0.1446,4670.87,56.28
2025-04-01,Returned,2025-06-01,2,83,13,13,3888.98,906.12,0.1566,5576.99,67.19
2025-04-01,Returned,2025-07-01,3,83,5,5,1972.13,334.35,0.0602,5911.34,71.22
2025-04-01,Returned,2025-08-01,4,83,7,9,2932.87,638.85,0.0843,6550.19,78.92
2025-04-01,Returned,2025-09-01,5,83,1,1,836.27,240.11,0.012,6790.3,81.81
2025-04-01,Returned,2025-10-01,6,83,5,5,1333.77,273.29,0.0602,7063.59,85.1
2025-04-01,Returned,2025-11-01,7,83,1,1,202.84,1.95,0.012,7065.54,85.13
2025-04-01,Returned,2025-12-01,8,83,2,2,219.69,52.41,0.0241,7117.95,85.76
2025-04-01,Returned,2026-01-01,9,83,0,0,0.00,0.0,0.0,7117.95,85.76
2025-04-01,Returned,2026-02-01,10,83,0,0,0.00,0.0,0.0,7117.95,85.76
2025-04-01,Returned,2026-03-01,11,83,0,0,0.00,0.0,0.0,7117.95,85.76
2025-04-01,Returned,2026-04-01,12,83,0,0,0.00,0.0,0.0,7117.95,85.76
2025-04-01,Returned,2026-05-01,13,83,0,0,0.00,0.0,0.0,7117.95,85.76
2025-04-01,Returned,2026-06-01,14,83,0,0,0.00,0.0,0.0,7117.95,85.76
2025-10-01,Clean,2025-10-01,0,263,263,267,68734.15,20243.05,1.0,20243.05,76.97
2025-10-01,Clean,2025-11-01,1,263,36,36,8938.15,2367.06,0.1369,22610.11,85.97
2025-10-01,Clean,2025-12-01,2,263,44,44,13351.34,2938.83,0.1673,25548.94,97.14
2025-10-01,Clean,2026-01-01,3,263,31,32,7577.49,1893.75,0.1179,27442.69,104.34
2025-10-01,Clean,2026-02-01,4,263,32,32,10371.78,2660.69,0.1217,30103.38,114.46
2025-10-01,Clean,2026-03-01,5,263,17,17,5245.72,1553.21,0.0646,31656.59,120.37
2025-10-01,Clean,2026-04-01,6,263,17,18,5344.45,698.71,0.0646,32355.3,123.02
2025-10-01,Clean,2026-05-01,7,263,8,8,1740.61,338.71,0.0304,32694.01,124.31
2025-10-01,Clean,2026-06-01,8,263,13,14,3335.00,771.73,0.0494,33465.74,127.25
2026-02-01,Late and returned,2026-02-01,0,6,6,6,1482.25,158.27,1.0,158.27,26.38
2026-02-01,Late and returned,2026-03-01,1,6,0,0,0.00,0.0,0.0,158.27,26.38
2026-02-01,Late and returned,2026-04-01,2,6,0,0,0.00,0.0,0.0,158.27,26.38
2026-02-01,Late and returned,2026-05-01,3,6,0,0,0.00,0.0,0.0,158.27,26.38
2026-02-01,Late and returned,2026-06-01,4,6,0,0,0.00,0.0,0.0,158.27,26.38
2024-01-01,Returned,2024-01-01,0,36,36,38,13285.91,1236.68,1.0,1236.68,34.35
2024-01-01,Returned,2024-02-01,1,36,3,3,958.40,264.79,0.0833,1501.47,41.71
2024-01-01,Returned,2024-03-01,2,36,8,8,2481.85,917.56,0.2222,2419.03,67.2
2024-01-01,Returned,2024-04-01,3,36,2,2,1071.49,164.78,0.0556,2583.81,71.77
2024-01-01,Returned,2024-05-01,4,36,4,4,1373.00,560.27,0.1111,3144.08,87.34
2024-01-01,Returned,2024-06-01,5,36,2,2,206.08,42.43,0.0556,3186.51,88.51
2024-01-01,Returned,2024-07-01,6,36,1,1,764.72,195.81,0.0278,3382.32,93.95
2024-01-01,Returned,2024-08-01,7,36,0,0,0.00,0.0,0.0,3382.32,93.95
2024-01-01,Returned,2024-09-01,8,36,1,1,187.64,111.18,0.0278,3493.5,97.04
2024-01-01,Returned,2024-10-01,9,36,2,2,1116.36,395.27,0.0556,3888.77,108.02
2024-01-01,Returned,2024-11-01,10,36,1,1,192.96,59.84,0.0278,3948.61,109.68
2024-01-01,Returned,2024-12-01,11,36,0,0,0.00,0.0,0.0,3948.61,109.68
2024-01-01,Returned,2025-01-01,12,36,0,0,0.00,0.0,0.0,3948.61,109.68
2024-01-01,Returned,2025-02-01,13,36,0,0,0.00,0.0,0.0,3948.61,109.68
2024-01-01,Returned,2025-03-01,14,36,0,0,0.00,0.0,0.0,3948.61,109.68
2024-01-01,Returned,2025-04-01,15,36,0,0,0.00,0.0,0.0,3948.61,109.68
