customer_id,month,company_name,segment,industry,region,acquisition_channel,plan_name,billing_period,tenure_months,mrr,licensed_seats,active_users,seat_utilization,sessions,sessions_per_active_user,feature_adoption_score,support_tickets,csat_score,health_score,risk_tier,risk_tier_rank,churned_within_90_days
CUS-00176,2025-07-01,Granite Point Logistics,Enterprise,Software & Technology,APAC,Outbound,Enterprise,monthly,21,75097.44,792,24,0.0303,379,15.79,45.5,3,3.66,35.9,Critical,4,0
CUS-00176,2025-08-01,Granite Point Logistics,Enterprise,Software & Technology,APAC,Outbound,Enterprise,monthly,22,75097.44,792,24,0.0303,276,11.5,41.1,3,3.75,35.7,Critical,4,0
CUS-00176,2025-09-01,Granite Point Logistics,Enterprise,Software & Technology,APAC,Outbound,Enterprise,monthly,23,75097.44,792,24,0.0303,277,11.54,49.4,4,3.72,36.7,Critical,4,0
CUS-00176,2025-10-01,Granite Point Logistics,Enterprise,Software & Technology,APAC,Outbound,Enterprise,monthly,24,104870.92,1106,33,0.0298,182,5.52,45.9,3,3.73,37.6,Critical,4,0
CUS-00176,2025-11-01,Granite Point Logistics,Enterprise,Software & Technology,APAC,Outbound,Enterprise,monthly,25,147160.64,1552,47,0.0303,725,15.43,42.1,6,3.15,30.0,Critical,4,1
CUS-00176,2025-12-01,Granite Point Logistics,Enterprise,Software & Technology,APAC,Outbound,Enterprise,monthly,26,147160.64,1552,47,0.0303,387,8.23,48.0,0,3.04,38.4,Critical,4,1
CUS-00176,2026-01-01,Granite Point Logistics,Enterprise,Software & Technology,APAC,Outbound,Enterprise,monthly,27,147160.64,1552,47,0.0303,565,12.02,54.8,6,3.22,33.5,Critical,4,1
CUS-00176,2026-05-01,Granite Point Logistics,Enterprise,Software & Technology,APAC,Outbound,Enterprise,monthly,31,116818.24,1232,234,0.1899,2516,10.75,58.3,4,3.89,46.6,At Risk,3,0
CUS-00176,2026-06-01,Granite Point Logistics,Enterprise,Software & Technology,APAC,Outbound,Enterprise,monthly,32,128101.82,1351,222,0.1643,2925,13.18,49.9,2,4.09,47.0,At Risk,3,0
CUS-00176,2026-07-01,Granite Point Logistics,Enterprise,Software & Technology,APAC,Outbound,Enterprise,monthly,33,128101.82,1351,224,0.1658,4152,18.54,44.2,1,3.33,43.1,At Risk,3,0
CUS-00176,2026-08-01,Granite Point Logistics,Enterprise,Software & Technology,APAC,Outbound,Enterprise,monthly,34,128101.82,1351,210,0.1554,2972,14.15,40.7,4,3.65,39.6,Critical,4,0
CUS-00177,2023-10-01,Sable Forge Networks,Mid-Market,Manufacturing,North America,Outbound,Growth,monthly,0,1212.12,28,19,0.6786,286,15.05,69.2,1,3.94,62.9,Watch,2,0
CUS-00177,2023-11-01,Sable Forge Networks,Mid-Market,Manufacturing,North America,Outbound,Growth,monthly,1,1212.12,28,20,0.7143,245,12.25,58.5,1,4.72,66.0,Watch,2,0
CUS-00177,2023-12-01,Sable Forge Networks,Mid-Market,Manufacturing,North America,Outbound,Growth,monthly,2,1212.12,28,19,0.6786,194,10.21,69.6,3,4.3,63.1,Watch,2,1
CUS-00177,2024-01-01,Sable Forge Networks,Mid-Market,Manufacturing,North America,Outbound,Growth,monthly,3,1212.12,28,18,0.6429,318,17.67,66.9,0,4.31,65.2,Watch,2,1
CUS-00177,2024-02-01,Sable Forge Networks,Mid-Market,Manufacturing,North America,Outbound,Growth,monthly,4,1212.12,28,19,0.6786,259,13.63,76.1,3,4.18,65.0,Watch,2,1
CUS-00178,2023-10-01,Solstice Harbour Logistics,SMB,Manufacturing,EMEA,Marketplace,Starter,annual,0,88.9,4,3,0.75,59,19.67,62.3,0,4.01,65.6,Watch,2,0
CUS-00178,2023-11-01,Solstice Harbour Logistics,SMB,Manufacturing,EMEA,Marketplace,Starter,annual,1,88.9,4,3,0.75,88,29.33,63.9,1,3.64,63.3,Watch,2,0
CUS-00178,2023-12-01,Solstice Harbour Logistics,SMB,Manufacturing,EMEA,Marketplace,Starter,annual,2,88.9,4,3,0.75,86,28.67,56.2,1,3.91,63.2,Watch,2,0
CUS-00178,2024-01-01,Solstice Harbour Logistics,SMB,Manufacturing,EMEA,Marketplace,Starter,annual,3,88.9,4,3,0.75,98,32.67,67.8,2,4.11,66.3,Watch,2,0
CUS-00178,2024-02-01,Solstice Harbour Logistics,SMB,Manufacturing,EMEA,Marketplace,Starter,annual,4,88.9,4,3,0.75,74,24.67,54.6,5,3.54,56.8,Watch,2,0
CUS-00178,2024-03-01,Solstice Harbour Logistics,SMB,Manufacturing,EMEA,Marketplace,Starter,annual,5,88.9,4,3,0.75,78,26.0,65.3,3,3.74,63.4,Watch,2,0
CUS-00178,2024-04-01,Solstice Harbour Logistics,SMB,Manufacturing,EMEA,Marketplace,Starter,annual,6,111.13,5,3,0.6,54,18.0,60.0,3,3.62,55.9,Watch,2,0
CUS-00178,2024-05-01,Solstice Harbour Logistics,SMB,Manufacturing,EMEA,Marketplace,Starter,annual,7,111.13,5,3,0.6,69,23.0,60.9,1,3.88,60.3,Watch,2,0
CUS-00178,2024-06-01,Solstice Harbour Logistics,SMB,Manufacturing,EMEA,Marketplace,Starter,annual,8,111.13,5,3,0.6,53,17.67,63.4,2,3.56,58.5,Watch,2,0
CUS-00178,2024-07-01,Solstice Harbour Logistics,SMB,Manufacturing,EMEA,Marketplace,Starter,annual,9,111.13,5,3,0.6,59,19.67,70.1,1,4.17,64.9,Watch,2,0
CUS-00178,2024-08-01,Solstice Harbour Logistics,SMB,Manufacturing,EMEA,Marketplace,Starter,annual,10,111.13,5,3,0.6,86,28.67,72.4,1,3.92,64.6,Watch,2,0
CUS-00178,2024-09-01,Solstice Harbour Logistics,SMB,Manufacturing,EMEA,Marketplace,Starter,annual,11,111.13,5,3,0.6,73,24.33,56.8,2,4.14,61.0,Watch,2,0
CUS-00178,2024-10-01,Solstice Harbour Logistics,SMB,Manufacturing,EMEA,Marketplace,Starter,annual,12,111.13,5,3,0.6,98,32.67,52.5,3,3.91,57.9,Watch,2,0
CUS-00178,2024-11-01,Solstice Harbour Logistics,SMB,Manufacturing,EMEA,Marketplace,Starter,annual,13,111.13,5,4,0.8,47,11.75,64.5,2,4.16,71.8,Healthy,1,0
CUS-00178,2024-12-01,Solstice Harbour Logistics,SMB,Manufacturing,EMEA,Marketplace,Starter,annual,14,111.13,5,4,0.8,76,19.0,69.3,2,4.12,73.3,Healthy,1,0
CUS-00178,2025-01-01,Solstice Harbour Logistics,SMB,Manufacturing,EMEA,Marketplace,Starter,annual,15,111.13,5,4,0.8,37,9.25,72.3,0,4.02,76.4,Healthy,1,0
CUS-00178,2025-02-01,Solstice Harbour Logistics,SMB,Manufacturing,EMEA,Marketplace,Starter,annual,16,133.35,6,5,0.8333,168,33.6,70.5,3,4.18,74.8,Healthy,1,0
CUS-00178,2025-03-01,Solstice Harbour Logistics,SMB,Manufacturing,EMEA,Marketplace,Starter,annual,17,133.35,6,5,0.8333,140,28.0,73.3,1,3.88,76.9,Healthy,1,0
CUS-00178,2025-04-01,Solstice Harbour Logistics,SMB,Manufacturing,EMEA,Marketplace,Starter,annual,18,133.35,6,4,0.6667,38,9.5,69.2,2,4.26,70.3,Healthy,1,0
CUS-00178,2025-05-01,Solstice Harbour Logistics,SMB,Manufacturing,EMEA,Marketplace,Starter,annual,19,133.35,6,4,0.6667,44,11.0,47.8,4,4.13,62.2,Watch,2,0
CUS-00178,2025-06-01,Solstice Harbour Logistics,SMB,Manufacturing,EMEA,Marketplace,Starter,annual,20,133.35,6,5,0.8333,76,15.2,60.9,0,4.06,77.2,Healthy,1,0
CUS-00178,2025-07-01,Solstice Harbour Logistics,SMB,Manufacturing,EMEA,Marketplace,Starter,annual,21,133.35,6,5,0.8333,174,34.8,67.2,3,4.17,76.0,Healthy,1,0
CUS-00178,2025-08-01,Solstice Harbour Logistics,SMB,Manufacturing,EMEA,Marketplace,Starter,annual,22,133.35,6,5,0.8333,170,34.0,58.8,3,3.95,73.2,Healthy,1,0
CUS-00178,2025-09-01,Solstice Harbour Logistics,SMB,Manufacturing,EMEA,Marketplace,Starter,annual,23,133.35,6,5,0.8333,55,11.0,63.3,1,4.0,77.5,Healthy,1,0
CUS-00178,2025-10-01,Solstice Harbour Logistics,SMB,Manufacturing,EMEA,Marketplace,Starter,annual,24,133.35,6,5,0.8333,163,32.6,65.3,4,3.75,73.4,Healthy,1,0
CUS-00178,2025-11-01,Solstice Harbour Logistics,SMB,Manufacturing,EMEA,Marketplace,Starter,annual,25,133.35,6,5,0.8333,172,34.4,62.3,3,3.89,74.6,Healthy,1,0
CUS-00178,2025-12-01,Solstice Harbour Logistics,SMB,Manufacturing,EMEA,Marketplace,Starter,annual,26,133.35,6,5,0.8333,72,14.4,75.5,0,4.3,83.7,Healthy,1,0
CUS-00178,2026-01-01,Solstice Harbour Logistics,SMB,Manufacturing,EMEA,Marketplace,Starter,annual,27,133.35,6,5,0.8333,185,37.0,68.9,4,4.17,76.4,Healthy,1,0
CUS-00178,2026-02-01,Solstice Harbour Logistics,SMB,Manufacturing,EMEA,Marketplace,Starter,annual,28,133.35,6,5,0.8333,138,27.6,57.2,2,4.12,75.7,Healthy,1,0
CUS-00178,2026-03-01,Solstice Harbour Logistics,SMB,Manufacturing,EMEA,Marketplace,Starter,annual,29,133.35,6,5,0.8333,135,27.0,62.3,2,4.28,77.8,Healthy,1,0
CUS-00178,2026-04-01,Solstice Harbour Logistics,SMB,Manufacturing,EMEA,Marketplace,Starter,annual,30,133.35,6,5,0.8333,47,9.4,59.0,2,3.91,75.1,Healthy,1,0
CUS-00178,2026-05-01,Solstice Harbour Logistics,SMB,Manufacturing,EMEA,Marketplace,Starter,annual,31,133.35,6,6,1.0,163,27.17,73.1,1,4.39,89.0,Healthy,1,0
CUS-00178,2026-06-01,Solstice Harbour Logistics,SMB,Manufacturing,EMEA,Marketplace,Starter,annual,32,133.35,6,6,1.0,64,10.67,74.8,1,3.81,86.5,Healthy,1,0
CUS-00178,2026-07-01,Solstice Harbour Logistics,SMB,Manufacturing,EMEA,Marketplace,Starter,annual,33,133.35,6,6,1.0,195,32.5,63.0,3,4.02,82.1,Healthy,1,0
CUS-00178,2026-08-01,Solstice Harbour Logistics,SMB,Manufacturing,EMEA,Marketplace,Starter,annual,34,133.35,6,6,1.0,135,22.5,76.8,1,4.8,92.0,Healthy,1,0
CUS-00179,2023-10-01,Bluefin Cove Analytics,SMB,Financial Services,North America,Partner,Starter,monthly,0,124.0,5,4,0.8,129,32.25,78.6,0,4.65,74.9,Healthy,1,1
CUS-00180,2023-10-01,Lumen Watch Partners,Mid-Market,Software & Technology,North America,Outbound,Growth,annual,0,1474.02,38,27,0.7105,756,28.0,73.9,1,4.37,67.5,Watch,2,0
CUS-00180,2023-11-01,Lumen Watch Partners,Mid-Market,Software & Technology,North America,Outbound,Growth,annual,1,1474.02,38,29,0.7632,750,25.86,70.0,3,3.92,64.3,Watch,2,0
CUS-00180,2023-12-01,Lumen Watch Partners,Mid-Market,Software & Technology,North America,Outbound,Growth,annual,2,1202.49,31,24,0.7742,485,20.21,77.5,2,4.02,68.8,Watch,2,0
CUS-00180,2024-01-01,Lumen Watch Partners,Mid-Market,Software & Technology,North America,Outbound,Growth,annual,3,1202.49,31,23,0.7419,437,19.0,70.8,2,3.75,64.9,Watch,2,0
CUS-00180,2024-02-01,Lumen Watch Partners,Mid-Market,Software & Technology,North America,Outbound,Growth,annual,4,1202.49,31,23,0.7419,415,18.04,59.3,4,4.04,61.4,Watch,2,0
CUS-00180,2024-03-01,Lumen Watch Partners,Mid-Market,Software & Technology,North America,Outbound,Growth,annual,5,1202.49,31,22,0.7097,679,30.86,55.5,2,3.8,60.8,Watch,2,0
CUS-00180,2024-04-01,Lumen Watch Partners,Mid-Market,Software & Technology,North America,Outbound,Growth,annual,6,1202.49,31,24,0.7742,745,31.04,62.5,2,3.53,64.2,Watch,2,0
CUS-00180,2024-05-01,Lumen Watch Partners,Mid-Market,Software & Technology,North America,Outbound,Growth,annual,7,1202.49,31,25,0.8065,441,17.64,65.8,1,4.37,72.2,Healthy,1,0
CUS-00180,2024-06-01,Lumen Watch Partners,Mid-Market,Software & Technology,North America,Outbound,Growth,annual,8,1202.49,31,26,0.8387,722,27.77,77.7,0,4.66,79.6,Healthy,1,0
CUS-00180,2024-07-01,Lumen Watch Partners,Mid-Market,Software & Technology,North America,Outbound,Growth,annual,9,1280.07,33,27,0.8182,1001,37.07,73.3,3,4.59,74.0,Healthy,1,0
CUS-00180,2024-08-01,Lumen Watch Partners,Mid-Market,Software & Technology,North America,Outbound,Growth,annual,10,1280.07,33,29,0.8788,297,10.24,63.2,3,4.15,72.1,Healthy,1,0
CUS-00180,2024-09-01,Lumen Watch Partners,Mid-Market,Software & Technology,North America,Outbound,Growth,annual,11,1280.07,33,31,0.9394,623,20.1,73.5,1,4.48,81.7,Healthy,1,0
CUS-00180,2024-10-01,Lumen Watch Partners,Mid-Market,Software & Technology,North America,Outbound,Growth,annual,12,1280.07,33,30,0.9091,1042,34.73,70.8,1,4.32,79.4,Healthy,1,0
CUS-00180,2024-11-01,Lumen Watch Partners,Mid-Market,Software & Technology,North America,Outbound,Growth,annual,13,1280.07,33,31,0.9394,1127,36.35,81.4,0,4.61,86.4,Healthy,1,0
CUS-00180,2024-12-01,Lumen Watch Partners,Mid-Market,Software & Technology,North America,Outbound,Growth,annual,14,1280.07,33,30,0.9091,461,15.37,68.7,2,4.15,77.6,Healthy,1,0
CUS-00180,2025-01-01,Lumen Watch Partners,Mid-Market,Software & Technology,North America,Outbound,Growth,annual,15,1280.07,33,30,0.9091,517,17.23,80.6,4,4.3,79.3,Healthy,1,0
CUS-00180,2025-02-01,Lumen Watch Partners,Mid-Market,Software & Technology,North America,Outbound,Growth,annual,16,1280.07,33,28,0.8485,896,32.0,76.6,4,4.09,75.2,Healthy,1,0
CUS-00180,2025-03-01,Lumen Watch Partners,Mid-Market,Software & Technology,North America,Outbound,Growth,annual,17,1280.07,33,29,0.8788,964,33.24,65.6,2,4.33,77.8,Healthy,1,0
CUS-00180,2025-04-01,Lumen Watch Partners,Mid-Market,Software & Technology,North America,Outbound,Growth,annual,18,1280.07,33,28,0.8485,743,26.54,64.2,1,4.26,77.5,Healthy,1,0
CUS-00180,2025-05-01,Lumen Watch Partners,Mid-Market,Software & Technology,North America,Outbound,Growth,annual,19,1280.07,33,28,0.8485,430,15.36,71.0,0,4.27,81.0,Healthy,1,0
CUS-00180,2025-06-01,Lumen Watch Partners,Mid-Market,Software & Technology,North America,Outbound,Growth,annual,20,1280.07,33,29,0.8788,1099,37.9,72.1,2,4.24,80.2,Healthy,1,0
CUS-00180,2025-07-01,Lumen Watch Partners,Mid-Market,Software & Technology,North America,Outbound,Growth,annual,21,1280.07,33,25,0.7576,218,8.72,67.8,3,3.81,71.3,Healthy,1,0
CUS-00180,2025-08-01,Lumen Watch Partners,Mid-Market,Software & Technology,North America,Outbound,Growth,annual,22,1280.07,33,24,0.7273,685,28.54,69.5,1,4.5,76.9,Healthy,1,0
CUS-00180,2025-09-01,Lumen Watch Partners,Mid-Market,Software & Technology,North America,Outbound,Growth,annual,23,1280.07,33,24,0.7273,401,16.71,55.3,5,3.78,65.2,Watch,2,0
CUS-00180,2025-10-01,Lumen Watch Partners,Mid-Market,Software & Technology,North America,Outbound,Growth,annual,24,1280.07,33,25,0.7576,287,11.48,73.1,3,4.27,76.2,Healthy,1,0
CUS-00180,2025-11-01,Lumen Watch Partners,Mid-Market,Software & Technology,North America,Outbound,Growth,annual,25,1280.07,33,24,0.7273,378,15.75,60.8,3,4.12,71.1,Healthy,1,0
CUS-00180,2025-12-01,Lumen Watch Partners,Mid-Market,Software & Technology,North America,Outbound,Growth,annual,26,1280.07,33,27,0.8182,626,23.19,79.0,0,4.41,84.5,Healthy,1,0
CUS-00180,2026-01-01,Lumen Watch Partners,Mid-Market,Software & Technology,North America,Outbound,Growth,annual,27,1280.07,33,27,0.8182,438,16.22,65.8,1,4.43,80.1,Healthy,1,0
CUS-00180,2026-02-01,Lumen Watch Partners,Mid-Market,Software & Technology,North America,Outbound,Growth,annual,28,1280.07,33,26,0.7879,638,24.54,74.9,4,4.29,76.7,Healthy,1,0
CUS-00180,2026-03-01,Lumen Watch Partners,Mid-Market,Software & Technology,North America,Outbound,Growth,annual,29,1280.07,33,26,0.7879,637,24.5,67.4,0,4.17,79.2,Healthy,1,0
CUS-00180,2026-04-01,Lumen Watch Partners,Mid-Market,Software & Technology,North America,Outbound,Growth,annual,30,1280.07,33,24,0.7273,646,26.92,66.4,3,4.08,72.3,Healthy,1,0
CUS-00180,2026-05-01,Lumen Watch Partners,Mid-Market,Software & Technology,North America,Outbound,Growth,annual,31,1280.07,33,25,0.7576,814,32.56,68.2,3,3.92,73.2,Healthy,1,0
CUS-00180,2026-06-01,Lumen Watch Partners,Mid-Market,Software & Technology,North America,Outbound,Growth,annual,32,1280.07,33,26,0.7879,898,34.54,73.1,2,4.16,78.1,Healthy,1,0
CUS-00180,2026-07-01,Lumen Watch Partners,Mid-Market,Software & Technology,North America,Outbound,Growth,annual,33,1280.07,33,28,0.8485,900,32.14,72.7,1,3.74,79.6,Healthy,1,0
CUS-00180,2026-08-01,Lumen Watch Partners,Mid-Market,Software & Technology,North America,Outbound,Growth,annual,34,1396.44,36,30,0.8333,946,31.53,73.0,1,4.57,83.2,Healthy,1,0
CUS-00181,2023-10-01,Zephyr River Logistics,Mid-Market,Manufacturing,North America,Outbound,Growth,monthly,0,1710.54,43,27,0.6279,591,21.89,63.6,3,4.13,57.9,Watch,2,0
CUS-00181,2023-11-01,Zephyr River Logistics,Mid-Market,Manufacturing,North America,Outbound,Growth,monthly,1,1710.54,43,27,0.6279,468,17.33,69.6,0,4.27,64.3,Watch,2,1
CUS-00181,2023-12-01,Zephyr River Logistics,Mid-Market,Manufacturing,North America,Outbound,Growth,monthly,2,1710.54,43,24,0.5581,459,19.13,69.2,1,4.36,61.0,Watch,2,1
CUS-00181,2024-01-01,Zephyr River Logistics,Mid-Market,Manufacturing,North America,Outbound,Growth,monthly,3,1710.54,43,24,0.5581,375,15.63,63.8,2,3.98,56.9,Watch,2,1
CUS-00182,2023-10-01,Basalt Stone Systems,SMB,Manufacturing,EMEA,Self-Serve,Growth,annual,0,917.73,22,15,0.6818,231,15.4,64.1,1,4.09,62.5,Watch,2,0
CUS-00182,2023-11-01,Basalt Stone Systems,SMB,Manufacturing,EMEA,Self-Serve,Growth,annual,1,1209.74,29,21,0.7241,603,28.71,49.4,4,3.78,55.6,Watch,2,0
CUS-00182,2023-12-01,Basalt Stone Systems,SMB,Manufacturing,EMEA,Self-Serve,Growth,annual,2,1209.74,29,21,0.7241,623,29.67,66.5,2,4.14,64.6,Watch,2,0
CUS-00182,2024-01-01,Basalt Stone Systems,SMB,Manufacturing,EMEA,Self-Serve,Growth,annual,3,792.59,19,13,0.6842,413,31.77,66.8,1,4.13,64.7,Watch,2,0
CUS-00182,2024-02-01,Basalt Stone Systems,SMB,Manufacturing,EMEA,Self-Serve,Growth,annual,4,792.59,19,12,0.6316,317,26.42,59.7,2,4.06,59.7,Watch,2,0
CUS-00182,2024-03-01,Basalt Stone Systems,SMB,Manufacturing,EMEA,Self-Serve,Growth,annual,5,792.59,19,12,0.6316,370,30.83,57.6,0,3.76,60.5,Watch,2,0
CUS-00182,2024-04-01,Basalt Stone Systems,SMB,Manufacturing,EMEA,Self-Serve,Growth,annual,6,792.59,19,12,0.6316,308,25.67,68.6,2,4.14,63.1,Watch,2,0
CUS-00182,2024-05-01,Basalt Stone Systems,SMB,Manufacturing,EMEA,Self-Serve,Growth,annual,7,792.59,19,11,0.5789,151,13.73,54.3,2,4.28,58.5,Watch,2,0
CUS-00182,2024-06-01,Basalt Stone Systems,SMB,Manufacturing,EMEA,Self-Serve,Growth,annual,8,792.59,19,11,0.5789,317,28.82,49.5,1,4.12,58.2,Watch,2,0
CUS-00182,2024-07-01,Basalt Stone Systems,SMB,Manufacturing,EMEA,Self-Serve,Growth,annual,9,792.59,19,12,0.6316,252,21.0,64.5,3,3.59,59.3,Watch,2,1
CUS-00182,2024-08-01,Basalt Stone Systems,SMB,Manufacturing,EMEA,Self-Serve,Growth,annual,10,792.59,19,12,0.6316,260,21.67,68.7,3,3.72,61.5,Watch,2,1
CUS-00182,2024-09-01,Basalt Stone Systems,SMB,Manufacturing,EMEA,Self-Serve,Growth,annual,11,792.59,19,11,0.5789,335,30.45,59.3,2,3.64,58.3,Watch,2,1
CUS-00183,2023-10-01,Basalt Cross Retail,SMB,Retail & E-commerce,North America,Marketplace,Starter,monthly,0,231.25,10,6,0.6,105,17.5,63.0,2,4.1,57.7,Watch,2,0
CUS-00183,2023-11-01,Basalt Cross Retail,SMB,Retail & E-commerce,North America,Marketplace,Starter,monthly,1,231.25,10,6,0.6,82,13.67,66.8,1,4.28,61.3,Watch,2,0
CUS-00183,2023-12-01,Basalt Cross Retail,SMB,Retail & E-commerce,North America,Marketplace,Starter,monthly,2,138.75,6,4,0.6667,78,19.5,56.8,3,4.26,59.3,Watch,2,0
CUS-00183,2024-01-01,Basalt Cross Retail,SMB,Retail & E-commerce,North America,Marketplace,Starter,monthly,3,138.75,6,3,0.5,86,28.67,61.6,3,3.54,50.6,At Risk,3,0
CUS-00183,2024-02-01,Basalt Cross Retail,SMB,Retail & E-commerce,North America,Marketplace,Starter,monthly,4,138.75,6,3,0.5,57,19.0,56.9,2,4.05,53.6,At Risk,3,0
CUS-00183,2024-03-01,Basalt Cross Retail,SMB,Retail & E-commerce,North America,Marketplace,Starter,monthly,5,138.75,6,3,0.5,43,14.33,62.6,1,4.2,57.5,Watch,2,0
CUS-00183,2024-04-01,Basalt Cross Retail,SMB,Retail & E-commerce,North America,Marketplace,Starter,monthly,6,138.75,6,3,0.5,53,17.67,60.8,3,3.5,51.5,At Risk,3,0
CUS-00183,2024-05-01,Basalt Cross Retail,SMB,Retail & E-commerce,North America,Marketplace,Starter,monthly,7,138.75,6,3,0.5,33,11.0,62.7,2,4.15,56.8,Watch,2,0
CUS-00183,2024-06-01,Basalt Cross Retail,SMB,Retail & E-commerce,North America,Marketplace,Starter,monthly,8,138.75,6,3,0.5,79,26.33,59.8,5,3.88,51.4,At Risk,3,0
CUS-00183,2024-07-01,Basalt Cross Retail,SMB,Retail & E-commerce,North America,Marketplace,Starter,monthly,9,138.75,6,2,0.3333,35,17.5,59.7,5,3.92,45.4,At Risk,3,0
CUS-00183,2024-08-01,Basalt Cross Retail,SMB,Retail & E-commerce,North America,Marketplace,Starter,monthly,10,208.13,9,3,0.3333,49,16.33,55.6,0,3.72,50.0,At Risk,3,0
CUS-00183,2024-09-01,Basalt Cross Retail,SMB,Retail & E-commerce,North America,Marketplace,Starter,monthly,11,208.13,9,3,0.3333,70,23.33,57.1,2,3.61,47.7,At Risk,3,0
CUS-00183,2024-10-01,Basalt Cross Retail,SMB,Retail & E-commerce,North America,Marketplace,Starter,monthly,12,208.13,9,3,0.3333,63,21.0,55.5,3,3.65,46.7,At Risk,3,0
CUS-00183,2024-11-01,Basalt Cross Retail,SMB,Retail & E-commerce,North America,Marketplace,Starter,monthly,13,208.13,9,2,0.2222,14,7.0,60.8,2,3.89,46.5,At Risk,3,0
CUS-00183,2024-12-01,Basalt Cross Retail,SMB,Retail & E-commerce,North America,Marketplace,Starter,monthly,14,208.13,9,2,0.2222,38,19.0,52.7,0,3.42,45.0,At Risk,3,0
CUS-00183,2025-01-01,Basalt Cross Retail,SMB,Retail & E-commerce,North America,Marketplace,Starter,monthly,15,208.13,9,2,0.2222,23,11.5,52.3,1,3.37,43.8,At Risk,3,0
CUS-00183,2025-02-01,Basalt Cross Retail,SMB,Retail & E-commerce,North America,Marketplace,Starter,monthly,16,208.13,9,2,0.2222,38,19.0,60.1,2,3.43,45.2,At Risk,3,0
CUS-00183,2025-03-01,Basalt Cross Retail,SMB,Retail & E-commerce,North America,Marketplace,Starter,monthly,17,208.13,9,2,0.2222,22,11.0,47.1,4,3.87,42.1,At Risk,3,0
CUS-00183,2025-04-01,Basalt Cross Retail,SMB,Retail & E-commerce,North America,Marketplace,Starter,monthly,18,208.13,9,1,0.1111,10,10.0,49.0,3,3.62,38.5,Critical,4,0
CUS-00183,2025-05-01,Basalt Cross Retail,SMB,Retail & E-commerce,North America,Marketplace,Starter,monthly,19,208.13,9,1,0.1111,9,9.0,49.0,4,3.29,36.1,Critical,4,0
CUS-00183,2025-06-01,Basalt Cross Retail,SMB,Retail & E-commerce,North America,Marketplace,Starter,monthly,20,208.13,9,1,0.1111,15,15.0,45.9,5,3.7,36.5,Critical,4,0
CUS-00183,2025-07-01,Basalt Cross Retail,SMB,Retail & E-commerce,North America,Marketplace,Starter,monthly,21,208.13,9,1,0.1111,8,8.0,49.5,0,3.88,45.0,At Risk,3,1
CUS-00183,2025-08-01,Basalt Cross Retail,SMB,Retail & E-commerce,North America,Marketplace,Starter,monthly,22,208.13,9,1,0.1111,11,11.0,50.2,1,3.56,42.7,At Risk,3,1
CUS-00183,2025-09-01,Basalt Cross Retail,SMB,Retail & E-commerce,North America,Marketplace,Starter,monthly,23,208.13,9,1,0.1111,8,8.0,43.0,4,3.26,36.1,Critical,4,1
CUS-00184,2023-10-01,Sable Field Energy,SMB,Retail & E-commerce,North America,Self-Serve,Growth,monthly,0,519.48,12,7,0.5833,64,9.14,59.8,0,3.81,57.3,Watch,2,0
CUS-00184,2023-11-01,Sable Field Energy,SMB,Retail & E-commerce,North America,Self-Serve,Growth,monthly,1,519.48,12,7,0.5833,108,15.43,74.8,2,4.01,60.0,Watch,2,0
CUS-00184,2023-12-01,Sable Field Energy,SMB,Retail & E-commerce,North America,Self-Serve,Growth,monthly,2,562.77,13,8,0.6154,154,19.25,63.7,1,3.97,60.0,Watch,2,0
CUS-00184,2024-01-01,Sable Field Energy,SMB,Retail & E-commerce,North America,Self-Serve,Growth,monthly,3,562.77,13,8,0.6154,181,22.63,72.2,1,3.8,61.7,Watch,2,0
CUS-00184,2024-02-01,Sable Field Energy,SMB,Retail & E-commerce,North America,Self-Serve,Growth,monthly,4,562.77,13,9,0.6923,109,12.11,70.2,2,3.86,63.7,Watch,2,0
CUS-00184,2024-03-01,Sable Field Energy,SMB,Retail & E-commerce,North America,Self-Serve,Growth,monthly,5,562.77,13,9,0.6923,236,26.22,62.3,1,4.29,65.6,Watch,2,1
CUS-00184,2024-04-01,Sable Field Energy,SMB,Retail & E-commerce,North America,Self-Serve,Growth,monthly,6,562.77,13,8,0.6154,128,16.0,68.4,2,3.79,60.7,Watch,2,1
CUS-00184,2024-05-01,Sable Field Energy,SMB,Retail & E-commerce,North America,Self-Serve,Growth,monthly,7,562.77,13,8,0.6154,161,20.13,81.4,3,3.91,63.7,Watch,2,1
CUS-00185,2023-11-01,Aster Cove Labs,Mid-Market,Financial Services,North America,Inbound,Scale,monthly,0,7687.65,106,75,0.7075,944,12.59,70.8,0,4.51,68.6,Watch,2,0
CUS-00185,2023-12-01,Aster Cove Labs,Mid-Market,Financial Services,North America,Inbound,Scale,monthly,1,7687.65,106,72,0.6792,1566,21.75,71.2,3,4.09,62.1,Watch,2,0
CUS-00185,2024-01-01,Aster Cove Labs,Mid-Market,Financial Services,North America,Inbound,Scale,monthly,2,7687.65,106,69,0.6509,619,8.97,69.3,0,4.2,65.2,Watch,2,0
CUS-00185,2024-02-01,Aster Cove Labs,Mid-Market,Financial Services,North America,Inbound,Scale,monthly,3,9935.92,137,87,0.635,1187,13.64,76.2,1,4.38,66.4,Watch,2,0
CUS-00185,2024-03-01,Aster Cove Labs,Mid-Market,Financial Services,North America,Inbound,Scale,monthly,4,9935.92,137,80,0.5839,1441,18.01,79.5,2,4.04,62.6,Watch,2,0
