order_month,category,discount_band,discount_band_rank,order_lines,orders,units,units_per_line,gross_revenue,discount_given,net_revenue,contribution_margin,avg_discount_rate,net_revenue_per_unit,margin_per_unit,contribution_margin_rate,returned_lines,return_line_rate
2025-07-01,Beauty,20-30%,3,10,10,13,1.3,732.28,183.36,548.92,241.49,0.2488,42.22,18.58,0.4399,0,0.0
2025-06-01,Apparel,1-10%,1,21,20,21,1.0,1443.98,85.57,1358.41,641.46,0.0614,64.69,30.55,0.4722,4,0.1905
2025-12-01,Electronics,30%+,4,37,34,47,1.27,12097.97,4968.85,7129.12,-2940.83,0.4173,151.68,-62.57,-0.4125,1,0.027
2024-08-01,Apparel,30%+,4,11,11,18,1.636,1348.79,524.92,823.87,182.5,0.4245,45.77,10.14,0.2215,4,0.3636
2024-08-01,Home & Kitchen,1-10%,1,8,8,8,1.0,1102.92,64.62,1038.30,120.96,0.0589,129.79,15.12,0.1165,1,0.125
2025-02-01,Apparel,20-30%,3,20,20,28,1.4,1660.78,396.82,1263.96,463.96,0.2367,45.14,16.57,0.3671,3,0.15
2025-06-01,Home & Kitchen,10-20%,2,13,12,17,1.308,1916.74,285.91,1630.83,285.96,0.1369,95.93,16.82,0.1753,1,0.0769
2024-03-01,Beauty,10-20%,2,4,4,5,1.25,204.00,33.93,170.07,86.09,0.1655,34.01,17.22,0.5062,0,0.0
2024-05-01,Home & Kitchen,30%+,4,17,17,23,1.353,1780.44,643.10,1137.34,-64.51,0.3677,49.45,-2.8,-0.0567,1,0.0588
2024-07-01,Footwear,10-20%,2,14,14,21,1.5,1949.18,297.52,1651.66,570.26,0.1487,78.65,27.16,0.3453,4,0.2857
2024-07-01,Electronics,10-20%,2,12,12,16,1.333,4117.81,667.27,3450.54,34.67,0.1571,215.66,2.17,0.01,0,0.0
2024-08-01,Electronics,1-10%,1,15,15,18,1.2,5907.69,339.67,5568.02,461.39,0.056,309.33,25.63,0.0829,2,0.1333
2025-02-01,Electronics,1-10%,1,13,12,15,1.154,3952.86,216.59,3736.27,350.12,0.0536,249.08,23.34,0.0937,2,0.1538
2025-07-01,Footwear,10-20%,2,12,12,15,1.25,1463.82,239.25,1224.57,460.58,0.1609,81.64,30.71,0.3761,3,0.25
2026-01-01,Sports & Outdoors,1-10%,1,6,6,7,1.167,1435.62,79.06,1356.56,455.13,0.055,193.79,65.02,0.3355,0,0.0
2025-10-01,Footwear,20-30%,3,16,16,25,1.563,2106.14,544.87,1561.27,513.08,0.2623,62.45,20.52,0.3286,3,0.1875
2024-06-01,Sports & Outdoors,1-10%,1,9,8,9,1.0,1788.82,99.80,1689.02,494.44,0.0529,187.67,54.94,0.2927,2,0.2222
2024-10-01,Beauty,1-10%,1,6,5,7,1.167,434.46,14.42,420.04,198.46,0.0372,60.01,28.35,0.4725,1,0.1667
2024-06-01,Footwear,20-30%,3,11,11,14,1.273,1446.83,381.84,1064.99,144.02,0.2721,76.07,10.29,0.1352,6,0.5455
2024-01-01,Footwear,0%,0,28,24,33,1.179,3120.71,0.00,3120.71,1144.95,0.0,94.57,34.7,0.3669,5,0.1786
2024-06-01,Apparel,0%,0,120,98,138,1.15,10175.40,0.00,10175.40,4111.45,0.0,73.73,29.79,0.4041,29,0.2417
2025-04-01,Sports & Outdoors,20-30%,3,16,14,21,1.313,4131.10,1035.43,3095.67,453.53,0.2524,147.41,21.6,0.1465,3,0.1875
2024-08-01,Home & Kitchen,30%+,4,14,14,19,1.357,2214.53,934.60,1279.93,-202.21,0.3835,67.36,-10.64,-0.158,2,0.1429
2025-02-01,Apparel,0%,0,194,151,236,1.216,16617.10,0.00,16617.10,7279.9,0.0,70.41,30.85,0.4381,46,0.2371
2025-04-01,Sports & Outdoors,0%,0,71,66,87,1.225,16492.98,0.00,16492.98,6486.74,0.0,189.57,74.56,0.3933,4,0.0563
2025-04-01,Footwear,1-10%,1,9,7,9,1.0,876.54,53.36,823.18,207.86,0.0585,91.46,23.1,0.2525,4,0.4444
2025-09-01,Apparel,20-30%,3,32,31,39,1.219,3493.16,823.94,2669.22,862.61,0.2376,68.44,22.12,0.3232,7,0.2188
2025-07-01,Home & Kitchen,10-20%,2,22,21,27,1.227,2521.12,359.13,2161.99,364.96,0.1452,80.07,13.52,0.1688,4,0.1818
2025-11-01,Footwear,10-20%,2,24,23,34,1.417,2585.87,412.44,2173.43,807.26,0.1627,63.92,23.74,0.3714,5,0.2083
2024-01-01,Home & Kitchen,0%,0,37,31,50,1.351,3433.96,0.00,3433.96,871.44,0.0,68.68,17.43,0.2538,5,0.1351
2024-07-01,Sports & Outdoors,10-20%,2,13,13,15,1.154,2627.42,434.13,2193.29,474.21,0.1582,146.22,31.61,0.2162,2,0.1538
2024-06-01,Sports & Outdoors,0%,0,53,48,73,1.377,14737.27,0.00,14737.27,5064.83,0.0,201.88,69.38,0.3437,6,0.1132
2024-12-01,Footwear,1-10%,1,13,13,18,1.385,1597.59,80.45,1517.14,657.5,0.0547,84.29,36.53,0.4334,1,0.0769
2024-06-01,Home & Kitchen,1-10%,1,9,9,11,1.222,1100.81,39.81,1061.00,111.02,0.0411,96.45,10.09,0.1046,2,0.2222
2024-12-01,Beauty,0%,0,100,85,130,1.3,6502.16,0.00,6502.16,3685.88,0.0,50.02,28.35,0.5669,5,0.05
2024-08-01,Footwear,20-30%,3,16,15,19,1.188,2055.69,468.94,1586.75,201.03,0.2327,83.51,10.58,0.1267,6,0.375
2024-08-01,Electronics,20-30%,3,13,13,16,1.231,3591.76,895.77,2695.99,-373.71,0.249,168.5,-23.36,-0.1386,0,0.0
2024-09-01,Apparel,30%+,4,19,19,23,1.211,1409.91,591.56,818.35,132.88,0.4322,35.58,5.78,0.1624,6,0.3158
2025-12-01,Sports & Outdoors,0%,0,86,75,101,1.174,18312.33,0.00,18312.33,6786.12,0.0,181.31,67.19,0.3706,7,0.0814
2024-11-01,Home & Kitchen,20-30%,3,24,23,31,1.292,2983.44,731.97,2251.47,267.81,0.247,72.63,8.64,0.1189,1,0.0417
2026-02-01,Footwear,1-10%,1,10,10,12,1.2,1073.18,51.79,1021.39,166.28,0.0533,85.12,13.86,0.1628,6,0.6
2025-05-01,Beauty,30%+,4,7,7,7,1.0,361.93,132.72,229.21,97.04,0.3702,32.74,13.86,0.4234,0,0.0
2025-05-01,Beauty,20-30%,3,15,14,22,1.467,1006.61,237.21,769.40,376.44,0.2377,34.97,17.11,0.4893,0,0.0
2025-04-01,Footwear,20-30%,3,12,12,14,1.167,1042.12,262.25,779.87,248.71,0.2438,55.71,17.76,0.3189,1,0.0833
2025-07-01,Sports & Outdoors,0%,0,90,76,100,1.111,17273.93,0.00,17273.93,5725.18,0.0,172.74,57.25,0.3314,13,0.1444
2025-06-01,Sports & Outdoors,1-10%,1,4,4,4,1.0,773.70,53.07,720.63,216.45,0.0668,180.16,54.11,0.3004,0,0.0
2026-05-01,Home & Kitchen,0%,0,163,128,193,1.184,18620.40,0.00,18620.40,5423.7,0.0,96.48,28.1,0.2913,13,0.0798
2026-02-01,Sports & Outdoors,0%,0,73,65,93,1.274,16029.35,0.00,16029.35,6092.52,0.0,172.36,65.51,0.3801,7,0.0959
2026-03-01,Footwear,30%+,4,24,23,28,1.167,2722.21,1101.45,1620.76,-96.65,0.403,57.88,-3.45,-0.0596,8,0.3333
2025-12-01,Apparel,1-10%,1,19,19,20,1.053,1338.15,76.88,1261.27,612.33,0.0548,63.06,30.62,0.4855,2,0.1053
2026-02-01,Home & Kitchen,10-20%,2,23,23,34,1.478,3305.86,497.55,2808.31,470.88,0.1581,82.6,13.85,0.1677,3,0.1304
2026-06-01,Home & Kitchen,30%+,4,16,15,21,1.313,1940.17,827.26,1112.91,-72.28,0.4274,53.0,-3.44,-0.0649,2,0.125
2026-03-01,Apparel,1-10%,1,37,37,46,1.243,3340.72,172.86,3167.86,1533.39,0.05,68.87,33.33,0.484,5,0.1351
2024-06-01,Apparel,10-20%,2,15,15,24,1.6,2182.98,295.40,1887.58,768.21,0.1431,78.65,32.01,0.407,4,0.2667
2025-07-01,Footwear,20-30%,3,14,14,17,1.214,1444.60,352.18,1092.42,328.68,0.2457,64.26,19.33,0.3009,4,0.2857
2026-04-01,Apparel,30%+,4,28,27,45,1.607,3577.16,1254.69,2322.47,608.68,0.3718,51.61,13.53,0.2621,7,0.25
2024-11-01,Beauty,10-20%,2,9,9,9,1.0,542.31,75.78,466.53,188.7,0.1406,51.84,20.97,0.4045,2,0.2222
2024-02-01,Beauty,1-10%,1,6,6,9,1.5,434.11,21.02,413.09,166.31,0.0585,45.9,18.48,0.4026,1,0.1667
2024-10-01,Electronics,30%+,4,14,14,16,1.143,3906.35,1684.05,2222.30,-973.26,0.4186,138.89,-60.83,-0.438,2,0.1429
2025-02-01,Footwear,10-20%,2,14,14,21,1.5,1757.51,265.18,1492.33,441.06,0.1544,71.06,21.0,0.2956,5,0.3571
2024-12-01,Beauty,1-10%,1,12,12,14,1.167,591.10,20.77,570.33,341.35,0.0379,40.74,24.38,0.5985,0,0.0
2025-11-01,Beauty,10-20%,2,18,18,23,1.278,1280.47,178.75,1101.72,466.57,0.143,47.9,20.29,0.4235,1,0.0556
2026-04-01,Home & Kitchen,20-30%,3,17,17,22,1.294,2301.99,537.72,1764.27,271.09,0.2372,80.19,12.32,0.1537,2,0.1176
2025-09-01,Electronics,20-30%,3,11,11,20,1.818,4858.33,1215.94,3642.39,-716.43,0.2514,182.12,-35.82,-0.1967,2,0.1818
2026-03-01,Electronics,10-20%,2,23,22,26,1.13,7604.72,1166.00,6438.72,-184.45,0.1526,247.64,-7.09,-0.0286,5,0.2174
2026-03-01,Beauty,10-20%,2,17,16,24,1.412,1288.25,194.95,1093.30,606.66,0.1534,45.55,25.28,0.5549,0,0.0
2026-04-01,Sports & Outdoors,20-30%,3,17,16,21,1.235,3751.36,899.81,2851.55,604.67,0.2362,135.79,28.79,0.212,0,0.0
2025-08-01,Electronics,1-10%,1,8,7,11,1.375,3206.65,155.94,3050.71,225.31,0.0516,277.34,20.48,0.0739,1,0.125
2024-01-01,Home & Kitchen,10-20%,2,4,4,4,1.0,537.50,79.23,458.27,104.88,0.1396,114.57,26.22,0.2289,0,0.0
2024-08-01,Beauty,30%+,4,6,5,8,1.333,472.82,186.27,286.55,108.42,0.3996,35.82,13.55,0.3784,0,0.0
2025-03-01,Sports & Outdoors,20-30%,3,6,6,6,1.0,1061.78,247.59,814.19,196.18,0.2342,135.7,32.7,0.241,0,0.0
2025-03-01,Beauty,1-10%,1,6,6,8,1.333,353.30,22.23,331.07,191.0,0.0647,41.38,23.88,0.5769,0,0.0
2025-07-01,Apparel,20-30%,3,26,24,31,1.192,1842.84,439.87,1402.97,429.67,0.2434,45.26,13.86,0.3063,6,0.2308
2026-01-01,Electronics,1-10%,1,10,9,11,1.1,4243.76,296.02,3947.74,320.4,0.0688,358.89,29.13,0.0812,0,0.0
2025-08-01,Sports & Outdoors,1-10%,1,9,9,12,1.333,2207.45,114.68,2092.77,455.03,0.0558,174.4,37.92,0.2174,3,0.3333
2024-03-01,Footwear,20-30%,3,6,5,11,1.833,1052.95,270.40,782.55,303.02,0.2622,71.14,27.55,0.3872,0,0.0
2024-01-01,Electronics,20-30%,3,9,9,10,1.111,3322.95,834.48,2488.47,-338.69,0.2518,248.85,-33.87,-0.1361,0,0.0
2025-08-01,Beauty,1-10%,1,9,9,9,1.0,568.98,26.51,542.47,315.8,0.0465,60.27,35.09,0.5822,0,0.0
2026-06-01,Beauty,10-20%,2,6,6,8,1.333,397.19,62.78,334.41,165.79,0.1516,41.8,20.72,0.4958,0,0.0
2024-06-01,Electronics,20-30%,3,3,3,3,1.0,971.30,250.23,721.07,-140.48,0.2463,240.36,-46.83,-0.1948,0,0.0
2024-09-01,Beauty,1-10%,1,3,3,3,1.0,179.01,10.49,168.52,96.26,0.0585,56.17,32.09,0.5712,0,0.0
2024-03-01,Apparel,0%,0,101,82,124,1.228,9052.77,0.00,9052.77,3594.91,0.0,73.01,28.99,0.3971,25,0.2475
2026-03-01,Footwear,0%,0,143,112,175,1.224,15925.69,0.00,15925.69,5157.73,0.0,91.0,29.47,0.3239,45,0.3147
2024-11-01,Apparel,0%,0,222,179,259,1.167,18850.37,0.00,18850.37,7431.76,0.0,72.78,28.69,0.3943,59,0.2658
2024-12-01,Apparel,1-10%,1,27,27,36,1.333,2261.18,134.26,2126.92,950.7,0.0547,59.08,26.41,0.447,6,0.2222
2025-01-01,Footwear,0%,0,82,69,96,1.171,8666.20,0.00,8666.20,2377.77,0.0,90.27,24.77,0.2744,26,0.3171
2025-03-01,Apparel,10-20%,2,23,23,27,1.174,2153.72,339.85,1813.87,641.75,0.1557,67.18,23.77,0.3538,6,0.2609
2025-10-01,Home & Kitchen,0%,0,162,137,202,1.247,21708.49,0.00,21708.49,5692.53,0.0,107.47,28.18,0.2622,13,0.0802
2025-10-01,Sports & Outdoors,1-10%,1,11,10,14,1.273,1443.62,60.97,1382.65,106.39,0.0458,98.76,7.6,0.0769,5,0.4545
2026-02-01,Apparel,0%,0,224,185,275,1.228,20093.65,0.00,20093.65,8318.62,0.0,73.07,30.25,0.414,46,0.2054
2025-12-01,Apparel,10-20%,2,36,36,53,1.472,4353.90,692.30,3661.60,1253.42,0.161,69.09,23.65,0.3423,10,0.2778
2026-02-01,Electronics,0%,0,117,104,147,1.256,40165.09,0.00,40165.09,4944.73,0.0,273.23,33.64,0.1231,6,0.0513
2026-01-01,Sports & Outdoors,0%,0,92,79,114,1.239,20754.01,0.00,20754.01,6182.64,0.0,182.05,54.23,0.2979,19,0.2065
2026-05-01,Beauty,30%+,4,10,9,16,1.6,609.04,212.05,396.99,93.75,0.3612,24.81,5.86,0.2362,1,0.1
2024-04-01,Electronics,30%+,4,11,11,13,1.182,4429.36,1665.84,2763.52,-982.02,0.3756,212.58,-75.54,-0.3554,0,0.0
2024-08-01,Beauty,0%,0,62,60,73,1.177,4143.36,0.00,4143.36,2417.73,0.0,56.76,33.12,0.5835,1,0.0161
2024-08-01,Electronics,0%,0,90,79,107,1.189,31584.38,0.00,31584.38,3525.38,0.0,295.18,32.95,0.1116,7,0.0778
2024-03-01,Home & Kitchen,0%,0,72,59,84,1.167,8005.65,0.00,8005.65,2447.97,0.0,95.31,29.14,0.3058,6,0.0833
2024-07-01,Sports & Outdoors,30%+,4,11,11,17,1.545,3513.20,1263.60,2249.60,196.62,0.3676,132.33,11.57,0.0874,0,0.0
2024-04-01,Electronics,10-20%,2,14,14,16,1.143,4135.48,616.55,3518.93,-49.68,0.1478,219.93,-3.11,-0.0141,0,0.0
2024-06-01,Home & Kitchen,10-20%,2,9,8,10,1.111,1338.10,203.81,1134.29,192.77,0.1512,113.43,19.28,0.1699,1,0.1111
2024-04-01,Sports & Outdoors,30%+,4,5,5,7,1.4,1079.49,401.30,678.19,40.21,0.3848,96.88,5.74,0.0593,0,0.0
2024-05-01,Apparel,1-10%,1,13,13,19,1.462,1223.05,66.60,1156.45,479.6,0.0452,60.87,25.24,0.4147,2,0.1538
2024-06-01,Sports & Outdoors,30%+,4,14,14,16,1.143,3547.15,1394.64,2152.51,95.67,0.394,134.53,5.98,0.0444,3,0.2143
2024-07-01,Electronics,1-10%,1,10,10,12,1.2,3021.47,164.38,2857.09,187.99,0.0345,238.09,15.67,0.0658,0,0.0
2024-08-01,Apparel,1-10%,1,15,15,19,1.267,1124.23,52.39,1071.84,531.53,0.0545,56.41,27.98,0.4959,3,0.2
2025-01-01,Footwear,10-20%,2,13,12,21,1.615,1730.71,247.53,1483.18,417.08,0.1429,70.63,19.86,0.2812,4,0.3077
2025-01-01,Sports & Outdoors,30%+,4,17,16,18,1.059,3585.33,1385.10,2200.23,97.68,0.3936,122.24,5.43,0.0444,1,0.0588
2025-05-01,Electronics,30%+,4,15,15,20,1.333,4518.77,1668.24,2850.53,-953.36,0.3788,142.53,-47.67,-0.3345,2,0.1333
2026-06-01,Apparel,20-30%,3,11,11,12,1.091,774.13,187.14,586.99,234.43,0.2493,48.92,19.54,0.3994,2,0.1818
2026-05-01,Footwear,0%,0,120,101,136,1.133,13102.32,0.00,13102.32,4123.38,0.0,96.34,30.32,0.3147,33,0.275
2025-12-01,Sports & Outdoors,10-20%,2,17,17,20,1.176,3356.41,511.09,2845.32,754.38,0.1574,142.27,37.72,0.2651,3,0.1765
2026-03-01,Home & Kitchen,30%+,4,12,12,12,1.0,1356.65,514.95,841.70,-39.96,0.3812,70.14,-3.33,-0.0475,1,0.0833
2026-04-01,Electronics,10-20%,2,12,12,15,1.25,3711.85,537.19,3174.66,41.88,0.1524,211.64,2.79,0.0132,0,0.0
2026-05-01,Home & Kitchen,20-30%,3,18,17,19,1.056,1469.52,356.14,1113.38,94.97,0.2384,58.6,5.0,0.0853,3,0.1667
2025-05-01,Home & Kitchen,10-20%,2,17,15,18,1.059,1500.77,225.70,1275.07,170.95,0.1485,70.84,9.5,0.1341,3,0.1765
2025-10-01,Home & Kitchen,1-10%,1,14,14,19,1.357,1709.11,102.03,1607.08,366.37,0.0565,84.58,19.28,0.228,3,0.2143
2024-05-01,Sports & Outdoors,10-20%,2,8,8,9,1.125,1564.96,246.07,1318.89,414.34,0.1551,146.54,46.04,0.3142,0,0.0
2025-08-01,Beauty,30%+,4,17,15,21,1.235,1101.77,437.35,664.42,230.49,0.3952,31.64,10.98,0.3469,0,0.0
2025-11-01,Beauty,1-10%,1,21,21,28,1.333,1503.01,61.75,1441.26,746.6,0.0436,51.47,26.66,0.518,2,0.0952
2026-05-01,Footwear,1-10%,1,8,8,13,1.625,1255.18,53.92,1201.26,499.08,0.0436,92.4,38.39,0.4155,2,0.25
2025-05-01,Home & Kitchen,30%+,4,15,15,18,1.2,1499.81,632.56,867.25,-90.99,0.4177,48.18,-5.06,-0.1049,2,0.1333
2026-04-01,Footwear,10-20%,2,13,13,14,1.077,1343.26,209.17,1134.09,250.39,0.1554,81.01,17.89,0.2208,7,0.5385
2025-02-01,Beauty,30%+,4,7,7,12,1.714,651.53,273.71,377.82,124.44,0.3994,31.49,10.37,0.3294,0,0.0
2025-03-01,Footwear,1-10%,1,12,12,17,1.417,1574.30,73.41,1500.89,576.8,0.0543,88.29,33.93,0.3843,4,0.3333
2024-02-01,Electronics,10-20%,2,10,10,10,1.0,2846.49,410.56,2435.93,4.22,0.1482,243.59,0.42,0.0017,1,0.1
2024-05-01,Sports & Outdoors,20-30%,3,7,7,10,1.429,2242.82,554.03,1688.79,406.33,0.2416,168.88,40.63,0.2406,0,0.0
2024-09-01,Sports & Outdoors,1-10%,1,5,5,5,1.0,835.03,31.26,803.77,313.69,0.0456,160.75,62.74,0.3903,1,0.2
2026-01-01,Footwear,1-10%,1,8,8,8,1.0,803.37,37.25,766.12,311.63,0.0438,95.77,38.95,0.4068,1,0.125
2025-02-01,Sports & Outdoors,20-30%,3,11,10,13,1.182,2775.39,739.63,2035.76,289.74,0.2559,156.6,22.29,0.1423,1,0.0909
2024-03-01,Beauty,1-10%,1,3,3,5,1.667,278.92,16.15,262.77,146.77,0.0632,52.55,29.35,0.5585,0,0.0
2024-03-01,Home & Kitchen,30%+,4,5,5,9,1.8,696.72,245.87,450.85,-31.98,0.3484,50.09,-3.55,-0.0709,0,0.0
2024-01-01,Sports & Outdoors,10-20%,2,2,2,3,1.5,638.67,72.04,566.63,181.2,0.1128,188.88,60.4,0.3198,0,0.0
2024-08-01,Electronics,30%+,4,5,5,7,1.4,2039.11,831.35,1207.76,-383.86,0.389,172.54,-54.84,-0.3178,1,0.2
2024-01-01,Apparel,0%,0,58,51,76,1.31,5852.26,0.00,5852.26,2588.67,0.0,77.0,34.06,0.4423,12,0.2069
2024-01-01,Apparel,10-20%,2,17,17,22,1.294,1176.21,178.83,997.38,417.18,0.1515,45.34,18.96,0.4183,3,0.1765
2024-03-01,Footwear,30%+,4,8,8,9,1.125,840.98,294.53,546.45,43.54,0.3528,60.72,4.84,0.0797,2,0.25
2025-08-01,Home & Kitchen,0%,0,157,134,195,1.242,19713.58,0.00,19713.58,5143.36,0.0,101.1,26.38,0.2609,18,0.1146
2024-09-01,Electronics,20-30%,3,10,10,12,1.2,3196.02,807.15,2388.87,-390.82,0.264,199.07,-32.57,-0.1636,4,0.4
2025-03-01,Electronics,0%,0,119,98,143,1.202,39526.94,0.00,39526.94,4910.77,0.0,276.41,34.34,0.1242,11,0.0924
2026-02-01,Home & Kitchen,0%,0,143,114,161,1.126,18230.47,0.00,18230.47,4663.75,0.0,113.23,28.97,0.2558,17,0.1189
2024-01-01,Electronics,1-10%,1,2,2,2,1.0,353.65,26.51,327.14,9.57,0.0755,163.57,4.78,0.0293,0,0.0
2024-02-01,Beauty,30%+,4,8,8,9,1.125,563.51,239.74,323.77,102.84,0.4024,35.97,11.43,0.3176,0,0.0
2024-07-01,Sports & Outdoors,20-30%,3,11,11,13,1.182,1913.83,465.02,1448.81,76.05,0.2388,111.45,5.85,0.0525,2,0.1818
2024-05-01,Apparel,10-20%,2,26,22,31,1.192,2128.41,326.70,1801.71,524.63,0.1543,58.12,16.92,0.2912,9,0.3462
2024-10-01,Footwear,0%,0,101,88,132,1.307,12322.21,0.00,12322.21,4109.78,0.0,93.35,31.13,0.3335,31,0.3069
2024-06-01,Home & Kitchen,0%,0,84,74,100,1.19,8279.52,0.00,8279.52,2365.33,0.0,82.8,23.65,0.2857,6,0.0714
2024-07-01,Apparel,10-20%,2,23,22,25,1.087,1982.69,296.45,1686.24,693.72,0.1494,67.45,27.75,0.4114,5,0.2174
2025-03-01,Home & Kitchen,30%+,4,16,14,20,1.25,2095.96,736.38,1359.58,7.7,0.3711,67.98,0.38,0.0057,2,0.125
2025-02-01,Sports & Outdoors,0%,0,65,55,75,1.154,12843.24,0.00,12843.24,4297.06,0.0,171.24,57.29,0.3346,9,0.1385
2025-04-01,Home & Kitchen,10-20%,2,18,17,20,1.111,1779.48,238.51,1540.97,371.11,0.1482,77.05,18.56,0.2408,1,0.0556
2025-04-01,Home & Kitchen,0%,0,136,108,169,1.243,18610.48,0.00,18610.48,5868.78,0.0,110.12,34.73,0.3153,13,0.0956
2025-05-01,Footwear,20-30%,3,9,9,12,1.333,1049.73,266.56,783.17,218.34,0.2463,65.26,18.2,0.2788,2,0.2222
2025-03-01,Apparel,30%+,4,25,25,34,1.36,2499.64,991.64,1508.00,417.0,0.3863,44.35,12.26,0.2765,1,0.04
2025-06-01,Electronics,20-30%,3,23,23,27,1.174,6833.73,1718.70,5115.03,-859.66,0.2536,189.45,-31.84,-0.1681,3,0.1304
2025-08-01,Home & Kitchen,1-10%,1,17,17,19,1.118,2020.73,82.78,1937.95,649.58,0.0396,102.0,34.19,0.3352,0,0.0
2025-05-01,Apparel,20-30%,3,31,31,49,1.581,3847.16,942.17,2904.99,860.04,0.246,59.29,17.55,0.2961,8,0.2581
2026-04-01,Home & Kitchen,0%,0,148,123,173,1.169,17043.86,0.00,17043.86,5061.34,0.0,98.52,29.26,0.297,10,0.0676
2025-08-01,Footwear,30%+,4,12,12,19,1.583,1491.92,580.43,911.49,203.21,0.39,47.97,10.7,0.2229,4,0.3333
2026-06-01,Beauty,0%,0,52,45,67,1.288,3348.56,0.00,3348.56,1971.18,0.0,49.98,29.42,0.5887,1,0.0192
2025-10-01,Beauty,20-30%,3,15,15,15,1.0,639.10,156.53,482.57,186.24,0.2446,32.17,12.42,0.3859,2,0.1333
2025-09-01,Home & Kitchen,1-10%,1,11,11,15,1.364,904.64,47.20,857.44,227.47,0.0535,57.16,15.16,0.2653,1,0.0909
2025-09-01,Beauty,1-10%,1,8,8,10,1.25,482.15,24.05,458.10,269.6,0.0448,45.81,26.96,0.5885,0,0.0
2025-09-01,Electronics,10-20%,2,16,16,25,1.563,7864.32,1122.02,6742.30,-159.62,0.1399,269.69,-6.38,-0.0237,1,0.0625
2025-12-01,Apparel,20-30%,3,51,50,74,1.451,5289.10,1321.35,3967.75,1383.09,0.248,53.62,18.69,0.3486,11,0.2157
2026-03-01,Footwear,20-30%,3,12,12,13,1.083,1252.07,306.42,945.65,237.05,0.2425,72.74,18.23,0.2507,4,0.3333
2026-04-01,Apparel,1-10%,1,27,27,32,1.185,2135.69,97.92,2037.77,932.58,0.0456,63.68,29.14,0.4576,4,0.1481
2026-03-01,Footwear,10-20%,2,15,15,22,1.467,2176.69,340.84,1835.85,280.36,0.1607,83.45,12.74,0.1527,5,0.3333
2024-03-01,Apparel,1-10%,1,10,10,13,1.3,978.75,38.85,939.90,368.8,0.0522,72.3,28.37,0.3924,3,0.3
2024-05-01,Footwear,10-20%,2,17,17,24,1.412,2032.46,296.40,1736.06,467.04,0.1513,72.34,19.46,0.269,6,0.3529
2024-09-01,Beauty,30%+,4,11,11,11,1.0,497.96,178.74,319.22,117.4,0.3584,29.02,10.67,0.3678,1,0.0909
2024-07-01,Beauty,20-30%,3,14,13,18,1.286,1098.92,263.60,835.32,395.04,0.2402,46.41,21.95,0.4729,0,0.0
2024-10-01,Footwear,30%+,4,11,11,11,1.0,1267.51,539.08,728.43,140.5,0.427,66.22,12.77,0.1929,1,0.0909
2025-03-01,Beauty,30%+,4,10,9,11,1.1,525.76,215.78,309.98,105.41,0.39,28.18,9.58,0.3401,0,0.0
2025-01-01,Apparel,20-30%,3,17,17,17,1.0,1422.03,358.74,1063.29,287.54,0.2557,62.55,16.91,0.2704,2,0.1176
2026-04-01,Beauty,10-20%,2,12,12,13,1.083,732.87,123.85,609.02,345.68,0.1681,46.85,26.59,0.5676,0,0.0
2025-06-01,Footwear,20-30%,3,25,25,28,1.12,2315.80,549.08,1766.72,388.89,0.2413,63.1,13.89,0.2201,6,0.24
2024-02-01,Sports & Outdoors,30%+,4,2,2,3,1.5,371.74,142.50,229.24,11.5,0.3998,76.41,3.83,0.0502,0,0.0
2024-04-01,Electronics,20-30%,3,6,6,7,1.167,1948.16,500.60,1447.56,-249.75,0.2492,206.79,-35.68,-0.1725,1,0.1667
2025-03-01,Beauty,20-30%,3,18,18,23,1.278,1268.79,320.32,948.47,438.83,0.2494,41.24,19.08,0.4627,0,0.0
2026-01-01,Home & Kitchen,20-30%,3,17,17,22,1.294,2424.64,613.15,1811.49,111.06,0.2537,82.34,5.05,0.0613,0,0.0
2026-06-01,Footwear,20-30%,3,5,5,6,1.2,678.76,170.30,508.46,144.86,0.2545,84.74,24.14,0.2849,0,0.0
2025-04-01,Apparel,1-10%,1,13,13,18,1.385,1757.94,87.38,1670.56,689.81,0.0533,92.81,38.32,0.4129,2,0.1538
2025-01-01,Home & Kitchen,20-30%,3,14,12,14,1.0,1179.66,293.38,886.28,-44.11,0.252,63.31,-3.15,-0.0498,5,0.3571
2024-02-01,Electronics,20-30%,3,5,5,7,1.4,1756.43,444.93,1311.50,-105.19,0.246,187.36,-15.03,-0.0802,1,0.2
2024-03-01,Sports & Outdoors,1-10%,1,3,3,4,1.333,865.01,34.04,830.97,256.48,0.0374,207.74,64.12,0.3087,0,0.0
2024-03-01,Footwear,0%,0,48,43,71,1.479,6143.62,0.00,6143.62,2047.44,0.0,86.53,28.84,0.3333,16,0.3333
2024-02-01,Footwear,0%,0,38,32,43,1.132,4044.72,0.00,4044.72,1342.88,0.0,94.06,31.23,0.332,10,0.2632
2024-04-01,Apparel,20-30%,3,22,22,29,1.318,2612.62,683.43,1929.19,547.32,0.2591,66.52,18.87,0.2837,5,0.2273
2024-12-01,Footwear,30%+,4,35,33,50,1.429,4360.54,1787.32,2573.22,256.77,0.4151,51.46,5.14,0.0998,15,0.4286
2024-05-01,Beauty,0%,0,61,54,75,1.23,3989.80,0.00,3989.80,2181.13,0.0,53.2,29.08,0.5467,4,0.0656
