invoice_id,customer_id,company_name,segment,region,subscription_id,plan_name,invoice_date,invoice_month,period_start,period_end,billing_period,amount,status,paid_date,payment_method,attempts,collected_amount,at_risk_amount,days_to_pay,is_failed,is_dunning_recovered
INV-001517,CUS-00099,Northwind Point Networks,SMB,EMEA,SUB-00099-04,Growth,2025-07-01,2025-07-01,2025-07-01,2025-08-01,monthly,1076.76,paid,2025-07-03,Credit card,1,1076.76,0.00,2,0,0
INV-001518,CUS-00099,Northwind Point Networks,SMB,EMEA,SUB-00099-04,Growth,2025-08-01,2025-08-01,2025-08-01,2025-09-01,monthly,1076.76,paid,2025-08-01,Credit card,1,1076.76,0.00,0,0,0
INV-001519,CUS-00099,Northwind Point Networks,SMB,EMEA,SUB-00099-04,Growth,2025-09-01,2025-09-01,2025-09-01,2025-10-01,monthly,1076.76,paid,2025-09-08,Credit card,3,1076.76,0.00,7,0,1
INV-001520,CUS-00099,Northwind Point Networks,SMB,EMEA,SUB-00099-04,Growth,2025-10-01,2025-10-01,2025-10-01,2025-11-01,monthly,1076.76,paid,2025-10-02,Credit card,1,1076.76,0.00,1,0,0
INV-001521,CUS-00099,Northwind Point Networks,SMB,EMEA,SUB-00099-04,Growth,2025-11-01,2025-11-01,2025-11-01,2025-12-01,monthly,1076.76,paid,2025-11-02,Credit card,1,1076.76,0.00,1,0,0
INV-001522,CUS-00099,Northwind Point Networks,SMB,EMEA,SUB-00099-05,Growth,2025-12-01,2025-12-01,2025-12-01,2026-01-01,monthly,1390.82,paid,2025-12-04,Credit card,1,1390.82,0.00,3,0,0
INV-001523,CUS-00099,Northwind Point Networks,SMB,EMEA,SUB-00099-05,Growth,2026-01-01,2026-01-01,2026-01-01,2026-02-01,monthly,1390.82,paid,2026-01-02,ACH / bank transfer,1,1390.82,0.00,1,0,0
INV-001524,CUS-00099,Northwind Point Networks,SMB,EMEA,SUB-00099-05,Growth,2026-02-01,2026-02-01,2026-02-01,2026-03-01,monthly,1390.82,paid,2026-02-02,Invoice / wire,1,1390.82,0.00,1,0,0
INV-001525,CUS-00099,Northwind Point Networks,SMB,EMEA,SUB-00099-05,Growth,2026-03-01,2026-03-01,2026-03-01,2026-04-01,monthly,1390.82,paid,2026-03-01,Credit card,1,1390.82,0.00,0,0,0
INV-001526,CUS-00099,Northwind Point Networks,SMB,EMEA,SUB-00099-05,Growth,2026-04-01,2026-04-01,2026-04-01,2026-05-01,monthly,1390.82,paid,2026-04-02,Credit card,1,1390.82,0.00,1,0,0
INV-001527,CUS-00099,Northwind Point Networks,SMB,EMEA,SUB-00099-05,Growth,2026-05-01,2026-05-01,2026-05-01,2026-06-01,monthly,1390.82,paid,2026-05-01,ACH / bank transfer,1,1390.82,0.00,0,0,0
INV-001528,CUS-00099,Northwind Point Networks,SMB,EMEA,SUB-00099-05,Growth,2026-06-01,2026-06-01,2026-06-01,2026-07-01,monthly,1390.82,paid,2026-06-01,Credit card,1,1390.82,0.00,0,0,0
INV-001529,CUS-00099,Northwind Point Networks,SMB,EMEA,SUB-00099-06,Growth,2026-07-01,2026-07-01,2026-07-01,2026-08-01,monthly,1031.89,paid,2026-07-03,Invoice / wire,1,1031.89,0.00,2,0,0
INV-001530,CUS-00099,Northwind Point Networks,SMB,EMEA,SUB-00099-06,Growth,2026-08-01,2026-08-01,2026-08-01,2026-09-01,monthly,1031.89,paid,2026-08-03,ACH / bank transfer,1,1031.89,0.00,2,0,0
INV-001531,CUS-00100,Crestline Vale Retail,SMB,North America,SUB-00100-00,Starter,2023-06-01,2023-06-01,2023-06-01,2023-07-01,monthly,323.70,paid,2023-06-03,Credit card,1,323.70,0.00,2,0,0
INV-001532,CUS-00100,Crestline Vale Retail,SMB,North America,SUB-00100-00,Starter,2023-07-01,2023-07-01,2023-07-01,2023-08-01,monthly,323.70,paid,2023-07-02,Credit card,1,323.70,0.00,1,0,0
INV-001533,CUS-00100,Crestline Vale Retail,SMB,North America,SUB-00100-00,Starter,2023-08-01,2023-08-01,2023-08-01,2023-09-01,monthly,323.70,paid,2023-08-01,ACH / bank transfer,1,323.70,0.00,0,0,0
INV-001534,CUS-00100,Crestline Vale Retail,SMB,North America,SUB-00100-00,Starter,2023-09-01,2023-09-01,2023-09-01,2023-10-01,monthly,323.70,paid,2023-09-02,Invoice / wire,1,323.70,0.00,1,0,0
INV-001535,CUS-00101,Lyra Field Retail,Mid-Market,North America,SUB-00101-00,Growth,2023-06-01,2023-06-01,2023-06-01,2023-07-01,monthly,691.92,paid,2023-06-01,ACH / bank transfer,1,691.92,0.00,0,0,0
INV-001536,CUS-00101,Lyra Field Retail,Mid-Market,North America,SUB-00101-00,Growth,2023-07-01,2023-07-01,2023-07-01,2023-08-01,monthly,691.92,paid,2023-07-02,Invoice / wire,1,691.92,0.00,1,0,0
INV-001537,CUS-00101,Lyra Field Retail,Mid-Market,North America,SUB-00101-00,Growth,2023-08-01,2023-08-01,2023-08-01,2023-09-01,monthly,691.92,paid,2023-08-02,Credit card,1,691.92,0.00,1,0,0
INV-001538,CUS-00101,Lyra Field Retail,Mid-Market,North America,SUB-00101-00,Growth,2023-09-01,2023-09-01,2023-09-01,2023-10-01,monthly,691.92,paid,2023-09-04,ACH / bank transfer,1,691.92,0.00,3,0,0
INV-001539,CUS-00101,Lyra Field Retail,Mid-Market,North America,SUB-00101-00,Growth,2023-10-01,2023-10-01,2023-10-01,2023-11-01,monthly,691.92,paid,2023-10-02,Credit card,1,691.92,0.00,1,0,0
INV-001540,CUS-00101,Lyra Field Retail,Mid-Market,North America,SUB-00101-00,Growth,2023-11-01,2023-11-01,2023-11-01,2023-12-01,monthly,691.92,paid,2023-11-02,ACH / bank transfer,1,691.92,0.00,1,0,0
INV-001541,CUS-00101,Lyra Field Retail,Mid-Market,North America,SUB-00101-00,Growth,2023-12-01,2023-12-01,2023-12-01,2024-01-01,monthly,691.92,paid,2023-12-02,Credit card,1,691.92,0.00,1,0,0
INV-001542,CUS-00101,Lyra Field Retail,Mid-Market,North America,SUB-00101-00,Growth,2024-01-01,2024-01-01,2024-01-01,2024-02-01,monthly,691.92,paid,2024-01-03,Invoice / wire,1,691.92,0.00,2,0,0
INV-001543,CUS-00101,Lyra Field Retail,Mid-Market,North America,SUB-00101-00,Growth,2024-02-01,2024-02-01,2024-02-01,2024-03-01,monthly,691.92,paid,2024-02-03,Credit card,1,691.92,0.00,2,0,0
INV-001544,CUS-00101,Lyra Field Retail,Mid-Market,North America,SUB-00101-00,Growth,2024-03-01,2024-03-01,2024-03-01,2024-04-01,monthly,691.92,paid,2024-03-03,Invoice / wire,1,691.92,0.00,2,0,0
INV-001545,CUS-00101,Lyra Field Retail,Mid-Market,North America,SUB-00101-00,Growth,2024-04-01,2024-04-01,2024-04-01,2024-05-01,monthly,691.92,paid,2024-04-13,Credit card,2,691.92,0.00,12,0,1
INV-001546,CUS-00101,Lyra Field Retail,Mid-Market,North America,SUB-00101-00,Growth,2024-05-01,2024-05-01,2024-05-01,2024-06-01,monthly,691.92,paid,2024-05-02,Credit card,1,691.92,0.00,1,0,0
INV-001547,CUS-00102,Granite Peak Solutions,SMB,LATAM,SUB-00102-00,Growth,2023-06-01,2023-06-01,2023-06-01,2023-07-01,monthly,1187.06,paid,2023-06-04,Credit card,1,1187.06,0.00,3,0,0
INV-001548,CUS-00102,Granite Peak Solutions,SMB,LATAM,SUB-00102-00,Growth,2023-07-01,2023-07-01,2023-07-01,2023-08-01,monthly,1187.06,paid,2023-07-02,Invoice / wire,1,1187.06,0.00,1,0,0
INV-001549,CUS-00102,Granite Peak Solutions,SMB,LATAM,SUB-00102-00,Growth,2023-08-01,2023-08-01,2023-08-01,2023-09-01,monthly,1187.06,paid,2023-08-04,Credit card,1,1187.06,0.00,3,0,0
INV-001550,CUS-00102,Granite Peak Solutions,SMB,LATAM,SUB-00102-00,Growth,2023-09-01,2023-09-01,2023-09-01,2023-10-01,monthly,1187.06,paid,2023-09-02,ACH / bank transfer,1,1187.06,0.00,1,0,0
INV-001551,CUS-00102,Granite Peak Solutions,SMB,LATAM,SUB-00102-00,Growth,2023-10-01,2023-10-01,2023-10-01,2023-11-01,monthly,1187.06,paid,2023-10-04,Credit card,1,1187.06,0.00,3,0,0
INV-001552,CUS-00103,Beacon Vale Health,Enterprise,APAC,SUB-00103-00,Enterprise,2023-06-01,2023-06-01,2023-06-01,2024-06-01,annual,379991.04,paid,2023-06-18,ACH / bank transfer,1,379991.04,0.00,17,0,0
INV-001553,CUS-00103,Beacon Vale Health,Enterprise,APAC,SUB-00103-01,Enterprise,2024-06-01,2024-06-01,2024-06-01,2025-06-01,annual,238318.08,paid,2024-06-01,Credit card,1,238318.08,0.00,0,0,0
INV-001554,CUS-00103,Beacon Vale Health,Enterprise,APAC,SUB-00103-01,Enterprise,2025-06-01,2025-06-01,2025-06-01,2026-06-01,annual,238318.08,paid,2025-06-06,ACH / bank transfer,1,238318.08,0.00,5,0,0
INV-001555,CUS-00104,Nimbus Harbour Group,SMB,North America,SUB-00104-00,Growth,2023-06-01,2023-06-01,2023-06-01,2023-07-01,monthly,2160.00,paid,2023-06-03,Invoice / wire,1,2160.00,0.00,2,0,0
INV-001556,CUS-00104,Nimbus Harbour Group,SMB,North America,SUB-00104-00,Growth,2023-07-01,2023-07-01,2023-07-01,2023-08-01,monthly,2160.00,paid,2023-07-03,ACH / bank transfer,1,2160.00,0.00,2,0,0
INV-001557,CUS-00104,Nimbus Harbour Group,SMB,North America,SUB-00104-00,Growth,2023-08-01,2023-08-01,2023-08-01,2023-09-01,monthly,2160.00,paid,2023-08-01,ACH / bank transfer,1,2160.00,0.00,0,0,0
INV-001558,CUS-00104,Nimbus Harbour Group,SMB,North America,SUB-00104-00,Growth,2023-09-01,2023-09-01,2023-09-01,2023-10-01,monthly,2160.00,paid,2023-09-03,Credit card,1,2160.00,0.00,2,0,0
INV-001559,CUS-00104,Nimbus Harbour Group,SMB,North America,SUB-00104-00,Growth,2023-10-01,2023-10-01,2023-10-01,2023-11-01,monthly,2160.00,paid,2023-10-03,Credit card,1,2160.00,0.00,2,0,0
INV-001560,CUS-00104,Nimbus Harbour Group,SMB,North America,SUB-00104-00,Growth,2023-11-01,2023-11-01,2023-11-01,2023-12-01,monthly,2160.00,paid,2023-11-04,Credit card,1,2160.00,0.00,3,0,0
INV-001561,CUS-00104,Nimbus Harbour Group,SMB,North America,SUB-00104-00,Growth,2023-12-01,2023-12-01,2023-12-01,2024-01-01,monthly,2160.00,paid,2023-12-01,Credit card,1,2160.00,0.00,0,0,0
INV-001562,CUS-00104,Nimbus Harbour Group,SMB,North America,SUB-00104-01,Growth,2024-01-01,2024-01-01,2024-01-01,2024-02-01,monthly,2610.00,paid,2024-01-02,ACH / bank transfer,1,2610.00,0.00,1,0,0
INV-001563,CUS-00104,Nimbus Harbour Group,SMB,North America,SUB-00104-01,Growth,2024-02-01,2024-02-01,2024-02-01,2024-03-01,monthly,2610.00,paid,2024-02-01,Invoice / wire,1,2610.00,0.00,0,0,0
INV-001564,CUS-00104,Nimbus Harbour Group,SMB,North America,SUB-00104-01,Growth,2024-03-01,2024-03-01,2024-03-01,2024-04-01,monthly,2610.00,paid,2024-03-03,Credit card,1,2610.00,0.00,2,0,0
INV-001565,CUS-00104,Nimbus Harbour Group,SMB,North America,SUB-00104-01,Growth,2024-04-01,2024-04-01,2024-04-01,2024-05-01,monthly,2610.00,paid,2024-04-03,Credit card,1,2610.00,0.00,2,0,0
INV-001566,CUS-00104,Nimbus Harbour Group,SMB,North America,SUB-00104-01,Growth,2024-05-01,2024-05-01,2024-05-01,2024-06-01,monthly,2610.00,paid,2024-05-04,Invoice / wire,1,2610.00,0.00,3,0,0
INV-001567,CUS-00104,Nimbus Harbour Group,SMB,North America,SUB-00104-01,Growth,2024-06-01,2024-06-01,2024-06-01,2024-07-01,monthly,2610.00,paid,2024-06-03,Credit card,1,2610.00,0.00,2,0,0
INV-001568,CUS-00104,Nimbus Harbour Group,SMB,North America,SUB-00104-01,Growth,2024-07-01,2024-07-01,2024-07-01,2024-08-01,monthly,2610.00,paid,2024-07-04,Credit card,1,2610.00,0.00,3,0,0
INV-001569,CUS-00104,Nimbus Harbour Group,SMB,North America,SUB-00104-01,Growth,2024-08-01,2024-08-01,2024-08-01,2024-09-01,monthly,2610.00,paid,2024-08-01,Credit card,1,2610.00,0.00,0,0,0
INV-001570,CUS-00104,Nimbus Harbour Group,SMB,North America,SUB-00104-01,Growth,2024-09-01,2024-09-01,2024-09-01,2024-10-01,monthly,2610.00,paid,2024-09-04,Invoice / wire,1,2610.00,0.00,3,0,0
INV-001571,CUS-00104,Nimbus Harbour Group,SMB,North America,SUB-00104-01,Growth,2024-10-01,2024-10-01,2024-10-01,2024-11-01,monthly,2610.00,paid,2024-10-02,ACH / bank transfer,1,2610.00,0.00,1,0,0
INV-001572,CUS-00104,Nimbus Harbour Group,SMB,North America,SUB-00104-01,Growth,2024-11-01,2024-11-01,2024-11-01,2024-12-01,monthly,2610.00,paid,2024-11-04,Credit card,1,2610.00,0.00,3,0,0
INV-001573,CUS-00104,Nimbus Harbour Group,SMB,North America,SUB-00104-02,Growth,2024-12-01,2024-12-01,2024-12-01,2025-01-01,monthly,3510.00,paid,2024-12-02,Credit card,1,3510.00,0.00,1,0,0
INV-001574,CUS-00104,Nimbus Harbour Group,SMB,North America,SUB-00104-02,Growth,2025-01-01,2025-01-01,2025-01-01,2025-02-01,monthly,3510.00,paid,2025-01-03,Invoice / wire,1,3510.00,0.00,2,0,0
INV-001575,CUS-00104,Nimbus Harbour Group,SMB,North America,SUB-00104-02,Growth,2025-02-01,2025-02-01,2025-02-01,2025-03-01,monthly,3510.00,paid,2025-02-02,ACH / bank transfer,1,3510.00,0.00,1,0,0
INV-001576,CUS-00104,Nimbus Harbour Group,SMB,North America,SUB-00104-02,Growth,2025-03-01,2025-03-01,2025-03-01,2025-04-01,monthly,3510.00,paid,2025-03-03,ACH / bank transfer,1,3510.00,0.00,2,0,0
INV-001577,CUS-00104,Nimbus Harbour Group,SMB,North America,SUB-00104-02,Growth,2025-04-01,2025-04-01,2025-04-01,2025-05-01,monthly,3510.00,paid,2025-04-02,Invoice / wire,1,3510.00,0.00,1,0,0
INV-001578,CUS-00104,Nimbus Harbour Group,SMB,North America,SUB-00104-02,Growth,2025-05-01,2025-05-01,2025-05-01,2025-06-01,monthly,3510.00,paid,2025-05-01,Credit card,1,3510.00,0.00,0,0,0
INV-001579,CUS-00104,Nimbus Harbour Group,SMB,North America,SUB-00104-02,Growth,2025-06-01,2025-06-01,2025-06-01,2025-07-01,monthly,3510.00,paid,2025-06-03,Invoice / wire,1,3510.00,0.00,2,0,0
INV-001580,CUS-00104,Nimbus Harbour Group,SMB,North America,SUB-00104-02,Growth,2025-07-01,2025-07-01,2025-07-01,2025-08-01,monthly,3510.00,paid,2025-07-04,ACH / bank transfer,1,3510.00,0.00,3,0,0
INV-001581,CUS-00104,Nimbus Harbour Group,SMB,North America,SUB-00104-02,Growth,2025-08-01,2025-08-01,2025-08-01,2025-09-01,monthly,3510.00,paid,2025-08-03,Invoice / wire,1,3510.00,0.00,2,0,0
INV-001582,CUS-00104,Nimbus Harbour Group,SMB,North America,SUB-00104-02,Growth,2025-09-01,2025-09-01,2025-09-01,2025-10-01,monthly,3510.00,paid,2025-09-01,Invoice / wire,1,3510.00,0.00,0,0,0
INV-001583,CUS-00104,Nimbus Harbour Group,SMB,North America,SUB-00104-02,Growth,2025-10-01,2025-10-01,2025-10-01,2025-11-01,monthly,3510.00,paid,2025-10-03,Credit card,1,3510.00,0.00,2,0,0
INV-001584,CUS-00104,Nimbus Harbour Group,SMB,North America,SUB-00104-02,Growth,2025-11-01,2025-11-01,2025-11-01,2025-12-01,monthly,3510.00,paid,2025-11-04,ACH / bank transfer,1,3510.00,0.00,3,0,0
INV-001585,CUS-00104,Nimbus Harbour Group,SMB,North America,SUB-00104-02,Growth,2025-12-01,2025-12-01,2025-12-01,2026-01-01,monthly,3510.00,paid,2025-12-01,Credit card,1,3510.00,0.00,0,0,0
INV-001586,CUS-00104,Nimbus Harbour Group,SMB,North America,SUB-00104-02,Growth,2026-01-01,2026-01-01,2026-01-01,2026-02-01,monthly,3510.00,paid,2026-01-03,Credit card,1,3510.00,0.00,2,0,0
INV-001587,CUS-00104,Nimbus Harbour Group,SMB,North America,SUB-00104-02,Growth,2026-02-01,2026-02-01,2026-02-01,2026-03-01,monthly,3510.00,paid,2026-02-03,Invoice / wire,1,3510.00,0.00,2,0,0
INV-001588,CUS-00104,Nimbus Harbour Group,SMB,North America,SUB-00104-02,Growth,2026-03-01,2026-03-01,2026-03-01,2026-04-01,monthly,3510.00,paid,2026-03-04,Credit card,1,3510.00,0.00,3,0,0
INV-001589,CUS-00104,Nimbus Harbour Group,SMB,North America,SUB-00104-02,Growth,2026-04-01,2026-04-01,2026-04-01,2026-05-01,monthly,3510.00,paid,2026-04-03,Invoice / wire,1,3510.00,0.00,2,0,0
INV-001590,CUS-00104,Nimbus Harbour Group,SMB,North America,SUB-00104-03,Scale,2026-05-01,2026-05-01,2026-05-01,2026-06-01,monthly,8475.00,paid,2026-05-04,Credit card,1,8475.00,0.00,3,0,0
INV-001591,CUS-00104,Nimbus Harbour Group,SMB,North America,SUB-00104-03,Scale,2026-06-01,2026-06-01,2026-06-01,2026-07-01,monthly,8475.00,paid,2026-06-02,Invoice / wire,1,8475.00,0.00,1,0,0
INV-001592,CUS-00104,Nimbus Harbour Group,SMB,North America,SUB-00104-03,Scale,2026-07-01,2026-07-01,2026-07-01,2026-08-01,monthly,8475.00,paid,2026-07-04,Credit card,1,8475.00,0.00,3,0,0
INV-001593,CUS-00104,Nimbus Harbour Group,SMB,North America,SUB-00104-03,Scale,2026-08-01,2026-08-01,2026-08-01,2026-09-01,monthly,8475.00,paid,2026-08-03,ACH / bank transfer,1,8475.00,0.00,2,0,0
INV-001594,CUS-00105,Orchid Bridge Networks,SMB,North America,SUB-00105-00,Growth,2023-06-01,2023-06-01,2023-06-01,2023-07-01,monthly,568.62,paid,2023-06-01,Credit card,1,568.62,0.00,0,0,0
INV-001595,CUS-00105,Orchid Bridge Networks,SMB,North America,SUB-00105-00,Growth,2023-07-01,2023-07-01,2023-07-01,2023-08-01,monthly,568.62,paid,2023-07-03,Credit card,1,568.62,0.00,2,0,0
INV-001596,CUS-00105,Orchid Bridge Networks,SMB,North America,SUB-00105-00,Growth,2023-08-01,2023-08-01,2023-08-01,2023-09-01,monthly,568.62,paid,2023-08-03,Credit card,1,568.62,0.00,2,0,0
INV-001597,CUS-00105,Orchid Bridge Networks,SMB,North America,SUB-00105-00,Growth,2023-09-01,2023-09-01,2023-09-01,2023-10-01,monthly,568.62,paid,2023-09-03,Credit card,1,568.62,0.00,2,0,0
INV-001598,CUS-00105,Orchid Bridge Networks,SMB,North America,SUB-00105-00,Growth,2023-10-01,2023-10-01,2023-10-01,2023-11-01,monthly,568.62,paid,2023-10-04,Credit card,1,568.62,0.00,3,0,0
INV-001599,CUS-00106,Orchid Cove Energy,Mid-Market,North America,SUB-00106-00,Scale,2023-06-01,2023-06-01,2023-06-01,2023-07-01,monthly,11908.50,paid,2023-06-03,Invoice / wire,1,11908.50,0.00,2,0,0
INV-001600,CUS-00106,Orchid Cove Energy,Mid-Market,North America,SUB-00106-00,Scale,2023-07-01,2023-07-01,2023-07-01,2023-08-01,monthly,11908.50,paid,2023-07-02,Credit card,1,11908.50,0.00,1,0,0
INV-001601,CUS-00106,Orchid Cove Energy,Mid-Market,North America,SUB-00106-00,Scale,2023-08-01,2023-08-01,2023-08-01,2023-09-01,monthly,11908.50,paid,2023-08-01,Credit card,1,11908.50,0.00,0,0,0
INV-001602,CUS-00106,Orchid Cove Energy,Mid-Market,North America,SUB-00106-00,Scale,2023-09-01,2023-09-01,2023-09-01,2023-10-01,monthly,11908.50,paid,2023-09-03,Credit card,1,11908.50,0.00,2,0,0
INV-001603,CUS-00106,Orchid Cove Energy,Mid-Market,North America,SUB-00106-01,Scale,2023-10-01,2023-10-01,2023-10-01,2023-11-01,monthly,16181.55,paid,2023-10-01,ACH / bank transfer,1,16181.55,0.00,0,0,0
INV-001604,CUS-00106,Orchid Cove Energy,Mid-Market,North America,SUB-00106-01,Scale,2023-11-01,2023-11-01,2023-11-01,2023-12-01,monthly,16181.55,paid,2023-11-01,Credit card,1,16181.55,0.00,0,0,0
INV-001605,CUS-00106,Orchid Cove Energy,Mid-Market,North America,SUB-00106-02,Scale,2023-12-01,2023-12-01,2023-12-01,2024-01-01,monthly,18283.05,paid,2023-12-03,Invoice / wire,1,18283.05,0.00,2,0,0
INV-001606,CUS-00106,Orchid Cove Energy,Mid-Market,North America,SUB-00106-02,Scale,2024-01-01,2024-01-01,2024-01-01,2024-02-01,monthly,18283.05,paid,2024-01-01,Invoice / wire,1,18283.05,0.00,0,0,0
INV-001607,CUS-00106,Orchid Cove Energy,Mid-Market,North America,SUB-00106-02,Scale,2024-02-01,2024-02-01,2024-02-01,2024-03-01,monthly,18283.05,paid,2024-02-03,Credit card,1,18283.05,0.00,2,0,0
INV-001608,CUS-00106,Orchid Cove Energy,Mid-Market,North America,SUB-00106-02,Scale,2024-03-01,2024-03-01,2024-03-01,2024-04-01,monthly,18283.05,paid,2024-03-03,ACH / bank transfer,1,18283.05,0.00,2,0,0
INV-001609,CUS-00106,Orchid Cove Energy,Mid-Market,North America,SUB-00106-02,Scale,2024-04-01,2024-04-01,2024-04-01,2024-05-01,monthly,18283.05,paid,2024-04-04,Credit card,1,18283.05,0.00,3,0,0
INV-001610,CUS-00106,Orchid Cove Energy,Mid-Market,North America,SUB-00106-02,Scale,2024-05-01,2024-05-01,2024-05-01,2024-06-01,monthly,18283.05,paid,2024-05-03,Credit card,1,18283.05,0.00,2,0,0
INV-001611,CUS-00106,Orchid Cove Energy,Mid-Market,North America,SUB-00106-02,Scale,2024-06-01,2024-06-01,2024-06-01,2024-07-01,monthly,18283.05,paid,2024-06-01,ACH / bank transfer,1,18283.05,0.00,0,0,0
INV-001612,CUS-00106,Orchid Cove Energy,Mid-Market,North America,SUB-00106-02,Scale,2024-07-01,2024-07-01,2024-07-01,2024-08-01,monthly,18283.05,paid,2024-07-03,ACH / bank transfer,1,18283.05,0.00,2,0,0
INV-001613,CUS-00106,Orchid Cove Energy,Mid-Market,North America,SUB-00106-02,Scale,2024-08-01,2024-08-01,2024-08-01,2024-09-01,monthly,18283.05,paid,2024-08-02,ACH / bank transfer,1,18283.05,0.00,1,0,0
INV-001614,CUS-00106,Orchid Cove Energy,Mid-Market,North America,SUB-00106-03,Scale,2024-09-01,2024-09-01,2024-09-01,2024-10-01,monthly,10297.35,paid,2024-09-04,Credit card,1,10297.35,0.00,3,0,0
INV-001615,CUS-00106,Orchid Cove Energy,Mid-Market,North America,SUB-00106-03,Scale,2024-10-01,2024-10-01,2024-10-01,2024-11-01,monthly,10297.35,paid,2024-10-03,ACH / bank transfer,1,10297.35,0.00,2,0,0
INV-001616,CUS-00106,Orchid Cove Energy,Mid-Market,North America,SUB-00106-03,Scale,2024-11-01,2024-11-01,2024-11-01,2024-12-01,monthly,10297.35,paid,2024-11-03,Credit card,1,10297.35,0.00,2,0,0
INV-001617,CUS-00106,Orchid Cove Energy,Mid-Market,North America,SUB-00106-04,Scale,2024-12-01,2024-12-01,2024-12-01,2025-01-01,monthly,14640.45,paid,2024-12-02,ACH / bank transfer,1,14640.45,0.00,1,0,0
INV-001618,CUS-00106,Orchid Cove Energy,Mid-Market,North America,SUB-00106-04,Scale,2025-01-01,2025-01-01,2025-01-01,2025-02-01,monthly,14640.45,paid,2025-01-04,Credit card,1,14640.45,0.00,3,0,0
INV-001619,CUS-00106,Orchid Cove Energy,Mid-Market,North America,SUB-00106-04,Scale,2025-02-01,2025-02-01,2025-02-01,2025-03-01,monthly,14640.45,paid,2025-02-01,Credit card,1,14640.45,0.00,0,0,0
INV-001620,CUS-00106,Orchid Cove Energy,Mid-Market,North America,SUB-00106-04,Scale,2025-03-01,2025-03-01,2025-03-01,2025-04-01,monthly,14640.45,paid,2025-03-02,Credit card,1,14640.45,0.00,1,0,0
INV-001621,CUS-00106,Orchid Cove Energy,Mid-Market,North America,SUB-00106-04,Scale,2025-04-01,2025-04-01,2025-04-01,2025-05-01,monthly,14640.45,paid,2025-04-01,Credit card,1,14640.45,0.00,0,0,0
INV-001622,CUS-00106,Orchid Cove Energy,Mid-Market,North America,SUB-00106-04,Scale,2025-05-01,2025-05-01,2025-05-01,2025-06-01,monthly,14640.45,paid,2025-05-04,Credit card,1,14640.45,0.00,3,0,0
INV-001623,CUS-00106,Orchid Cove Energy,Mid-Market,North America,SUB-00106-04,Scale,2025-06-01,2025-06-01,2025-06-01,2025-07-01,monthly,14640.45,paid,2025-06-01,Credit card,1,14640.45,0.00,0,0,0
INV-001624,CUS-00106,Orchid Cove Energy,Mid-Market,North America,SUB-00106-04,Scale,2025-07-01,2025-07-01,2025-07-01,2025-08-01,monthly,14640.45,paid,2025-07-04,Invoice / wire,1,14640.45,0.00,3,0,0
INV-001625,CUS-00106,Orchid Cove Energy,Mid-Market,North America,SUB-00106-04,Scale,2025-08-01,2025-08-01,2025-08-01,2025-09-01,monthly,14640.45,paid,2025-08-02,Invoice / wire,1,14640.45,0.00,1,0,0
INV-001626,CUS-00106,Orchid Cove Energy,Mid-Market,North America,SUB-00106-05,Scale,2025-09-01,2025-09-01,2025-09-01,2025-10-01,monthly,11978.55,paid,2025-09-02,Credit card,1,11978.55,0.00,1,0,0
INV-001627,CUS-00106,Orchid Cove Energy,Mid-Market,North America,SUB-00106-06,Scale,2025-10-01,2025-10-01,2025-10-01,2025-11-01,monthly,10367.40,paid,2025-10-04,ACH / bank transfer,1,10367.40,0.00,3,0,0
INV-001628,CUS-00106,Orchid Cove Energy,Mid-Market,North America,SUB-00106-06,Scale,2025-11-01,2025-11-01,2025-11-01,2025-12-01,monthly,10367.40,paid,2025-11-04,Invoice / wire,1,10367.40,0.00,3,0,0
INV-001629,CUS-00106,Orchid Cove Energy,Mid-Market,North America,SUB-00106-06,Scale,2025-12-01,2025-12-01,2025-12-01,2026-01-01,monthly,10367.40,paid,2025-12-08,Credit card,2,10367.40,0.00,7,0,1
INV-001630,CUS-00106,Orchid Cove Energy,Mid-Market,North America,SUB-00106-06,Scale,2026-01-01,2026-01-01,2026-01-01,2026-02-01,monthly,10367.40,paid,2026-01-12,ACH / bank transfer,3,10367.40,0.00,11,0,1
INV-001631,CUS-00106,Orchid Cove Energy,Mid-Market,North America,SUB-00106-06,Scale,2026-02-01,2026-02-01,2026-02-01,2026-03-01,monthly,10367.40,paid,2026-02-12,Credit card,2,10367.40,0.00,11,0,1
INV-001632,CUS-00106,Orchid Cove Energy,Mid-Market,North America,SUB-00106-07,Scale,2026-03-01,2026-03-01,2026-03-01,2026-04-01,monthly,11908.50,paid,2026-03-03,Credit card,1,11908.50,0.00,2,0,0
INV-001633,CUS-00106,Orchid Cove Energy,Mid-Market,North America,SUB-00106-07,Scale,2026-04-01,2026-04-01,2026-04-01,2026-05-01,monthly,11908.50,paid,2026-04-03,Credit card,1,11908.50,0.00,2,0,0
INV-001634,CUS-00106,Orchid Cove Energy,Mid-Market,North America,SUB-00106-07,Scale,2026-05-01,2026-05-01,2026-05-01,2026-06-01,monthly,11908.50,paid,2026-05-01,Credit card,1,11908.50,0.00,0,0,0
INV-001635,CUS-00106,Orchid Cove Energy,Mid-Market,North America,SUB-00106-07,Scale,2026-06-01,2026-06-01,2026-06-01,2026-07-01,monthly,11908.50,paid,2026-06-04,Credit card,1,11908.50,0.00,3,0,0
