month,customer_id,company_name,segment,industry,region,country,acquisition_channel,sales_rep,cohort_month,tenure_months,plan_name,billing_period,seats,seat_change,mrr,prior_mrr,net_change_mrr,movement_type,new_mrr,reactivation_mrr,expansion_mrr,contraction_mrr,churned_mrr,is_active,churn_type,churn_reason
2024-07-01,CUS-00330,Corvus Field Solutions,Mid-Market,Financial Services,APAC,Singapore,Inbound,G. Almeida,2024-04-01,3,Growth,annual,13,0,509.54,509.54,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2024-08-01,CUS-00330,Corvus Field Solutions,Mid-Market,Financial Services,APAC,Singapore,Inbound,G. Almeida,2024-04-01,4,Growth,annual,13,0,509.54,509.54,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2024-09-01,CUS-00330,Corvus Field Solutions,Mid-Market,Financial Services,APAC,Singapore,Inbound,G. Almeida,2024-04-01,5,Growth,annual,17,4,666.32,509.54,156.78,Expansion,0.0,0.0,156.78,0.0,0.0,1,,
2024-10-01,CUS-00330,Corvus Field Solutions,Mid-Market,Financial Services,APAC,Singapore,Inbound,G. Almeida,2024-04-01,6,Growth,annual,17,0,666.32,666.32,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2024-11-01,CUS-00330,Corvus Field Solutions,Mid-Market,Financial Services,APAC,Singapore,Inbound,G. Almeida,2024-04-01,7,Growth,annual,17,0,666.32,666.32,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2024-12-01,CUS-00330,Corvus Field Solutions,Mid-Market,Financial Services,APAC,Singapore,Inbound,G. Almeida,2024-04-01,8,Growth,annual,17,0,666.32,666.32,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2025-01-01,CUS-00330,Corvus Field Solutions,Mid-Market,Financial Services,APAC,Singapore,Inbound,G. Almeida,2024-04-01,9,Growth,annual,17,0,666.32,666.32,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2025-02-01,CUS-00330,Corvus Field Solutions,Mid-Market,Financial Services,APAC,Singapore,Inbound,G. Almeida,2024-04-01,10,Growth,annual,20,3,783.9,666.32,117.58,Expansion,0.0,0.0,117.58,0.0,0.0,1,,
2025-03-01,CUS-00330,Corvus Field Solutions,Mid-Market,Financial Services,APAC,Singapore,Inbound,G. Almeida,2024-04-01,11,Growth,annual,20,0,783.9,783.9,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2025-04-01,CUS-00330,Corvus Field Solutions,Mid-Market,Financial Services,APAC,Singapore,Inbound,G. Almeida,2024-04-01,12,Growth,annual,17,-3,666.32,783.9,-117.58,Contraction,0.0,0.0,0.0,117.58,0.0,1,,
2025-05-01,CUS-00330,Corvus Field Solutions,Mid-Market,Financial Services,APAC,Singapore,Inbound,G. Almeida,2024-04-01,13,Growth,annual,17,0,666.32,666.32,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2025-06-01,CUS-00330,Corvus Field Solutions,Mid-Market,Financial Services,APAC,Singapore,Inbound,G. Almeida,2024-04-01,14,Growth,annual,17,0,666.32,666.32,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2025-07-01,CUS-00330,Corvus Field Solutions,Mid-Market,Financial Services,APAC,Singapore,Inbound,G. Almeida,2024-04-01,15,Growth,annual,17,0,666.32,666.32,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2025-08-01,CUS-00330,Corvus Field Solutions,Mid-Market,Financial Services,APAC,Singapore,Inbound,G. Almeida,2024-04-01,16,Growth,annual,24,7,940.68,666.32,274.36,Expansion,0.0,0.0,274.36,0.0,0.0,1,,
2025-09-01,CUS-00330,Corvus Field Solutions,Mid-Market,Financial Services,APAC,Singapore,Inbound,G. Almeida,2024-04-01,17,Growth,annual,24,0,940.68,940.68,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2025-10-01,CUS-00330,Corvus Field Solutions,Mid-Market,Financial Services,APAC,Singapore,Inbound,G. Almeida,2024-04-01,18,Growth,annual,24,0,940.68,940.68,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2025-11-01,CUS-00330,Corvus Field Solutions,Mid-Market,Financial Services,APAC,Singapore,Inbound,G. Almeida,2024-04-01,19,Growth,annual,24,0,940.68,940.68,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2025-12-01,CUS-00330,Corvus Field Solutions,Mid-Market,Financial Services,APAC,Singapore,Inbound,G. Almeida,2024-04-01,20,Growth,annual,24,0,940.68,940.68,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2026-01-01,CUS-00330,Corvus Field Solutions,Mid-Market,Financial Services,APAC,Singapore,Inbound,G. Almeida,2024-04-01,21,Growth,annual,24,0,940.68,940.68,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2026-02-01,CUS-00330,Corvus Field Solutions,Mid-Market,Financial Services,APAC,Singapore,Inbound,G. Almeida,2024-04-01,22,Growth,annual,24,0,940.68,940.68,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2026-03-01,CUS-00330,Corvus Field Solutions,Mid-Market,Financial Services,APAC,Singapore,Inbound,G. Almeida,2024-04-01,23,Growth,annual,24,0,940.68,940.68,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2026-04-01,CUS-00330,Corvus Field Solutions,Mid-Market,Financial Services,APAC,Singapore,Inbound,G. Almeida,2024-04-01,24,Growth,annual,24,0,940.68,940.68,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2026-05-01,CUS-00330,Corvus Field Solutions,Mid-Market,Financial Services,APAC,Singapore,Inbound,G. Almeida,2024-04-01,25,Growth,annual,30,6,1175.85,940.68,235.17,Expansion,0.0,0.0,235.17,0.0,0.0,1,,
2026-06-01,CUS-00330,Corvus Field Solutions,Mid-Market,Financial Services,APAC,Singapore,Inbound,G. Almeida,2024-04-01,26,Growth,annual,30,0,1175.85,1175.85,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2026-07-01,CUS-00330,Corvus Field Solutions,Mid-Market,Financial Services,APAC,Singapore,Inbound,G. Almeida,2024-04-01,27,Growth,annual,30,0,1175.85,1175.85,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2026-08-01,CUS-00330,Corvus Field Solutions,Mid-Market,Financial Services,APAC,Singapore,Inbound,G. Almeida,2024-04-01,28,Growth,annual,30,0,1175.85,1175.85,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2024-04-01,CUS-00337,Bluefin Point Logistics,Enterprise,Software & Technology,EMEA,Netherlands,Partner,C. Moreau,2024-04-01,0,Scale,monthly,118,118,8265.9,0.0,8265.9,New,8265.9,0.0,0.0,0.0,0.0,1,,
2024-05-01,CUS-00343,Vertex Gate Labs,Mid-Market,Financial Services,North America,United States,Outbound,B. Lindqvist,2024-05-01,0,Growth,annual,43,43,1613.79,0.0,1613.79,New,1613.79,0.0,0.0,0.0,0.0,1,,
2024-06-01,CUS-00343,Vertex Gate Labs,Mid-Market,Financial Services,North America,United States,Outbound,B. Lindqvist,2024-05-01,1,Growth,annual,43,0,1613.79,1613.79,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2024-07-01,CUS-00343,Vertex Gate Labs,Mid-Market,Financial Services,North America,United States,Outbound,B. Lindqvist,2024-05-01,2,Growth,annual,43,0,1613.79,1613.79,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2024-08-01,CUS-00343,Vertex Gate Labs,Mid-Market,Financial Services,North America,United States,Outbound,B. Lindqvist,2024-05-01,3,Growth,annual,43,0,1613.79,1613.79,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2024-09-01,CUS-00343,Vertex Gate Labs,Mid-Market,Financial Services,North America,United States,Outbound,B. Lindqvist,2024-05-01,4,Growth,annual,43,0,1613.79,1613.79,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2024-10-01,CUS-00343,Vertex Gate Labs,Mid-Market,Financial Services,North America,United States,Outbound,B. Lindqvist,2024-05-01,5,Growth,annual,61,18,2289.33,1613.79,675.54,Expansion,0.0,0.0,675.54,0.0,0.0,1,,
2024-11-01,CUS-00343,Vertex Gate Labs,Mid-Market,Financial Services,North America,United States,Outbound,B. Lindqvist,2024-05-01,6,Growth,annual,48,-13,1801.44,2289.33,-487.89,Contraction,0.0,0.0,0.0,487.89,0.0,1,,
2024-12-01,CUS-00343,Vertex Gate Labs,Mid-Market,Financial Services,North America,United States,Outbound,B. Lindqvist,2024-05-01,7,Growth,annual,48,0,1801.44,1801.44,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2025-01-01,CUS-00343,Vertex Gate Labs,Mid-Market,Financial Services,North America,United States,Outbound,B. Lindqvist,2024-05-01,8,Growth,annual,48,0,1801.44,1801.44,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2025-02-01,CUS-00343,Vertex Gate Labs,Mid-Market,Financial Services,North America,United States,Outbound,B. Lindqvist,2024-05-01,9,Growth,annual,48,0,1801.44,1801.44,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2025-03-01,CUS-00343,Vertex Gate Labs,Mid-Market,Financial Services,North America,United States,Outbound,B. Lindqvist,2024-05-01,10,Growth,annual,48,0,1801.44,1801.44,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2025-04-01,CUS-00343,Vertex Gate Labs,Mid-Market,Financial Services,North America,United States,Outbound,B. Lindqvist,2024-05-01,11,Growth,annual,48,0,1801.44,1801.44,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2024-05-01,CUS-00344,Harbor Harbour Logistics,SMB,Financial Services,North America,United States,Self-Serve,,2024-05-01,0,Starter,monthly,12,12,300.0,0.0,300.0,New,300.0,0.0,0.0,0.0,0.0,1,,
2024-06-01,CUS-00344,Harbor Harbour Logistics,SMB,Financial Services,North America,United States,Self-Serve,,2024-05-01,1,Starter,monthly,12,0,300.0,300.0,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2024-07-01,CUS-00344,Harbor Harbour Logistics,SMB,Financial Services,North America,United States,Self-Serve,,2024-05-01,2,Starter,monthly,12,0,300.0,300.0,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2024-08-01,CUS-00344,Harbor Harbour Logistics,SMB,Financial Services,North America,United States,Self-Serve,,2024-05-01,3,Starter,monthly,12,0,300.0,300.0,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2024-09-01,CUS-00344,Harbor Harbour Logistics,SMB,Financial Services,North America,United States,Self-Serve,,2024-05-01,4,Starter,monthly,12,0,300.0,300.0,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2024-10-01,CUS-00344,Harbor Harbour Logistics,SMB,Financial Services,North America,United States,Self-Serve,,2024-05-01,5,Starter,monthly,12,0,300.0,300.0,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2024-11-01,CUS-00344,Harbor Harbour Logistics,SMB,Financial Services,North America,United States,Self-Serve,,2024-05-01,6,Starter,monthly,12,0,300.0,300.0,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2024-12-01,CUS-00344,Harbor Harbour Logistics,SMB,Financial Services,North America,United States,Self-Serve,,2024-05-01,7,Starter,monthly,12,0,300.0,300.0,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2025-01-01,CUS-00344,Harbor Harbour Logistics,SMB,Financial Services,North America,United States,Self-Serve,,2024-05-01,8,Starter,monthly,15,3,375.0,300.0,75.0,Expansion,0.0,0.0,75.0,0.0,0.0,1,,
2025-02-01,CUS-00344,Harbor Harbour Logistics,SMB,Financial Services,North America,United States,Self-Serve,,2024-05-01,9,Starter,monthly,15,0,375.0,375.0,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2025-03-01,CUS-00344,Harbor Harbour Logistics,SMB,Financial Services,North America,United States,Self-Serve,,2024-05-01,10,Starter,monthly,15,0,375.0,375.0,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2025-04-01,CUS-00344,Harbor Harbour Logistics,SMB,Financial Services,North America,United States,Self-Serve,,2024-05-01,11,Starter,monthly,15,0,375.0,375.0,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2024-05-01,CUS-00349,Zephyr Court Energy,SMB,Logistics & Transport,LATAM,Brazil,Self-Serve,,2024-05-01,0,Growth,monthly,21,21,882.63,0.0,882.63,New,882.63,0.0,0.0,0.0,0.0,1,,
2024-06-01,CUS-00349,Zephyr Court Energy,SMB,Logistics & Transport,LATAM,Brazil,Self-Serve,,2024-05-01,1,Growth,monthly,21,0,882.63,882.63,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2024-07-01,CUS-00349,Zephyr Court Energy,SMB,Logistics & Transport,LATAM,Brazil,Self-Serve,,2024-05-01,2,Growth,monthly,21,0,882.63,882.63,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2024-08-01,CUS-00349,Zephyr Court Energy,SMB,Logistics & Transport,LATAM,Brazil,Self-Serve,,2024-05-01,3,Growth,monthly,21,0,882.63,882.63,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2024-09-01,CUS-00349,Zephyr Court Energy,SMB,Logistics & Transport,LATAM,Brazil,Self-Serve,,2024-05-01,4,Growth,monthly,21,0,882.63,882.63,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2024-10-01,CUS-00349,Zephyr Court Energy,SMB,Logistics & Transport,LATAM,Brazil,Self-Serve,,2024-05-01,5,Growth,monthly,21,0,882.63,882.63,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2024-11-01,CUS-00349,Zephyr Court Energy,SMB,Logistics & Transport,LATAM,Brazil,Self-Serve,,2024-05-01,6,Growth,monthly,21,0,882.63,882.63,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2024-12-01,CUS-00349,Zephyr Court Energy,SMB,Logistics & Transport,LATAM,Brazil,Self-Serve,,2024-05-01,7,Growth,monthly,21,0,882.63,882.63,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2025-01-01,CUS-00349,Zephyr Court Energy,SMB,Logistics & Transport,LATAM,Brazil,Self-Serve,,2024-05-01,8,Growth,monthly,21,0,882.63,882.63,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2025-08-01,CUS-00349,Zephyr Court Energy,SMB,Logistics & Transport,LATAM,Brazil,Self-Serve,,2024-05-01,15,Growth,monthly,18,18,756.54,0.0,756.54,Reactivation,0.0,756.54,0.0,0.0,0.0,1,,
2025-09-01,CUS-00349,Zephyr Court Energy,SMB,Logistics & Transport,LATAM,Brazil,Self-Serve,,2024-05-01,16,Growth,monthly,18,0,756.54,756.54,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2025-10-01,CUS-00349,Zephyr Court Energy,SMB,Logistics & Transport,LATAM,Brazil,Self-Serve,,2024-05-01,17,Growth,monthly,18,0,756.54,756.54,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2025-11-01,CUS-00349,Zephyr Court Energy,SMB,Logistics & Transport,LATAM,Brazil,Self-Serve,,2024-05-01,18,Growth,monthly,18,0,756.54,756.54,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2025-12-01,CUS-00349,Zephyr Court Energy,SMB,Logistics & Transport,LATAM,Brazil,Self-Serve,,2024-05-01,19,Growth,monthly,18,0,756.54,756.54,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2026-01-01,CUS-00349,Zephyr Court Energy,SMB,Logistics & Transport,LATAM,Brazil,Self-Serve,,2024-05-01,20,Growth,monthly,18,0,756.54,756.54,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2026-02-01,CUS-00349,Zephyr Court Energy,SMB,Logistics & Transport,LATAM,Brazil,Self-Serve,,2024-05-01,21,Growth,monthly,18,0,756.54,756.54,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2026-03-01,CUS-00349,Zephyr Court Energy,SMB,Logistics & Transport,LATAM,Brazil,Self-Serve,,2024-05-01,22,Growth,monthly,18,0,756.54,756.54,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2026-04-01,CUS-00349,Zephyr Court Energy,SMB,Logistics & Transport,LATAM,Brazil,Self-Serve,,2024-05-01,23,Growth,monthly,18,0,756.54,756.54,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2026-05-01,CUS-00349,Zephyr Court Energy,SMB,Logistics & Transport,LATAM,Brazil,Self-Serve,,2024-05-01,24,Growth,monthly,18,0,756.54,756.54,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2026-06-01,CUS-00349,Zephyr Court Energy,SMB,Logistics & Transport,LATAM,Brazil,Self-Serve,,2024-05-01,25,Growth,monthly,18,0,756.54,756.54,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2026-07-01,CUS-00349,Zephyr Court Energy,SMB,Logistics & Transport,LATAM,Brazil,Self-Serve,,2024-05-01,26,Growth,monthly,18,0,756.54,756.54,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2026-08-01,CUS-00349,Zephyr Court Energy,SMB,Logistics & Transport,LATAM,Brazil,Self-Serve,,2024-05-01,27,Growth,monthly,18,0,756.54,756.54,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2024-06-01,CUS-00370,Sable Bridge Partners,Mid-Market,Manufacturing,LATAM,Brazil,Inbound,G. Almeida,2024-06-01,0,Scale,annual,51,51,3197.7,0.0,3197.7,New,3197.7,0.0,0.0,0.0,0.0,1,,
2024-07-01,CUS-00370,Sable Bridge Partners,Mid-Market,Manufacturing,LATAM,Brazil,Inbound,G. Almeida,2024-06-01,1,Scale,annual,51,0,3197.7,3197.7,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2024-08-01,CUS-00370,Sable Bridge Partners,Mid-Market,Manufacturing,LATAM,Brazil,Inbound,G. Almeida,2024-06-01,2,Scale,annual,51,0,3197.7,3197.7,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2024-09-01,CUS-00370,Sable Bridge Partners,Mid-Market,Manufacturing,LATAM,Brazil,Inbound,G. Almeida,2024-06-01,3,Scale,annual,51,0,3197.7,3197.7,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2024-10-01,CUS-00370,Sable Bridge Partners,Mid-Market,Manufacturing,LATAM,Brazil,Inbound,G. Almeida,2024-06-01,4,Scale,annual,51,0,3197.7,3197.7,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2024-11-01,CUS-00370,Sable Bridge Partners,Mid-Market,Manufacturing,LATAM,Brazil,Inbound,G. Almeida,2024-06-01,5,Scale,annual,51,0,3197.7,3197.7,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2024-12-01,CUS-00370,Sable Bridge Partners,Mid-Market,Manufacturing,LATAM,Brazil,Inbound,G. Almeida,2024-06-01,6,Scale,annual,51,0,3197.7,3197.7,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2025-01-01,CUS-00370,Sable Bridge Partners,Mid-Market,Manufacturing,LATAM,Brazil,Inbound,G. Almeida,2024-06-01,7,Scale,annual,51,0,3197.7,3197.7,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2025-02-01,CUS-00370,Sable Bridge Partners,Mid-Market,Manufacturing,LATAM,Brazil,Inbound,G. Almeida,2024-06-01,8,Scale,annual,69,18,4326.3,3197.7,1128.6,Expansion,0.0,0.0,1128.6,0.0,0.0,1,,
2025-03-01,CUS-00370,Sable Bridge Partners,Mid-Market,Manufacturing,LATAM,Brazil,Inbound,G. Almeida,2024-06-01,9,Scale,annual,69,0,4326.3,4326.3,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2025-04-01,CUS-00370,Sable Bridge Partners,Mid-Market,Manufacturing,LATAM,Brazil,Inbound,G. Almeida,2024-06-01,10,Scale,annual,69,0,4326.3,4326.3,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2025-05-01,CUS-00370,Sable Bridge Partners,Mid-Market,Manufacturing,LATAM,Brazil,Inbound,G. Almeida,2024-06-01,11,Scale,annual,69,0,4326.3,4326.3,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2025-06-01,CUS-00370,Sable Bridge Partners,Mid-Market,Manufacturing,LATAM,Brazil,Inbound,G. Almeida,2024-06-01,12,Scale,annual,69,0,4326.3,4326.3,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2025-07-01,CUS-00370,Sable Bridge Partners,Mid-Market,Manufacturing,LATAM,Brazil,Inbound,G. Almeida,2024-06-01,13,Scale,annual,55,-14,3448.5,4326.3,-877.8,Contraction,0.0,0.0,0.0,877.8,0.0,1,,
2025-08-01,CUS-00370,Sable Bridge Partners,Mid-Market,Manufacturing,LATAM,Brazil,Inbound,G. Almeida,2024-06-01,14,Scale,annual,55,0,3448.5,3448.5,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2025-09-01,CUS-00370,Sable Bridge Partners,Mid-Market,Manufacturing,LATAM,Brazil,Inbound,G. Almeida,2024-06-01,15,Scale,annual,55,0,3448.5,3448.5,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2025-10-01,CUS-00370,Sable Bridge Partners,Mid-Market,Manufacturing,LATAM,Brazil,Inbound,G. Almeida,2024-06-01,16,Scale,annual,55,0,3448.5,3448.5,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2025-11-01,CUS-00370,Sable Bridge Partners,Mid-Market,Manufacturing,LATAM,Brazil,Inbound,G. Almeida,2024-06-01,17,Scale,annual,55,0,3448.5,3448.5,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2025-12-01,CUS-00370,Sable Bridge Partners,Mid-Market,Manufacturing,LATAM,Brazil,Inbound,G. Almeida,2024-06-01,18,Scale,annual,55,0,3448.5,3448.5,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2026-01-01,CUS-00370,Sable Bridge Partners,Mid-Market,Manufacturing,LATAM,Brazil,Inbound,G. Almeida,2024-06-01,19,Scale,annual,44,-11,2758.8,3448.5,-689.7,Contraction,0.0,0.0,0.0,689.7,0.0,1,,
2026-02-01,CUS-00370,Sable Bridge Partners,Mid-Market,Manufacturing,LATAM,Brazil,Inbound,G. Almeida,2024-06-01,20,Scale,annual,44,0,2758.8,2758.8,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2026-03-01,CUS-00370,Sable Bridge Partners,Mid-Market,Manufacturing,LATAM,Brazil,Inbound,G. Almeida,2024-06-01,21,Scale,annual,44,0,2758.8,2758.8,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2026-04-01,CUS-00370,Sable Bridge Partners,Mid-Market,Manufacturing,LATAM,Brazil,Inbound,G. Almeida,2024-06-01,22,Scale,annual,44,0,2758.8,2758.8,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2026-05-01,CUS-00370,Sable Bridge Partners,Mid-Market,Manufacturing,LATAM,Brazil,Inbound,G. Almeida,2024-06-01,23,Scale,annual,44,0,2758.8,2758.8,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2026-06-01,CUS-00370,Sable Bridge Partners,Mid-Market,Manufacturing,LATAM,Brazil,Inbound,G. Almeida,2024-06-01,24,Scale,annual,44,0,2758.8,2758.8,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2026-07-01,CUS-00370,Sable Bridge Partners,Mid-Market,Manufacturing,LATAM,Brazil,Inbound,G. Almeida,2024-06-01,25,Scale,annual,44,0,2758.8,2758.8,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2026-08-01,CUS-00370,Sable Bridge Partners,Mid-Market,Manufacturing,LATAM,Brazil,Inbound,G. Almeida,2024-06-01,26,Scale,annual,44,0,2758.8,2758.8,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2024-06-01,CUS-00377,Juniper Forge Analytics,SMB,Healthcare,North America,United States,Inbound,B. Lindqvist,2024-06-01,0,Growth,monthly,11,11,484.11,0.0,484.11,New,484.11,0.0,0.0,0.0,0.0,1,,
2024-07-01,CUS-00377,Juniper Forge Analytics,SMB,Healthcare,North America,United States,Inbound,B. Lindqvist,2024-06-01,1,Growth,monthly,11,0,484.11,484.11,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2024-08-01,CUS-00377,Juniper Forge Analytics,SMB,Healthcare,North America,United States,Inbound,B. Lindqvist,2024-06-01,2,Growth,monthly,11,0,484.11,484.11,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2024-09-01,CUS-00377,Juniper Forge Analytics,SMB,Healthcare,North America,United States,Inbound,B. Lindqvist,2024-06-01,3,Growth,monthly,11,0,484.11,484.11,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2024-10-01,CUS-00377,Juniper Forge Analytics,SMB,Healthcare,North America,United States,Inbound,B. Lindqvist,2024-06-01,4,Growth,monthly,11,0,484.11,484.11,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2024-11-01,CUS-00377,Juniper Forge Analytics,SMB,Healthcare,North America,United States,Inbound,B. Lindqvist,2024-06-01,5,Growth,monthly,11,0,484.11,484.11,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2024-12-01,CUS-00377,Juniper Forge Analytics,SMB,Healthcare,North America,United States,Inbound,B. Lindqvist,2024-06-01,6,Growth,monthly,11,0,484.11,484.11,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2025-01-01,CUS-00377,Juniper Forge Analytics,SMB,Healthcare,North America,United States,Inbound,B. Lindqvist,2024-06-01,7,Growth,monthly,11,0,484.11,484.11,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2025-02-01,CUS-00377,Juniper Forge Analytics,SMB,Healthcare,North America,United States,Inbound,B. Lindqvist,2024-06-01,8,Growth,monthly,11,0,484.11,484.11,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2025-03-01,CUS-00377,Juniper Forge Analytics,SMB,Healthcare,North America,United States,Inbound,B. Lindqvist,2024-06-01,9,Growth,monthly,13,2,572.13,484.11,88.02,Expansion,0.0,0.0,88.02,0.0,0.0,1,,
2025-04-01,CUS-00377,Juniper Forge Analytics,SMB,Healthcare,North America,United States,Inbound,B. Lindqvist,2024-06-01,10,Growth,monthly,13,0,572.13,572.13,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2025-05-01,CUS-00377,Juniper Forge Analytics,SMB,Healthcare,North America,United States,Inbound,B. Lindqvist,2024-06-01,11,Growth,monthly,13,0,572.13,572.13,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2025-06-01,CUS-00377,Juniper Forge Analytics,SMB,Healthcare,North America,United States,Inbound,B. Lindqvist,2024-06-01,12,Growth,monthly,13,0,572.13,572.13,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2025-07-01,CUS-00377,Juniper Forge Analytics,SMB,Healthcare,North America,United States,Inbound,B. Lindqvist,2024-06-01,13,Growth,monthly,13,0,572.13,572.13,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2025-08-01,CUS-00377,Juniper Forge Analytics,SMB,Healthcare,North America,United States,Inbound,B. Lindqvist,2024-06-01,14,Growth,monthly,13,0,572.13,572.13,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
2025-09-01,CUS-00377,Juniper Forge Analytics,SMB,Healthcare,North America,United States,Inbound,B. Lindqvist,2024-06-01,15,Growth,monthly,13,0,572.13,572.13,0.0,Retained,0.0,0.0,0.0,0.0,0.0,1,,
