cohort_month,cohort_quarter,segment,period_index,activity_month,cohort_customers,cohort_initial_mrr,active_customers,retained_mrr
2023-06-01,2023-04-01,SMB,13,2024-07-01,16,10798.75,8,4647.94
2023-06-01,2023-04-01,SMB,14,2024-08-01,16,10798.75,8,4872.27
2023-06-01,2023-04-01,SMB,15,2024-09-01,16,10798.75,8,5091.87
2023-06-01,2023-04-01,SMB,16,2024-10-01,16,10798.75,8,5271.33
2023-06-01,2023-04-01,SMB,17,2024-11-01,16,10798.75,7,5196.33
2023-06-01,2023-04-01,SMB,18,2024-12-01,16,10798.75,7,6230.92
2023-06-01,2023-04-01,SMB,19,2025-01-01,16,10798.75,6,5001.16
2023-06-01,2023-04-01,SMB,20,2025-02-01,16,10798.75,6,5001.16
2023-06-01,2023-04-01,SMB,21,2025-03-01,16,10798.75,6,5001.16
2023-06-01,2023-04-01,SMB,22,2025-04-01,16,10798.75,6,5001.16
2023-06-01,2023-04-01,SMB,23,2025-05-01,16,10798.75,6,5001.16
2023-06-01,2023-04-01,SMB,24,2025-06-01,16,10798.75,6,5001.16
2023-06-01,2023-04-01,SMB,25,2025-07-01,16,10798.75,6,4979.01
2023-06-01,2023-04-01,SMB,26,2025-08-01,16,10798.75,6,4979.01
2023-06-01,2023-04-01,SMB,27,2025-09-01,16,10798.75,6,4979.01
2023-06-01,2023-04-01,SMB,28,2025-10-01,16,10798.75,6,4979.01
2023-06-01,2023-04-01,SMB,29,2025-11-01,16,10798.75,6,4979.01
2023-06-01,2023-04-01,SMB,30,2025-12-01,16,10798.75,6,5293.07
2023-06-01,2023-04-01,SMB,31,2026-01-01,16,10798.75,6,5293.07
2023-06-01,2023-04-01,SMB,32,2026-02-01,16,10798.75,6,5315.22
2023-06-01,2023-04-01,SMB,33,2026-03-01,16,10798.75,6,5270.22
2023-06-01,2023-04-01,SMB,34,2026-04-01,16,10798.75,6,5270.22
2023-06-01,2023-04-01,SMB,35,2026-05-01,16,10798.75,6,10186.97
2023-06-01,2023-04-01,SMB,36,2026-06-01,16,10798.75,5,10096.97
2023-06-01,2023-04-01,SMB,37,2026-07-01,16,10798.75,5,9760.2
2023-06-01,2023-04-01,SMB,38,2026-08-01,16,10798.75,4,9714.15
2023-07-01,2023-07-01,Enterprise,0,2023-07-01,4,87883.97,4,87883.97
2023-07-01,2023-07-01,Enterprise,1,2023-08-01,4,87883.97,4,87883.97
2023-07-01,2023-07-01,Enterprise,2,2023-09-01,4,87883.97,4,87883.97
2023-07-01,2023-07-01,Enterprise,3,2023-10-01,4,87883.97,4,92876.21
2023-07-01,2023-07-01,Enterprise,4,2023-11-01,4,87883.97,4,92876.21
2023-07-01,2023-07-01,Enterprise,5,2023-12-01,4,87883.97,4,98460.39
2023-07-01,2023-07-01,Enterprise,6,2024-01-01,4,87883.97,4,98460.39
2023-07-01,2023-07-01,Enterprise,7,2024-02-01,4,87883.97,4,100456.14
2023-07-01,2023-07-01,Enterprise,8,2024-03-01,4,87883.97,4,109242.06
2023-07-01,2023-07-01,Enterprise,9,2024-04-01,4,87883.97,4,125416.46
2023-07-01,2023-07-01,Enterprise,10,2024-05-01,4,87883.97,4,111249.98
2023-07-01,2023-07-01,Enterprise,11,2024-06-01,4,87883.97,4,111249.98
2023-07-01,2023-07-01,Enterprise,12,2024-07-01,4,87883.97,4,111249.98
2023-07-01,2023-07-01,Enterprise,13,2024-08-01,4,87883.97,4,112981.35
2023-07-01,2023-07-01,Enterprise,14,2024-09-01,4,87883.97,4,100471.26
2023-07-01,2023-07-01,Enterprise,15,2024-10-01,4,87883.97,4,100471.26
2023-07-01,2023-07-01,Enterprise,16,2024-11-01,4,87883.97,4,100471.26
2023-07-01,2023-07-01,Enterprise,17,2024-12-01,4,87883.97,4,100471.26
2023-07-01,2023-07-01,Enterprise,18,2025-01-01,4,87883.97,4,100471.26
2023-07-01,2023-07-01,Enterprise,19,2025-02-01,4,87883.97,4,100471.26
2023-07-01,2023-07-01,Enterprise,20,2025-03-01,4,87883.97,4,100471.26
2023-07-01,2023-07-01,Enterprise,21,2025-04-01,4,87883.97,4,124041.18
2023-07-01,2023-07-01,Enterprise,22,2025-05-01,4,87883.97,4,124041.18
2023-07-01,2023-07-01,Enterprise,23,2025-06-01,4,87883.97,4,144264.78
2023-07-01,2023-07-01,Enterprise,24,2025-07-01,4,87883.97,4,158406.64
2023-07-01,2023-07-01,Enterprise,25,2025-08-01,4,87883.97,4,158406.64
2023-07-01,2023-07-01,Enterprise,26,2025-09-01,4,87883.97,4,161762.08
2023-07-01,2023-07-01,Enterprise,27,2025-10-01,4,87883.97,4,161762.08
2023-07-01,2023-07-01,Enterprise,28,2025-11-01,4,87883.97,4,161762.08
2023-07-01,2023-07-01,Enterprise,29,2025-12-01,4,87883.97,4,161762.08
2023-07-01,2023-07-01,Enterprise,30,2026-01-01,4,87883.97,4,164053.6
2023-07-01,2023-07-01,Enterprise,31,2026-02-01,4,87883.97,4,164053.6
2023-07-01,2023-07-01,Enterprise,32,2026-03-01,4,87883.97,4,164053.6
2023-07-01,2023-07-01,Enterprise,33,2026-04-01,4,87883.97,4,136851.04
2023-07-01,2023-07-01,Enterprise,34,2026-05-01,4,87883.97,4,136851.04
2023-07-01,2023-07-01,Enterprise,35,2026-06-01,4,87883.97,4,145771.6
2023-07-01,2023-07-01,Enterprise,36,2026-07-01,4,87883.97,4,155148.88
2023-07-01,2023-07-01,Enterprise,37,2026-08-01,4,87883.97,4,155148.88
2023-07-01,2023-07-01,Mid-Market,0,2023-07-01,8,39894.95,8,39894.95
2023-07-01,2023-07-01,Mid-Market,1,2023-08-01,8,39894.95,8,41564.75
2023-07-01,2023-07-01,Mid-Market,2,2023-09-01,8,39894.95,7,40806.94
2023-07-01,2023-07-01,Mid-Market,3,2023-10-01,8,39894.95,7,40806.94
2023-07-01,2023-07-01,Mid-Market,4,2023-11-01,8,39894.95,7,36527.96
2023-07-01,2023-07-01,Mid-Market,5,2023-12-01,8,39894.95,7,36690.68
2023-07-01,2023-07-01,Mid-Market,6,2024-01-01,8,39894.95,7,33874.21
2023-07-01,2023-07-01,Mid-Market,7,2024-02-01,8,39894.95,7,36038.74
2023-07-01,2023-07-01,Mid-Market,8,2024-03-01,8,39894.95,7,37199.14
2023-07-01,2023-07-01,Mid-Market,9,2024-04-01,8,39894.95,6,29016.19
2023-07-01,2023-07-01,Mid-Market,10,2024-05-01,8,39894.95,5,20938.1
2023-07-01,2023-07-01,Mid-Market,11,2024-06-01,8,39894.95,4,19473.62
2023-07-01,2023-07-01,Mid-Market,12,2024-07-01,8,39894.95,4,21526.59
2023-07-01,2023-07-01,Mid-Market,13,2024-08-01,8,39894.95,4,21850.96
2023-07-01,2023-07-01,Mid-Market,14,2024-09-01,8,39894.95,4,21850.96
2023-07-01,2023-07-01,Mid-Market,15,2024-10-01,8,39894.95,3,19792.29
2023-07-01,2023-07-01,Mid-Market,16,2024-11-01,8,39894.95,2,5553.91
2023-07-01,2023-07-01,Mid-Market,17,2024-12-01,8,39894.95,2,5553.91
2023-07-01,2023-07-01,Mid-Market,18,2025-01-01,8,39894.95,2,5553.91
2023-07-01,2023-07-01,Mid-Market,19,2025-02-01,8,39894.95,2,6812.33
2023-07-01,2023-07-01,Mid-Market,20,2025-03-01,8,39894.95,2,7217.78
2023-07-01,2023-07-01,Mid-Market,21,2025-04-01,8,39894.95,2,7217.78
2023-07-01,2023-07-01,Mid-Market,22,2025-05-01,8,39894.95,2,7217.78
2023-07-01,2023-07-01,Mid-Market,23,2025-06-01,8,39894.95,2,7217.78
2023-07-01,2023-07-01,Mid-Market,24,2025-07-01,8,39894.95,2,7217.78
2023-07-01,2023-07-01,Mid-Market,25,2025-08-01,8,39894.95,2,7217.78
2023-07-01,2023-07-01,Mid-Market,26,2025-09-01,8,39894.95,2,7217.78
2023-07-01,2023-07-01,Mid-Market,27,2025-10-01,8,39894.95,2,7947.59
2023-07-01,2023-07-01,Mid-Market,28,2025-11-01,8,39894.95,2,7947.59
2023-07-01,2023-07-01,Mid-Market,29,2025-12-01,8,39894.95,2,7947.59
2023-07-01,2023-07-01,Mid-Market,30,2026-01-01,8,39894.95,2,7947.59
2023-07-01,2023-07-01,Mid-Market,31,2026-02-01,8,39894.95,2,7947.59
2023-07-01,2023-07-01,Mid-Market,32,2026-03-01,8,39894.95,2,7947.59
2023-07-01,2023-07-01,Mid-Market,33,2026-04-01,8,39894.95,2,7947.59
2023-07-01,2023-07-01,Mid-Market,34,2026-05-01,8,39894.95,2,8367.07
2023-07-01,2023-07-01,Mid-Market,35,2026-06-01,8,39894.95,2,8367.07
2023-07-01,2023-07-01,Mid-Market,36,2026-07-01,8,39894.95,1,2554.34
2023-07-01,2023-07-01,Mid-Market,37,2026-08-01,8,39894.95,1,2554.34
2023-07-01,2023-07-01,SMB,0,2023-07-01,4,1841.2,4,1841.2
2023-07-01,2023-07-01,SMB,1,2023-08-01,4,1841.2,4,1841.2
2023-07-01,2023-07-01,SMB,2,2023-09-01,4,1841.2,2,191.2
2023-07-01,2023-07-01,SMB,3,2023-10-01,4,1841.2,2,191.2
2023-07-01,2023-07-01,SMB,4,2023-11-01,4,1841.2,2,214.93
2023-07-01,2023-07-01,SMB,5,2023-12-01,4,1841.2,2,214.93
2023-07-01,2023-07-01,SMB,6,2024-01-01,4,1841.2,2,214.93
2023-07-01,2023-07-01,SMB,7,2024-02-01,4,1841.2,2,167.48
2023-07-01,2023-07-01,SMB,8,2024-03-01,4,1841.2,2,167.48
2023-07-01,2023-07-01,SMB,9,2024-04-01,4,1841.2,2,167.48
2023-07-01,2023-07-01,SMB,10,2024-05-01,4,1841.2,2,167.48
2023-07-01,2023-07-01,SMB,11,2024-06-01,4,1841.2,2,143.75
2023-07-01,2023-07-01,SMB,12,2024-07-01,4,1841.2,2,167.83
2023-07-01,2023-07-01,SMB,13,2024-08-01,4,1841.2,2,167.83
2023-07-01,2023-07-01,SMB,14,2024-09-01,4,1841.2,2,143.75
2023-07-01,2023-07-01,SMB,15,2024-10-01,4,1841.2,1,96.3
2023-07-01,2023-07-01,SMB,16,2024-11-01,4,1841.2,1,96.3
2023-07-01,2023-07-01,SMB,17,2024-12-01,4,1841.2,1,96.3
2023-07-01,2023-07-01,SMB,18,2025-01-01,4,1841.2,1,96.3
2023-07-01,2023-07-01,SMB,19,2025-02-01,4,1841.2,1,96.3
2023-07-01,2023-07-01,SMB,20,2025-03-01,4,1841.2,1,96.3
2023-07-01,2023-07-01,SMB,21,2025-04-01,4,1841.2,1,96.3
2023-07-01,2023-07-01,SMB,22,2025-05-01,4,1841.2,1,96.3
2023-07-01,2023-07-01,SMB,23,2025-06-01,4,1841.2,0,0.0
2023-08-01,2023-07-01,Enterprise,0,2023-08-01,2,16842.53,2,16842.53
2023-08-01,2023-07-01,Enterprise,1,2023-09-01,2,16842.53,2,16842.53
2023-08-01,2023-07-01,Enterprise,2,2023-10-01,2,16842.53,2,16842.53
2023-08-01,2023-07-01,Enterprise,3,2023-11-01,2,16842.53,2,16842.53
2023-08-01,2023-07-01,Enterprise,4,2023-12-01,2,16842.53,2,19232.25
2023-08-01,2023-07-01,Enterprise,5,2024-01-01,2,16842.53,2,22942.58
2023-08-01,2023-07-01,Enterprise,6,2024-02-01,2,16842.53,2,22942.58
2023-08-01,2023-07-01,Enterprise,7,2024-03-01,2,16842.53,2,23887.36
2023-08-01,2023-07-01,Enterprise,8,2024-04-01,2,16842.53,2,29604.91
2023-08-01,2023-07-01,Enterprise,9,2024-05-01,2,16842.53,2,29604.91
2023-08-01,2023-07-01,Enterprise,10,2024-06-01,2,16842.53,2,30382.96
2023-08-01,2023-07-01,Enterprise,11,2024-07-01,2,16842.53,2,26270.41
2023-08-01,2023-07-01,Enterprise,12,2024-08-01,2,16842.53,2,48568.51
2023-08-01,2023-07-01,Enterprise,13,2024-09-01,2,16842.53,2,48568.51
2023-08-01,2023-07-01,Enterprise,14,2024-10-01,2,16842.53,2,48568.51
2023-08-01,2023-07-01,Enterprise,15,2024-11-01,2,16842.53,2,51180.54
2023-08-01,2023-07-01,Enterprise,16,2024-12-01,2,16842.53,2,51180.54
2023-08-01,2023-07-01,Enterprise,17,2025-01-01,2,16842.53,2,51180.54
2023-08-01,2023-07-01,Enterprise,18,2025-02-01,2,16842.53,2,51180.54
2023-08-01,2023-07-01,Enterprise,19,2025-03-01,2,16842.53,2,55793.26
2023-08-01,2023-07-01,Enterprise,20,2025-04-01,2,16842.53,2,58794.31
2023-08-01,2023-07-01,Enterprise,21,2025-05-01,2,16842.53,2,58794.31
2023-08-01,2023-07-01,Enterprise,22,2025-06-01,2,16842.53,2,79560.58
2023-08-01,2023-07-01,Enterprise,23,2025-07-01,2,16842.53,2,79560.58
2023-08-01,2023-07-01,Enterprise,24,2025-08-01,2,16842.53,2,79560.58
2023-08-01,2023-07-01,Enterprise,25,2025-09-01,2,16842.53,2,79560.58
2023-08-01,2023-07-01,Enterprise,26,2025-10-01,2,16842.53,2,79560.58
2023-08-01,2023-07-01,Enterprise,27,2025-11-01,2,16842.53,2,79560.58
2023-08-01,2023-07-01,Enterprise,28,2025-12-01,2,16842.53,2,79560.58
2023-08-01,2023-07-01,Enterprise,29,2026-01-01,2,16842.53,2,79560.58
2023-08-01,2023-07-01,Enterprise,30,2026-02-01,2,16842.53,2,91135.0
2023-08-01,2023-07-01,Enterprise,31,2026-03-01,2,16842.53,2,91135.0
2023-08-01,2023-07-01,Enterprise,32,2026-04-01,2,16842.53,2,91135.0
2023-08-01,2023-07-01,Enterprise,33,2026-05-01,2,16842.53,2,91135.0
2023-08-01,2023-07-01,Enterprise,34,2026-06-01,2,16842.53,2,91135.0
2023-08-01,2023-07-01,Enterprise,35,2026-07-01,2,16842.53,2,91135.0
2023-08-01,2023-07-01,Enterprise,36,2026-08-01,2,16842.53,2,102643.09
2023-08-01,2023-07-01,Mid-Market,0,2023-08-01,5,11993.7,5,11993.7
2023-08-01,2023-07-01,Mid-Market,1,2023-09-01,5,11993.7,4,9040.2
2023-08-01,2023-07-01,Mid-Market,2,2023-10-01,5,11993.7,4,8631.51
2023-08-01,2023-07-01,Mid-Market,3,2023-11-01,5,11993.7,4,8631.51
2023-08-01,2023-07-01,Mid-Market,4,2023-12-01,5,11993.7,4,8631.51
2023-08-01,2023-07-01,Mid-Market,5,2024-01-01,5,11993.7,3,7916.23
2023-08-01,2023-07-01,Mid-Market,6,2024-02-01,5,11993.7,3,5649.35
2023-08-01,2023-07-01,Mid-Market,7,2024-03-01,5,11993.7,3,5649.35
2023-08-01,2023-07-01,Mid-Market,8,2024-04-01,5,11993.7,3,5971.91
2023-08-01,2023-07-01,Mid-Market,9,2024-05-01,5,11993.7,2,2032.61
2023-08-01,2023-07-01,Mid-Market,10,2024-06-01,5,11993.7,2,2032.61
2023-08-01,2023-07-01,Mid-Market,11,2024-07-01,5,11993.7,2,2032.61
2023-08-01,2023-07-01,Mid-Market,12,2024-08-01,5,11993.7,1,661.73
2023-08-01,2023-07-01,Mid-Market,13,2024-09-01,5,11993.7,1,661.73
2023-08-01,2023-07-01,Mid-Market,14,2024-10-01,5,11993.7,1,661.73
2023-08-01,2023-07-01,Mid-Market,15,2024-11-01,5,11993.7,1,661.73
2023-08-01,2023-07-01,Mid-Market,16,2024-12-01,5,11993.7,1,661.73
2023-08-01,2023-07-01,Mid-Market,17,2025-01-01,5,11993.7,1,661.73
2023-08-01,2023-07-01,Mid-Market,18,2025-02-01,5,11993.7,1,661.73
2023-08-01,2023-07-01,Mid-Market,19,2025-03-01,5,11993.7,1,661.73
2023-08-01,2023-07-01,Mid-Market,20,2025-04-01,5,11993.7,1,661.73
2023-08-01,2023-07-01,Mid-Market,21,2025-05-01,5,11993.7,1,661.73
2023-08-01,2023-07-01,Mid-Market,22,2025-06-01,5,11993.7,1,661.73
2023-08-01,2023-07-01,Mid-Market,23,2025-07-01,5,11993.7,1,661.73
2023-08-01,2023-07-01,Mid-Market,24,2025-08-01,5,11993.7,1,739.58
2023-08-01,2023-07-01,Mid-Market,25,2025-09-01,5,11993.7,1,739.58
2023-08-01,2023-07-01,Mid-Market,26,2025-10-01,5,11993.7,1,739.58
2023-08-01,2023-07-01,Mid-Market,27,2025-11-01,5,11993.7,1,739.58
2023-08-01,2023-07-01,Mid-Market,28,2025-12-01,5,11993.7,1,739.58
2023-08-01,2023-07-01,Mid-Market,29,2026-01-01,5,11993.7,1,895.28
2023-08-01,2023-07-01,Mid-Market,30,2026-02-01,5,11993.7,1,895.28
2023-08-01,2023-07-01,Mid-Market,31,2026-03-01,5,11993.7,1,895.28
2023-08-01,2023-07-01,Mid-Market,32,2026-04-01,5,11993.7,1,895.28
2023-08-01,2023-07-01,Mid-Market,33,2026-05-01,5,11993.7,1,895.28
2023-08-01,2023-07-01,Mid-Market,34,2026-06-01,5,11993.7,1,895.28
2023-08-01,2023-07-01,Mid-Market,35,2026-07-01,5,11993.7,1,895.28
2023-08-01,2023-07-01,Mid-Market,36,2026-08-01,5,11993.7,1,895.28
2023-08-01,2023-07-01,SMB,0,2023-08-01,7,5048.76,7,5048.76
2023-08-01,2023-07-01,SMB,1,2023-09-01,7,5048.76,7,5048.76
2023-08-01,2023-07-01,SMB,2,2023-10-01,7,5048.76,6,4848.76
2023-08-01,2023-07-01,SMB,3,2023-11-01,7,5048.76,6,5304.65
2023-08-01,2023-07-01,SMB,4,2023-12-01,7,5048.76,6,5512.55
2023-08-01,2023-07-01,SMB,5,2024-01-01,7,5048.76,6,5412.55
2023-08-01,2023-07-01,SMB,6,2024-02-01,7,5048.76,6,5412.55
2023-08-01,2023-07-01,SMB,7,2024-03-01,7,5048.76,6,5725.03
2023-08-01,2023-07-01,SMB,8,2024-04-01,7,5048.76,4,3069.04
2023-08-01,2023-07-01,SMB,9,2024-05-01,7,5048.76,4,3069.04
2023-08-01,2023-07-01,SMB,10,2024-06-01,7,5048.76,4,3069.04
2023-08-01,2023-07-01,SMB,11,2024-07-01,7,5048.76,4,2994.04
2023-08-01,2023-07-01,SMB,12,2024-08-01,7,5048.76,4,2894.04
2023-08-01,2023-07-01,SMB,13,2024-09-01,7,5048.76,4,2506.46
2023-08-01,2023-07-01,SMB,14,2024-10-01,7,5048.76,4,2506.46
2023-08-01,2023-07-01,SMB,15,2024-11-01,7,5048.76,3,2356.46
2023-08-01,2023-07-01,SMB,16,2024-12-01,7,5048.76,2,1365.96
2023-08-01,2023-07-01,SMB,17,2025-01-01,7,5048.76,2,1365.96
2023-08-01,2023-07-01,SMB,18,2025-02-01,7,5048.76,2,1544.52
2023-08-01,2023-07-01,SMB,19,2025-03-01,7,5048.76,2,1544.52
2023-08-01,2023-07-01,SMB,20,2025-04-01,7,5048.76,2,1946.28
2023-08-01,2023-07-01,SMB,21,2025-05-01,7,5048.76,2,1946.28
2023-08-01,2023-07-01,SMB,22,2025-06-01,7,5048.76,2,1946.28
2023-08-01,2023-07-01,SMB,23,2025-07-01,7,5048.76,2,1946.28
2023-08-01,2023-07-01,SMB,24,2025-08-01,7,5048.76,2,1946.28
2023-08-01,2023-07-01,SMB,25,2025-09-01,7,5048.76,3,2592.26
2023-08-01,2023-07-01,SMB,26,2025-10-01,7,5048.76,3,2592.26
2023-08-01,2023-07-01,SMB,27,2025-11-01,7,5048.76,3,2616.06
2023-08-01,2023-07-01,SMB,28,2025-12-01,7,5048.76,3,2616.06
2023-08-01,2023-07-01,SMB,29,2026-01-01,7,5048.76,3,2616.06
2023-08-01,2023-07-01,SMB,30,2026-02-01,7,5048.76,3,2616.06
2023-08-01,2023-07-01,SMB,31,2026-03-01,7,5048.76,3,2616.06
2023-08-01,2023-07-01,SMB,32,2026-04-01,7,5048.76,3,2794.62
2023-08-01,2023-07-01,SMB,33,2026-05-01,7,5048.76,3,2794.62
2023-08-01,2023-07-01,SMB,34,2026-06-01,7,5048.76,3,2842.22
2023-08-01,2023-07-01,SMB,35,2026-07-01,7,5048.76,2,2699.42
2023-08-01,2023-07-01,SMB,36,2026-08-01,7,5048.76,2,2699.42
2023-09-01,2023-07-01,Enterprise,0,2023-09-01,3,12597.3,3,12597.3
2023-09-01,2023-07-01,Enterprise,1,2023-10-01,3,12597.3,2,9828.6
2023-09-01,2023-07-01,Enterprise,2,2023-11-01,3,12597.3,2,9828.6
2023-09-01,2023-07-01,Enterprise,3,2023-12-01,3,12597.3,2,9321.0
2023-09-01,2023-07-01,Enterprise,4,2024-01-01,3,12597.3,2,9715.8
2023-09-01,2023-07-01,Enterprise,5,2024-02-01,3,12597.3,2,9715.8
2023-09-01,2023-07-01,Enterprise,6,2024-03-01,3,12597.3,2,9715.8
2023-09-01,2023-07-01,Enterprise,7,2024-04-01,3,12597.3,2,9715.8
2023-09-01,2023-07-01,Enterprise,8,2024-05-01,3,12597.3,2,9715.8
2023-09-01,2023-07-01,Enterprise,9,2024-06-01,3,12597.3,2,9715.8
2023-09-01,2023-07-01,Enterprise,10,2024-07-01,3,12597.3,2,9715.8
2023-09-01,2023-07-01,Enterprise,11,2024-08-01,3,12597.3,2,10513.35
2023-09-01,2023-07-01,Enterprise,12,2024-09-01,3,12597.3,2,10513.35
2023-09-01,2023-07-01,Enterprise,13,2024-10-01,3,12597.3,2,10513.35
2023-09-01,2023-07-01,Enterprise,14,2024-11-01,3,12597.3,2,13051.35
2023-09-01,2023-07-01,Enterprise,15,2024-12-01,3,12597.3,2,10851.75
2023-09-01,2023-07-01,Enterprise,16,2025-01-01,3,12597.3,2,10851.75
2023-09-01,2023-07-01,Enterprise,17,2025-02-01,3,12597.3,2,10851.75
2023-09-01,2023-07-01,Enterprise,18,2025-03-01,3,12597.3,2,11584.95
2023-09-01,2023-07-01,Enterprise,19,2025-04-01,3,12597.3,2,12382.5
2023-09-01,2023-07-01,Enterprise,20,2025-05-01,3,12597.3,2,12382.5
2023-09-01,2023-07-01,Enterprise,21,2025-06-01,3,12597.3,2,13905.3
2023-09-01,2023-07-01,Enterprise,22,2025-07-01,3,12597.3,2,13905.3
2023-09-01,2023-07-01,Enterprise,23,2025-08-01,3,12597.3,2,13905.3
2023-09-01,2023-07-01,Enterprise,24,2025-09-01,3,12597.3,2,15935.7
2023-09-01,2023-07-01,Enterprise,25,2025-10-01,3,12597.3,2,15935.7
2023-09-01,2023-07-01,Enterprise,26,2025-11-01,3,12597.3,2,15935.7
2023-09-01,2023-07-01,Enterprise,27,2025-12-01,3,12597.3,2,15935.7
2023-09-01,2023-07-01,Enterprise,28,2026-01-01,3,12597.3,2,15935.7
2023-09-01,2023-07-01,Enterprise,29,2026-02-01,3,12597.3,2,15935.7
2023-09-01,2023-07-01,Enterprise,30,2026-03-01,3,12597.3,2,15935.7
2023-09-01,2023-07-01,Enterprise,31,2026-04-01,3,12597.3,2,16610.55
2023-09-01,2023-07-01,Enterprise,32,2026-05-01,3,12597.3,2,17469.45
2023-09-01,2023-07-01,Enterprise,33,2026-06-01,3,12597.3,2,17469.45
2023-09-01,2023-07-01,Enterprise,34,2026-07-01,3,12597.3,2,17898.9
2023-09-01,2023-07-01,Enterprise,35,2026-08-01,3,12597.3,2,17898.9
2023-09-01,2023-07-01,Mid-Market,0,2023-09-01,4,2422.77,4,2422.77
2023-09-01,2023-07-01,Mid-Market,1,2023-10-01,4,2422.77,4,2422.77
2023-09-01,2023-07-01,Mid-Market,2,2023-11-01,4,2422.77,4,2211.9
2023-09-01,2023-07-01,Mid-Market,3,2023-12-01,4,2422.77,4,2211.9
2023-09-01,2023-07-01,Mid-Market,4,2024-01-01,4,2422.77,4,2369.76
2023-09-01,2023-07-01,Mid-Market,5,2024-02-01,4,2422.77,4,2369.76
2023-09-01,2023-07-01,Mid-Market,6,2024-03-01,4,2422.77,4,2545.48
2023-09-01,2023-07-01,Mid-Market,7,2024-04-01,4,2422.77,4,2545.48
2023-09-01,2023-07-01,Mid-Market,8,2024-05-01,4,2422.77,4,2545.48
2023-09-01,2023-07-01,Mid-Market,9,2024-06-01,4,2422.77,4,2742.8
2023-09-01,2023-07-01,Mid-Market,10,2024-07-01,4,2422.77,4,3023.96
2023-09-01,2023-07-01,Mid-Market,11,2024-08-01,4,2422.77,4,3023.96
2023-09-01,2023-07-01,Mid-Market,12,2024-09-01,4,2422.77,3,2389.64
2023-09-01,2023-07-01,Mid-Market,13,2024-10-01,4,2422.77,3,2389.64
2023-09-01,2023-07-01,Mid-Market,14,2024-11-01,4,2422.77,3,2389.64
2023-09-01,2023-07-01,Mid-Market,15,2024-12-01,4,2422.77,3,2389.64
2023-09-01,2023-07-01,Mid-Market,16,2025-01-01,4,2422.77,3,2400.98
2023-09-01,2023-07-01,Mid-Market,17,2025-02-01,4,2422.77,3,2400.98
2023-09-01,2023-07-01,Mid-Market,18,2025-03-01,4,2422.77,3,2400.98
2023-09-01,2023-07-01,Mid-Market,19,2025-04-01,4,2422.77,3,2605.86
2023-09-01,2023-07-01,Mid-Market,20,2025-05-01,4,2422.77,2,1795.55
2023-09-01,2023-07-01,Mid-Market,21,2025-06-01,4,2422.77,2,1795.55
2023-09-01,2023-07-01,Mid-Market,22,2025-07-01,4,2422.77,2,1795.55
2023-09-01,2023-07-01,Mid-Market,23,2025-08-01,4,2422.77,2,1795.55
2023-09-01,2023-07-01,Mid-Market,24,2025-09-01,4,2422.77,2,2093.99
2023-09-01,2023-07-01,Mid-Market,25,2025-10-01,4,2422.77,1,828.77
2023-09-01,2023-07-01,Mid-Market,26,2025-11-01,4,2422.77,1,828.77
2023-09-01,2023-07-01,Mid-Market,27,2025-12-01,4,2422.77,1,828.77
2023-09-01,2023-07-01,Mid-Market,28,2026-01-01,4,2422.77,1,828.77
2023-09-01,2023-07-01,Mid-Market,29,2026-02-01,4,2422.77,1,828.77
2023-09-01,2023-07-01,Mid-Market,30,2026-03-01,4,2422.77,1,828.77
2023-09-01,2023-07-01,Mid-Market,31,2026-04-01,4,2422.77,1,828.77
2023-09-01,2023-07-01,Mid-Market,32,2026-05-01,4,2422.77,1,828.77
2023-09-01,2023-07-01,Mid-Market,33,2026-06-01,4,2422.77,1,1144.48
2023-09-01,2023-07-01,Mid-Market,34,2026-07-01,4,2422.77,1,1144.48
2023-09-01,2023-07-01,Mid-Market,35,2026-08-01,4,2422.77,1,1144.48
2023-09-01,2023-07-01,SMB,0,2023-09-01,14,9596.53,14,9596.53
2023-09-01,2023-07-01,SMB,1,2023-10-01,14,9596.53,14,9596.53
2023-09-01,2023-07-01,SMB,2,2023-11-01,14,9596.53,12,8227.06
2023-09-01,2023-07-01,SMB,3,2023-12-01,14,9596.53,11,7018.89
2023-09-01,2023-07-01,SMB,4,2024-01-01,14,9596.53,9,5965.89
2023-09-01,2023-07-01,SMB,5,2024-02-01,14,9596.53,9,5991.97
2023-09-01,2023-07-01,SMB,6,2024-03-01,14,9596.53,7,4805.87
2023-09-01,2023-07-01,SMB,7,2024-04-01,14,9596.53,8,5756.0
2023-09-01,2023-07-01,SMB,8,2024-05-01,14,9596.53,8,5756.0
2023-09-01,2023-07-01,SMB,9,2024-06-01,14,9596.53,9,6644.39
2023-09-01,2023-07-01,SMB,10,2024-07-01,14,9596.53,9,6644.39
2023-09-01,2023-07-01,SMB,11,2024-08-01,14,9596.53,9,7075.04
2023-09-01,2023-07-01,SMB,12,2024-09-01,14,9596.53,9,7726.82
2023-09-01,2023-07-01,SMB,13,2024-10-01,14,9596.53,9,7854.39
2023-09-01,2023-07-01,SMB,14,2024-11-01,14,9596.53,9,7854.39
2023-09-01,2023-07-01,SMB,15,2024-12-01,14,9596.53,9,7989.39
2023-09-01,2023-07-01,SMB,16,2025-01-01,14,9596.53,9,7783.74
2023-09-01,2023-07-01,SMB,17,2025-02-01,14,9596.53,9,7783.74
