product_id,sku,product_name,category,subcategory,brand,unit_cost,list_price,weight_kg,list_margin_rate,order_lines,units_sold,units_returned,gross_revenue,discount_amount,net_revenue,refund_amount,cogs,net_shipping_cost,contribution_margin,avg_discount_rate,unit_return_rate,contribution_margin_rate,margin_rate_vs_list
P00165,BEA-HAI-00165,Corda Haircare 332,Beauty,Haircare,Corda,20.77,59.82,0.29,0.6528,171,204,6,12203.28,1252.68,10950.60,355.49,4112.46,275.37,6207.28,0.1027,0.0294,0.5668,-0.086
P00086,ELE-AUD-00086,Brightpath Audio 149,Electronics,Audio,Brightpath,211.02,263.09,4.92,0.1979,154,177,15,46566.93,3314.67,43252.26,3404.72,35451.36,831.64,3564.54,0.0712,0.0847,0.0824,-0.1155
P00019,APP-TOP-00019,Brightpath Top 709,Apparel,Tops,Brightpath,29.36,65.52,0.84,0.5519,173,210,48,13759.20,1028.65,12730.55,2866.30,4961.84,313.87,4588.54,0.0748,0.2286,0.3604,-0.1915
P00174,SPO-FIT-00174,Latitude 54 Fitnes 151,Sports & Outdoors,Fitness,Latitude 54,148.10,211.86,8.17,0.301,155,201,27,42583.86,3068.91,39514.95,4901.74,26658.0,1115.7,6839.51,0.0721,0.1343,0.1731,-0.1279
P00122,HOM-COO-00122,Ellery & Co Cookware 832,Home & Kitchen,Cookware,Ellery & Co,31.57,54.16,7.78,0.4171,173,210,15,11373.60,1083.09,10290.51,749.22,6187.72,760.71,2592.86,0.0952,0.0714,0.252,-0.1651
P00157,BEA-COS-00157,Ellery & Co Cosmetic 338,Beauty,Cosmetics,Ellery & Co,7.01,19.98,0.15,0.6491,153,196,12,3916.08,331.32,3584.76,235.45,1296.85,40.19,2012.27,0.0846,0.0612,0.5613,-0.0878
P00173,SPO-SWI-00173,Mokkan Swim 924,Sports & Outdoors,Swim,Mokkan,41.68,77.82,7.89,0.4644,159,197,36,15330.54,1075.44,14255.10,2693.79,7210.64,782.82,3567.85,0.0702,0.1827,0.2503,-0.2141
P00014,APP-DRE-00014,Corda Dresse 406,Apparel,Dresses,Corda,37.28,87.12,0.51,0.5721,141,171,36,14897.52,1340.95,13556.57,2913.91,5107.36,282.59,5252.71,0.09,0.2105,0.3875,-0.1846
P00168,BEA-FRA-00168,Puresel Fragrance 170,Beauty,Fragrance,Puresel,24.16,67.15,0.25,0.6402,162,196,3,13161.40,1198.44,11962.96,177.61,4687.04,297.83,6800.48,0.0911,0.0153,0.5685,-0.0717
P00147,BEA-HAI-00147,Mokkan Haircare 972,Beauty,Haircare,Mokkan,29.57,66.12,0.14,0.5528,166,209,12,13819.08,1217.34,12601.74,710.00,5884.43,293.6,5713.71,0.0881,0.0574,0.4534,-0.0994
P00062,FOO-FOR-00062,Latitude 54 Formal 809,Footwear,Formal,Latitude 54,51.15,120.05,0.93,0.5739,147,180,56,21609.00,1858.80,19750.20,6015.77,6751.8,364.28,6618.35,0.086,0.3111,0.3351,-0.2388
P00035,APP-OUT-00035,Northvale Outerwear 214,Apparel,Outerwear,Northvale,64.46,131.59,1.15,0.5101,146,178,37,23423.02,2491.47,20931.55,4442.73,9733.46,400.96,6354.4,0.1064,0.2079,0.3036,-0.2065
P00071,FOO-BOO-00071,Puresel Boot 370,Footwear,Boots,Puresel,55.96,122.76,1.04,0.5442,145,169,53,20746.44,1703.74,19042.70,6220.33,7050.96,419.4,5352.01,0.0821,0.3136,0.2811,-0.2631
P00018,APP-DEN-00018,Latitude 54 Denim 934,Apparel,Denim,Latitude 54,26.33,62.01,0.46,0.5754,148,176,32,10913.76,1071.24,9842.52,1759.63,3975.83,256.93,3850.13,0.0982,0.1818,0.3912,-0.1842
P00126,HOM-BED-00126,Puresel Bedding 861,Home & Kitchen,Bedding,Puresel,22.78,33.23,6.61,0.3145,179,221,28,7343.83,634.09,6709.74,883.34,4464.88,465.24,896.28,0.0863,0.1267,0.1336,-0.1809
P00123,HOM-LIG-00123,Northvale Lighting 641,Home & Kitchen,Lighting,Northvale,84.35,135.84,5.97,0.379,163,197,19,26760.48,2308.26,24452.22,2290.93,15351.7,870.73,5938.86,0.0863,0.0964,0.2429,-0.1361
P00099,ELE-SMA-00099,Latitude 54 Small Appliance 701,Electronics,Small Appliances,Latitude 54,361.90,472.93,5.97,0.2348,169,199,16,94113.07,6835.19,87277.88,6836.43,66589.6,1140.08,12711.77,0.0726,0.0804,0.1456,-0.0892
P00166,BEA-SKI-00166,Ellery & Co Skincare 699,Beauty,Skincare,Ellery & Co,19.57,74.32,0.41,0.7367,155,187,8,13897.84,1057.08,12840.76,564.52,3503.03,310.84,8462.37,0.0761,0.0428,0.659,-0.0777
P00159,BEA-SKI-00159,Latitude 54 Skincare 459,Beauty,Skincare,Latitude 54,6.59,18.13,0.19,0.6365,165,190,4,3444.70,332.37,3112.33,65.07,1225.74,-8.61,1830.13,0.0965,0.0211,0.588,-0.0485
P00117,HOM-BED-00117,Ellery & Co Bedding 923,Home & Kitchen,Bedding,Ellery & Co,78.63,134.40,10.24,0.415,162,197,18,26476.80,1453.48,25023.32,2239.65,14625.18,1179.01,6979.48,0.0549,0.0914,0.2789,-0.1361
P00114,HOM-BED-00114,Puresel Bedding 242,Home & Kitchen,Bedding,Puresel,68.55,111.53,11.78,0.3854,142,191,18,21302.23,1919.12,19383.11,1880.88,12064.8,1193.1,4244.33,0.0901,0.0942,0.219,-0.1664
P00083,ELE-AUD-00083,Mokkan Audio 201,Electronics,Audio,Mokkan,84.78,103.49,3.24,0.1808,158,189,10,19559.61,1763.20,17796.41,940.60,15260.4,568.01,1027.4,0.0901,0.0529,0.0577,-0.1231
P00189,SPO-CAM-00189,Brightpath Camping 306,Sports & Outdoors,Camping,Brightpath,114.73,180.08,6.94,0.3629,163,187,27,33674.96,2804.20,30870.76,4427.37,19389.37,909.76,6144.26,0.0833,0.1444,0.199,-0.1639
P00065,FOO-SAN-00065,Ellery & Co Sandal 691,Footwear,Sandals,Ellery & Co,53.89,94.68,1.09,0.4308,172,226,79,21397.68,1528.93,19868.75,7135.35,8945.74,470.46,3317.2,0.0715,0.3496,0.167,-0.2638
P00001,APP-DRE-00001,Latitude 54 Dresse 971,Apparel,Dresses,Latitude 54,14.15,38.97,0.30,0.6369,152,196,38,7638.12,783.16,6854.96,1373.88,2377.2,110.14,2993.74,0.1025,0.1939,0.4367,-0.2002
P00055,FOO-TRA-00055,Ellery & Co Trainer 722,Footwear,Trainers,Ellery & Co,19.14,40.68,0.92,0.5295,165,213,33,8664.84,869.93,7794.91,1223.41,3617.46,155.97,2798.07,0.1004,0.1549,0.359,-0.1705
P00184,SPO-SWI-00184,Ellery & Co Swim 435,Sports & Outdoors,Swim,Ellery & Co,120.05,208.78,7.70,0.425,164,202,17,42173.56,3740.94,38432.62,3254.71,22569.4,1083.75,11524.76,0.0887,0.0842,0.2999,-0.1251
P00039,APP-OUT-00039,Latitude 54 Outerwear 583,Apparel,Outerwear,Latitude 54,11.38,25.56,0.73,0.5548,139,169,55,4319.64,340.81,3978.83,1289.65,1388.36,55.86,1244.96,0.0789,0.3254,0.3129,-0.2419
P00110,ELE-SMA-00110,Puresel Small Appliance 411,Electronics,Small Appliances,Puresel,351.38,411.22,5.40,0.1455,136,178,18,73197.16,7464.88,65732.28,6249.67,58680.46,930.88,-128.73,0.102,0.1011,-0.002,-0.1475
P00036,APP-DRE-00036,Latitude 54 Dresse 222,Apparel,Dresses,Latitude 54,23.99,67.23,0.66,0.6432,162,202,53,13580.46,1079.82,12500.64,3142.52,3862.39,321.18,5174.55,0.0795,0.2624,0.4139,-0.2293
P00010,APP-DEN-00010,Puresel Denim 126,Apparel,Denim,Puresel,12.88,28.00,0.86,0.54,158,192,34,5376.00,491.26,4884.74,891.99,2125.2,83.59,1783.96,0.0914,0.1771,0.3652,-0.1748
P00081,ELE-WEA-00081,Mokkan Wearable 608,Electronics,Wearables,Mokkan,365.93,425.20,5.73,0.1394,159,209,15,88866.80,7350.50,81516.30,5899.05,72454.14,1116.45,2046.66,0.0827,0.0718,0.0251,-0.1143
P00067,FOO-SAN-00067,Corda Sandal 606,Footwear,Sandals,Corda,31.42,78.15,1.46,0.598,138,163,45,12738.45,1216.88,11521.57,3226.48,3864.66,306.92,4123.51,0.0955,0.2761,0.3579,-0.2401
P00120,HOM-LIG-00120,Northvale Lighting 554,Home & Kitchen,Lighting,Northvale,57.31,97.95,9.31,0.4149,176,208,29,20373.60,1826.87,18546.73,2578.59,10659.66,1022.81,4285.67,0.0897,0.1394,0.2311,-0.1838
P00037,APP-TOP-00037,Brightpath Top 779,Apparel,Tops,Brightpath,50.61,116.64,0.78,0.5661,159,198,42,23094.72,2300.99,20793.73,4568.58,8198.82,404.76,7621.57,0.0996,0.2121,0.3665,-0.1996
P00156,BEA-SKI-00156,Mokkan Skincare 132,Beauty,Skincare,Mokkan,6.05,17.16,0.24,0.6474,164,194,9,3329.04,208.20,3120.84,138.58,1137.4,30.92,1813.94,0.0625,0.0464,0.5812,-0.0662
P00141,HOM-COO-00141,Ellery & Co Cookware 990,Home & Kitchen,Cookware,Ellery & Co,104.86,169.49,1.80,0.3813,175,218,13,36948.82,2981.11,33967.71,2053.45,21810.88,703.39,9399.99,0.0807,0.0596,0.2767,-0.1046
P00102,ELE-SMA-00102,Corda Small Appliance 945,Electronics,Small Appliances,Corda,215.90,243.13,4.80,0.112,175,229,14,55676.77,4752.05,50924.72,3270.27,47498.0,1038.7,-882.25,0.0854,0.0611,-0.0173,-0.1293
P00139,HOM-COO-00139,Ellery & Co Cookware 168,Home & Kitchen,Cookware,Ellery & Co,31.36,53.02,9.62,0.4085,174,219,18,11611.38,766.06,10845.32,860.20,6428.8,925.99,2630.33,0.066,0.0822,0.2425,-0.166
P00145,BEA-COS-00145,Ellery & Co Cosmetic 224,Beauty,Cosmetics,Ellery & Co,27.47,66.69,0.34,0.5881,153,200,13,13338.00,998.37,12339.63,812.42,5164.36,289.4,6073.45,0.0749,0.065,0.4922,-0.0959
P00097,ELE-AUD-00097,Corda Audio 601,Electronics,Audio,Corda,221.27,260.61,2.41,0.151,161,200,11,52122.00,4178.37,47943.63,2549.68,41820.03,680.82,2893.1,0.0802,0.055,0.0603,-0.0907
P00091,ELE-SMA-00091,Mokkan Small Appliance 709,Electronics,Small Appliances,Mokkan,351.42,437.76,2.11,0.1972,171,208,16,91054.08,7289.58,83764.50,6596.68,68878.32,817.75,7471.75,0.0801,0.0769,0.0892,-0.108
P00136,HOM-COO-00136,Latitude 54 Cookware 949,Home & Kitchen,Cookware,Latitude 54,18.21,29.59,8.65,0.3846,175,215,34,6361.85,543.27,5818.58,904.62,3405.27,516.47,992.22,0.0854,0.1581,0.1705,-0.2141
P00031,APP-DRE-00031,Brightpath Dresse 998,Apparel,Dresses,Brightpath,37.49,90.94,0.41,0.5878,165,196,46,17824.24,1454.76,16369.48,3777.68,5998.4,364.63,6228.77,0.0816,0.2347,0.3805,-0.2073
P00005,APP-KNI-00005,Ellery & Co Knitwear 901,Apparel,Knitwear,Ellery & Co,21.88,51.99,1.04,0.5791,169,213,43,11073.87,764.31,10309.56,2133.61,3982.16,304.73,3889.06,0.069,0.2019,0.3772,-0.2019
P00044,APP-DEN-00044,Corda Denim 701,Apparel,Denim,Corda,6.66,20.90,0.23,0.6813,146,189,42,3950.10,262.76,3687.34,801.18,1052.28,41.35,1792.53,0.0665,0.2222,0.4861,-0.1952
P00137,HOM-BED-00137,Mokkan Bedding 277,Home & Kitchen,Bedding,Mokkan,19.37,31.33,2.77,0.3817,157,194,11,6078.02,524.58,5553.44,337.35,3564.08,217.21,1434.8,0.0863,0.0567,0.2584,-0.1233
P00013,APP-DRE-00013,Ellery & Co Dresse 232,Apparel,Dresses,Ellery & Co,24.64,66.51,0.75,0.6295,142,181,44,12038.31,959.10,11079.21,2618.77,3449.6,291.52,4719.32,0.0797,0.2431,0.426,-0.2035
P00063,FOO-FOR-00063,Northvale Formal 673,Footwear,Formal,Northvale,16.67,36.53,1.07,0.5437,155,210,50,7671.30,611.07,7060.23,1699.09,2767.22,184.91,2409.01,0.0797,0.2381,0.3412,-0.2025
P00112,HOM-BED-00112,Puresel Bedding 825,Home & Kitchen,Bedding,Puresel,107.79,172.61,2.57,0.3755,156,189,24,32623.29,2875.73,29747.56,3802.60,18432.09,665.15,6847.72,0.0881,0.127,0.2302,-0.1453
P00153,BEA-FRA-00153,Ellery & Co Fragrance 475,Beauty,Fragrance,Ellery & Co,16.34,34.78,0.34,0.5302,162,197,6,6851.66,455.76,6395.90,154.44,3153.62,121.74,2966.1,0.0665,0.0305,0.4638,-0.0664
P00148,BEA-HAI-00148,Brightpath Haircare 497,Beauty,Haircare,Brightpath,31.03,75.06,0.38,0.5866,146,171,7,12835.26,1004.49,11830.77,525.42,5088.92,267.59,5948.84,0.0783,0.0409,0.5028,-0.0838
P00034,APP-DRE-00034,Latitude 54 Dresse 112,Apparel,Dresses,Latitude 54,21.62,41.79,0.29,0.4827,182,228,43,9528.12,821.90,8706.22,1609.02,4151.04,132.81,2813.35,0.0863,0.1886,0.3231,-0.1596
P00187,SPO-CAM-00187,Puresel Camping 246,Sports & Outdoors,Camping,Puresel,104.67,164.80,3.42,0.3649,212,264,33,43507.20,3709.64,39797.56,5100.08,24911.46,897.88,8888.14,0.0853,0.125,0.2233,-0.1416
P00047,APP-DRE-00047,Puresel Dresse 535,Apparel,Dresses,Puresel,45.25,95.89,0.49,0.5281,159,210,55,20136.90,1977.09,18159.81,4802.91,7421.0,404.83,5531.07,0.0982,0.2619,0.3046,-0.2235
P00052,APP-DRE-00052,Corda Dresse 902,Apparel,Dresses,Corda,24.03,64.55,0.89,0.6277,181,228,50,14717.40,931.45,13785.95,3092.47,4469.58,345.91,5877.99,0.0633,0.2193,0.4264,-0.2013
P00023,APP-TOP-00023,Latitude 54 Top 130,Apparel,Tops,Latitude 54,17.74,49.85,0.94,0.6441,155,198,51,9870.30,582.22,9288.08,2412.09,2661.0,274.56,3940.43,0.059,0.2576,0.4242,-0.2199
P00057,FOO-TRA-00057,Puresel Trainer 483,Footwear,Trainers,Puresel,26.18,65.94,1.29,0.603,142,193,54,12726.42,1461.18,11265.24,3061.95,4031.72,354.43,3817.14,0.1148,0.2798,0.3388,-0.2642
P00118,HOM-TAB-00118,Ellery & Co Tableware 820,Home & Kitchen,Tableware,Ellery & Co,15.17,26.40,5.79,0.4254,150,182,22,4804.80,420.53,4384.27,567.44,2533.39,314.87,968.57,0.0875,0.1209,0.2209,-0.2045
P00093,ELE-AUD-00093,Puresel Audio 620,Electronics,Audio,Puresel,141.92,161.57,0.75,0.1216,186,221,28,35706.97,2734.90,32972.07,3989.74,28100.16,533.88,348.31,0.0766,0.1267,0.0106,-0.111
P00161,BEA-FRA-00161,Northvale Fragrance 750,Beauty,Fragrance,Northvale,20.58,61.46,0.12,0.6651,164,200,10,12292.00,1011.26,11280.74,583.21,3971.94,271.39,6454.2,0.0823,0.05,0.5721,-0.093
P00188,SPO-SWI-00188,Mokkan Swim 177,Sports & Outdoors,Swim,Mokkan,98.75,166.85,1.13,0.4082,146,173,19,28865.05,2899.55,25965.50,2930.64,15701.25,529.54,6804.07,0.1005,0.1098,0.262,-0.1462
P00124,HOM-BED-00124,Latitude 54 Bedding 776,Home & Kitchen,Bedding,Latitude 54,14.70,30.80,8.96,0.5227,175,221,29,6806.80,583.43,6223.37,831.82,2866.5,516.95,2008.1,0.0857,0.1312,0.3227,-0.2
P00007,APP-DEN-00007,Northvale Denim 759,Apparel,Denim,Northvale,47.22,116.94,0.35,0.5962,170,200,33,23388.00,1659.46,21728.54,3574.94,8405.16,396.02,9352.42,0.071,0.165,0.4304,-0.1658
P00129,HOM-COO-00129,Ellery & Co Cookware 999,Home & Kitchen,Cookware,Ellery & Co,40.16,59.96,10.80,0.3302,145,180,14,10792.80,878.78,9914.02,767.93,6787.04,872.77,1486.28,0.0814,0.0778,0.1499,-0.1803
P00178,SPO-FIT-00178,Corda Fitnes 167,Sports & Outdoors,Fitness,Corda,108.27,226.66,7.81,0.5223,172,206,30,46691.96,4030.85,42661.11,6094.67,19921.68,1148.15,15496.61,0.0863,0.1456,0.3632,-0.1591
P00070,FOO-BOO-00070,Latitude 54 Boot 196,Footwear,Boots,Latitude 54,40.35,81.65,1.32,0.5058,157,192,48,15676.80,1479.90,14196.90,3483.82,6173.55,387.64,4151.89,0.0944,0.25,0.2925,-0.2133
P00095,ELE-SMA-00095,Latitude 54 Small Appliance 239,Electronics,Small Appliances,Latitude 54,361.66,396.85,2.53,0.0887,154,186,9,73814.10,5186.37,68627.73,3392.83,65098.8,800.83,-664.73,0.0703,0.0484,-0.0097,-0.0984
P00060,FOO-FOR-00060,Corda Formal 419,Footwear,Formal,Corda,65.94,139.31,1.80,0.5267,163,204,45,28419.24,2990.95,25428.29,5696.21,10946.04,514.05,8271.99,0.1052,0.2206,0.3253,-0.2014
P00183,SPO-FIT-00183,Ellery & Co Fitnes 713,Sports & Outdoors,Fitness,Ellery & Co,148.28,274.44,7.03,0.4597,136,164,22,45008.16,5179.54,39828.62,5281.73,21945.44,887.05,11714.4,0.1151,0.1341,0.2941,-0.1656
P00144,HOM-COO-00144,Puresel Cookware 531,Home & Kitchen,Cookware,Puresel,110.51,174.00,11.90,0.3649,162,201,17,34974.00,3262.37,31711.63,2860.35,20996.9,1325.83,6528.55,0.0933,0.0846,0.2059,-0.159
P00175,SPO-CAM-00175,Ellery & Co Camping 966,Sports & Outdoors,Camping,Ellery & Co,128.23,241.41,8.81,0.4688,146,175,22,42246.75,3460.59,38786.16,4749.24,20260.34,1130.06,12646.52,0.0819,0.1257,0.3261,-0.1427
P00133,HOM-COO-00133,Latitude 54 Cookware 732,Home & Kitchen,Cookware,Latitude 54,110.37,184.72,6.19,0.4025,176,210,21,38791.20,2295.19,36496.01,3519.70,20970.3,1084.64,10921.37,0.0592,0.1,0.2992,-0.1033
P00119,HOM-STO-00119,Puresel Storage 828,Home & Kitchen,Storage,Puresel,127.61,192.22,8.93,0.3361,170,217,18,41711.74,4129.92,37581.82,3064.99,25904.83,1302.91,7309.09,0.099,0.0829,0.1945,-0.1416
P00134,HOM-COO-00134,Brightpath Cookware 912,Home & Kitchen,Cookware,Brightpath,41.62,68.67,9.79,0.3939,169,207,23,14214.69,1144.99,13069.70,1394.94,7866.18,880.54,2928.04,0.0805,0.1111,0.224,-0.1699
P00140,HOM-LIG-00140,Brightpath Lighting 687,Home & Kitchen,Lighting,Brightpath,29.62,50.12,2.49,0.409,185,227,29,11377.24,867.37,10509.87,1339.52,6338.68,439.44,2392.23,0.0762,0.1278,0.2276,-0.1814
P00104,ELE-AUD-00104,Brightpath Audio 376,Electronics,Audio,Brightpath,158.84,175.32,5.65,0.094,153,191,8,33486.12,2751.46,30734.66,1325.89,29226.56,795.37,-613.16,0.0822,0.0419,-0.02,-0.114
